yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.02,-6.11,-66.52,10.75,15.52,-8.78,0.25,-0.65,0.64
-2.41,-1.35,-63.33,10.9,16.15,-7.76,0.25,-0.65,0.64
-53.0,-16.12,-65.46,-8.57,-42.8,-172.0,0.95,-0.51,0.09
6.79,-49.01,-9.84,173.14,-113.34,21.0,0.02,0.39,0.21
-18.0,-20.83,-57.46,-164.84,92.99,-58.0,0.23,0.25,0.05
-36.0,-21.83,-66.57,-39.11,0.58,-116.9,0.73,0.43,0.13
-50.2,10.6,-53.91,39.96,113.74,-162.0,1.54,-0.66,-0.27
48.9,-13.7,-37.52,49.27,-78.01,158.3,0.56,0.33,1.07
34.36,-26.58,10.45,149.17,-45.07,111.0,0.05,0.3,0.02
-27.0,-11.54,-19.02,-98.74,53.08,-87.0,0.52,0.37,0.01
-49.65,7.03,-28.36,-34.46,67.55,-160.0,1.44,0.81,0.54
6.89,-15.63,-25.82,10.83,-67.29,22.31,2.0,-0.75,-0.21
53.42,2.95,-35.62,-44.35,59.89,172.8,0.05,0.9,0.11
23.52,9.12,16.88,163.54,20.0,75.87,-0.0,0.37,0.03
-40.6,25.28,-18.05,-115.79,62.48,-131.0,0.7,0.4,-0.09
-41.1,28.58,-34.57,-59.36,20.45,-133.0,1.16,0.81,0.38
27.93,-5.94,-30.46,15.09,-104.13,90.3,2.0,-0.7,-0.18
15.81,47.27,-17.46,36.86,181.15,50.83,0.45,0.53,0.32
17.3,35.53,20.23,120.9,-30.37,55.9,0.36,0.58,0.26
-53.9,40.6,-11.42,-104.53,28.55,-174.0,0.77,0.43,-0.22
18.48,25.96,-31.55,-68.91,-36.53,59.6,2.0,0.88,0.62
53.53,1.18,-26.98,16.23,-70.85,173.2,0.66,-0.16,0.04
-30.7,59.14,-10.58,49.52,200.66,-99.3,0.27,0.22,0.02
-21.29,94.77,30.52,134.38,131.82,-68.0,0.5,0.61,0.34
-12.4,107.2,12.01,-56.59,62.52,-40.2,1.85,0.47,-0.59
15.02,55.37,-16.44,-96.44,-159.06,48.0,0.32,0.71,0.77
41.51,33.39,-19.38,-8.98,-55.89,133.9,0.63,0.01,0.04
-20.6,70.54,-13.28,17.73,136.91,-66.8,0.43,0.22,0.1
-25.4,112.65,25.13,126.65,157.32,-82.0,0.72,0.43,0.25
0.82,114.59,9.25,-47.58,30.4,2.66,2.0,0.2,-0.61
4.34,95.62,-33.29,-144.3,-47.76,14.0,0.19,0.53,0.59
27.3,72.23,-42.48,-33.86,-58.55,88.3,0.38,0.09,0.17
-41.3,87.24,-26.72,50.03,68.73,-133.2,0.55,0.04,0.18
-18.3,100.94,26.02,174.12,64.07,-59.2,0.99,0.43,0.54
-6.01,106.43,15.95,-27.38,41.66,-19.4,2.0,0.06,-0.39
8.09,49.57,-24.04,-135.24,-175.98,26.0,0.33,0.73,0.69
29.32,16.82,-29.04,-20.63,-96.94,94.2,0.32,0.2,0.14
-49.49,80.7,-9.56,62.88,225.47,-160.0,0.51,0.16,0.16
-3.95,84.27,39.05,161.38,27.03,-12.7,0.71,0.63,0.64
37.82,76.42,52.91,53.95,-7.42,122.4,1.4,0.27,-0.59
-16.15,84.54,14.18,-128.19,39.61,-52.0,0.3,0.68,0.18
-14.24,41.56,-4.88,-66.22,-130.58,-46.0,0.22,0.36,0.15
-44.67,60.09,-3.73,7.34,77.39,-144.1,1.22,-0.13,-0.2
21.13,39.79,31.11,115.62,-55.82,68.3,1.08,0.92,0.8
37.39,12.12,62.47,104.28,-85.37,120.0,0.29,0.62,0.09
-28.43,36.5,28.09,-109.4,89.63,-92.0,0.7,0.56,0.03
-41.0,66.94,14.0,-42.43,115.29,-132.0,1.81,0.54,0.46
54.28,38.58,18.82,22.41,-76.58,175.6,0.74,-0.09,-0.04
-6.15,82.04,25.45,21.86,155.98,-19.8,0.46,0.48,0.05
-33.83,87.23,72.44,160.22,33.51,-109.0,0.55,0.46,0.3
-17.4,112.18,58.76,-33.88,104.51,-56.0,2.0,0.26,-0.49
31.51,50.34,13.31,-123.02,-101.92,16.0,0.39,0.59,0.7
-39.7,103.4,20.23,-20.71,-71.61,101.0,0.39,0.17,0.13
-20.5,108.08,56.34,28.21,195.29,-128.0,0.71,0.01,0.07
29.53,101.22,77.36,123.98,35.81,-66.3,0.95,0.56,0.43
-3.57,79.97,21.2,81.12,-0.89,95.57,1.61,0.14,-0.74
6.68,51.5,17.32,-181.02,-53.8,-11.0,0.42,0.53,0.19
-51.17,69.45,15.31,-16.21,-85.57,21.6,0.05,0.54,0.2
22.41,53.63,44.54,0.42,76.85,-165.59,1.16,-0.24,0.07
24.6,14.47,100.31,99.89,-37.81,72.52,1.59,0.98,0.64
-37.38,47.95,61.61,191.79,-118.81,79.0,0.55,0.43,-0.18
-23.58,30.41,53.89,-118.49,119.24,-12.0,0.62,0.56,-0.33
39.92,-4.19,64.23,-20.38,-47.96,-76.0,0.97,1.0,0.32
-21.08,41.51,72.84,48.66,-106.06,129.0,1.15,-0.56,-0.53
-5.87,75.63,122.52,36.09,158.85,-67.7,0.32,0.22,0.0
-28.0,108.74,118.0,173.63,122.39,-19.0,0.26,0.57,0.37
-5.39,79.81,82.61,4.55,130.54,-91.45,1.59,0.01,-0.5
35.56,51.94,79.46,-106.08,-83.01,-17.0,0.11,0.89,0.82
-58.5,96.0,80.65,2.41,-73.36,114.7,0.52,0.1,0.03
9.13,100.55,122.61,17.92,165.28,-189.0,1.09,0.01,0.18
49.08,98.36,119.54,150.07,32.44,29.45,1.21,1.16,0.88
-43.4,120.43,91.6,9.47,13.49,158.85,1.35,0.0,-0.72
-27.9,113.89,70.09,-84.83,87.2,-140.0,0.06,0.49,0.1
-25.9,127.81,66.22,-63.22,-1.41,-90.4,0.6,0.68,0.16
40.63,115.22,64.84,0.44,72.17,-83.81,1.98,-0.19,-0.16
0.38,127.41,102.69,2.2,-21.86,131.49,0.46,0.54,0.45
-42.3,144.31,81.58,130.18,58.36,1.22,0.22,0.53,0.05
-14.8,115.13,74.0,-57.81,81.0,-137.0,0.88,0.49,-0.21
47.26,73.05,72.36,-17.53,-76.11,-48.0,0.83,1.33,0.92
-31.9,128.28,71.43,9.07,-116.33,152.4,0.81,-0.14,-0.05
-30.0,163.2,109.42,9.37,205.68,-103.4,0.4,0.03,-0.07
24.2,152.9,107.68,135.3,139.04,-97.0,0.65,0.62,0.4
-4.95,161.26,59.84,11.07,-5.93,78.4,1.63,0.28,-0.97
-8.49,145.08,45.7,-148.96,53.0,-15.0,0.44,0.47,0.16
-25.6,153.6,45.01,-42.22,-28.2,-27.0,1.49,0.12,-0.13
44.78,131.63,38.19,6.52,58.43,-83.07,0.09,0.88,0.48
-2.11,146.88,61.36,-21.88,-53.78,144.0,0.63,0.59,0.27
-24.2,153.89,43.68,80.81,73.77,-6.8,1.13,0.54,-0.24
2.49,109.72,17.43,-51.35,50.8,-78.3,1.2,0.7,0.78
35.75,81.57,19.97,-82.55,-122.22,8.0,0.74,-0.0,-0.05
-24.0,123.14,24.39,14.28,-69.57,115.7,0.76,0.26,0.08
-20.7,129.79,65.07,18.32,159.04,-77.5,0.88,0.43,0.27
14.46,131.23,67.9,139.94,45.89,-66.8,1.37,0.46,-0.66
-3.31,115.04,21.94,19.36,29.32,46.8,0.49,0.54,0.38
16.84,88.18,11.85,-147.96,-33.04,-10.0,0.77,0.27,0.15
-34.1,106.99,14.48,-30.22,-66.73,54.3,0.8,0.04,0.15
-11.8,101.21,52.08,13.38,84.59,-110.1,0.96,0.69,0.6
41.3,74.63,65.96,127.82,0.14,-38.41,0.7,0.46,-0.69
-20.16,82.93,15.8,53.73,-71.64,133.6,0.34,0.39,0.26
5.22,57.52,0.4,-162.14,41.62,-65.0,0.69,0.38,0.07
-40.84,72.74,-3.07,-50.19,-67.15,16.8,1.17,-0.05,-0.08
7.62,56.19,20.54,-8.04,69.49,-132.1,1.35,0.93,0.78
27.16,61.15,72.14,78.31,-40.61,24.67,0.42,0.61,-0.03
-19.28,77.47,31.63,171.98,27.72,87.62,0.57,0.44,0.07
-27.26,65.51,18.31,-128.56,69.22,-62.0,0.66,0.61,0.27
12.12,65.06,21.26,-42.83,-24.96,-88.0,1.45,-0.32,-0.24
4.03,89.91,29.11,17.39,16.26,39.23,0.06,0.66,0.16
-5.69,91.75,69.76,22.32,91.58,12.96,0.64,0.33,0.17
-25.9,104.88,50.33,140.67,25.26,-18.4,1.1,0.41,-0.4
2.28,82.0,31.41,-55.38,63.99,-84.0,0.98,0.82,0.82
39.82,54.42,30.33,-58.1,-58.63,7.38,0.58,-0.01,0.12
-33.69,88.91,35.81,3.99,-72.22,128.45,0.67,0.17,0.11
-17.1,106.62,77.15,23.99,132.43,-109.0,0.79,0.36,0.52
-8.63,121.24,73.06,144.69,77.51,-55.4,2.0,0.08,-0.44
-2.99,116.42,36.29,-0.36,72.76,-27.85,0.33,0.63,0.31
4.28,94.62,25.51,-117.81,2.36,-9.64,0.5,0.39,0.14
-35.3,109.97,24.8,-33.06,-52.06,13.8,0.93,0.08,0.14
-5.24,109.64,58.73,3.69,74.19,-114.42,1.29,0.64,0.71
49.3,93.72,94.38,117.87,19.84,-16.9,0.52,0.42,-0.29
-28.1,114.05,69.52,125.87,-33.6,158.0,0.48,0.48,0.24
-23.9,100.36,46.86,-73.41,85.73,-91.0,0.68,0.54,0.18
29.28,86.04,66.85,-52.96,-64.64,-61.0,1.59,-0.29,-0.22
29.15,80.6,107.04,-4.16,60.66,-77.23,0.99,0.81,0.65
-29.21,94.27,69.52,72.15,-29.85,94.45,0.25,0.35,0.03
-27.32,81.41,54.37,140.48,-3.04,94.32,0.73,0.43,0.03
10.67,70.96,48.89,-112.85,63.86,-94.0,1.04,0.73,0.39
10.59,99.81,49.03,-42.91,-24.82,-88.0,1.97,-0.51,-0.2
-14.1,107.26,84.08,-5.82,-15.19,34.29,0.58,0.51,0.17
-8.91,120.97,69.27,4.99,112.12,34.26,0.71,0.39,0.33
5.39,107.68,30.74,124.51,44.85,-45.6,1.66,0.08,-0.59
3.03,85.78,19.94,-35.62,69.04,-28.8,0.3,0.57,0.42
-49.4,103.72,24.14,-123.27,-26.38,17.0,0.54,0.21,0.32
-18.3,117.37,59.55,-31.26,-52.8,9.76,0.8,0.09,0.12
29.62,103.19,81.03,19.31,81.69,-160.0,0.93,0.54,0.41
-2.51,110.26,42.36,122.17,66.21,-59.2,0.59,0.56,-0.2
-7.68,66.12,25.57,77.89,-26.93,95.54,0.4,0.53,0.26
-31.6,78.56,23.19,-122.19,41.19,-8.1,0.46,0.56,-0.0
