,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
37,-25.46,9.21,199.2,190.64,59.38,-180,-0.38,-0.46,0.42
38,16.58,17.05,169.1,69.2,-36.5,-231,-0.91,0.36,1.25
39,3.46,50.17,203.2,-75.61,-97.04,-90,-0.68,0.3,0.98
40,-64.7,41.67,198.6,-85.44,38.01,63.77,-0.2,-0.09,0.85
41,-3.9,20.78,170.67,170.19,128.76,13.3,0.27,-0.18,0.4
42,11.43,36.15,170.33,14.4,-28.95,-248,-0.75,-0.63,0.43
43,-7.96,67.87,189.08,-77.71,-76.82,-15,-0.48,-0.05,1.44
44,-53.1,78.98,186.6,35.74,63.82,43.79,0.05,-0.25,0.83
45,-32.4,59.95,150.61,110.62,128.87,-30,-0.07,-0.71,0.37
46,10.09,58.7,149.47,23.77,54.29,-204.4,-0.46,-0.73,0.46
47,-16.5,96.59,210.32,-113.03,-62.57,-12,-0.17,-0.51,1.3
48,-65.2,90.11,211.41,31.92,3.06,38.79,0.16,-0.2,1.41
49,-11.2,57.3,179.76,35.79,-15.37,-250,-0.06,-0.35,-0.05
50,10.08,63.97,173.61,-93.07,-117.66,-43,-0.83,-0.1,1.11
51,-7.36,90.95,212.95,12.73,30.01,38.79,-0.69,0.31,1.12
52,-45.6,80.06,228.58,188.02,113.15,-28,-0.03,-0.03,1.14
53,-22.5,59.86,194.53,95.82,-32.67,-176,-0.33,-0.45,0.01
54,11.01,22.69,177.37,-99.59,-69.17,-86,-0.67,-0.35,0.99
55,14.1,30.72,193.28,-33.45,-137.63,42,-0.49,0.19,1.2
56,-32.3,54.1,216.59,98.82,30.8,54.44,-0.15,-0.03,1.28
57,-37.6,49.33,221.42,124.99,93.34,-124,0.15,-0.36,0.73
58,-31,28.26,219.35,52.74,-14.05,-145,-0.4,-0.48,0.43
59,5.43,20.84,184.17,28.44,-78.84,-119,-0.74,-0.1,1.15
60,22.41,16.24,174.28,-105.85,-24.94,20,-0.39,0.17,0.93
61,-37.9,21.2,186.55,-6.15,-22.75,86.54,-0.36,-0.2,1.38
62,-16.35,6.42,167.87,96.18,82.84,-29.52,0.02,0.05,1.01
63,14.06,-2.42,141.73,16.85,-53.89,-135,-0.51,-0.29,0.37
64,14.63,15.35,151.54,-42.43,-51.69,-62,-0.43,-0.72,1.33
65,-15.5,53.08,198.14,-75.71,-30.81,54.2,-0.09,-0.25,0.99
66,-60.7,48.69,215.04,70.73,65.4,56.07,0.57,-0.35,1.12
67,-44.7,21.1,191.87,212.82,148.61,-59,0.3,-0.2,0.68
68,14.54,19.57,166.11,97.29,-13.5,-233,-0.29,-0.45,0.09
69,18.49,50.96,202.56,-57.11,-104.73,-17,-0.76,-0.15,1.08
70,-65,46.86,223.07,-71.27,-0.48,55.94,-0.62,0.31,1.14
71,-34.9,29.11,202.92,176.82,118.69,71.3,-0.34,-0.21,1.53
72,1.3,14.22,181.66,111.4,-13.25,-250,0.12,-0.07,0.48
73,32.51,32.14,204.46,-44.41,-68.52,-134,-0.77,-0.31,0.12
74,-15.6,19.07,222.29,-51.76,-51.02,4.98,-1.2,0.8,1.8
75,-48.3,6.15,212.09,126.38,66.18,125,-0.43,-0.07,0.77
76,-10,-17.73,167.51,104.71,-49.22,-60,0.37,-0.09,0.79
77,16,-20.16,157.23,-5.55,-50.76,-185,-0.44,-0.35,0.15
78,18.91,-7.98,170.74,-135.01,-86.6,-38,-0.33,-0.02,1.62
79,-48,-12.39,165.81,-8.83,-10.89,61.89,-0.26,0.04,1.16
80,-2.3,-19.8,131.72,86.04,42.83,72.75,0.15,0.08,0.97
81,22.1,-11.18,115.75,2,-28.7,0,0.08,-0.26,0.37
82,-28.11,4.11,157.64,85.54,47.17,-110.8,-0.29,-0.65,0.67
83,-39.26,1.07,159.57,-40.19,-62.01,-173,-0.17,-0.35,1.5
84,-34,-28.39,112.92,-109.71,-27.78,-8,-0.11,-0.33,1.2
85,4.64,-13.61,78.24,-34.24,31.28,85.28,0.44,-0.08,0.94
86,10.48,14,112.76,107.4,1.53,25.44,-0.01,-0.4,0.29
87,-45.8,15.59,160.53,101.66,46.55,-100,-0.36,-0.7,0.68
88,-62,-2.22,171.19,34.49,-13.61,-151,-0.45,-0.29,1.28
89,-31,-34.56,144.37,-162.33,-118.81,-1,-0.25,-0.17,1.05
90,3.3,-36.33,116.29,-114.76,62.83,17.8,-0.07,0.05,1.33
91,12.9,-15.95,138.42,158.57,102.47,40.3,0.45,-0.36,0.07
92,-40.4,13.7,165.79,206.74,4.62,-177.1,-0.57,-0.7,0.26
93,-56.52,1.86,163.49,65.33,-73.42,-238,-0.66,0.58,1.3
94,-6.1,-24.51,148.42,-79.07,-132.42,-12,-0.56,0.38,0.95
95,12.3,-14.92,126.62,-88.82,-8.92,12.68,-0.29,-0.18,1.29
96,13.79,18.9,158.16,115.6,74.24,49.76,0.17,-0.03,0.4
97,-55,26.36,189.09,131.92,111.7,-155,-0.15,-0.67,0.51
98,-33.8,-4.44,161.45,18.29,-51.16,-217,-0.71,-0.01,1.31
99,-2.32,10.6,195.04,-33.05,-104.1,-23,-0.82,-0.14,1.09
100,-47.6,56.28,204.15,-54.65,34.44,47.51,0.15,-0.13,1.06
101,-46.7,30.2,194.86,152.18,127.8,53.2,-0.01,-0.51,0.35
102,4.09,18.16,174.22,148.6,26.3,-211,-0.61,-0.53,0.65
103,6.38,34.92,170.8,-78.98,-122.11,-13,-1.08,0.11,1.21
104,-13.2,70.8,205.12,-35.11,-59.91,37.7,-0.34,-0.17,1.01
105,-20.3,45.65,204.89,212.03,105.63,-8.2,0.13,-0.24,0.5
106,7.55,34.95,185.34,69.63,180.52,-184,-0.38,-0.58,0.57
107,9.42,29.17,177.99,-47.89,-42.28,15.7,-0.82,-0.28,1.37
108,7.67,46.94,192.93,21.55,67.65,24.63,-0.64,-0.21,0.95
109,-49.5,43.49,181.02,167.18,143.65,-51,0.07,-0.22,0.52
110,-8.16,43.21,157.79,113.1,-3.39,-208,-0.2,-0.48,0.44
111,14.93,34.52,152.87,-41.27,-76.27,-72,-0.84,-0.36,1.12
112,-5.65,57.07,188.62,-43.11,-35.96,29,-0.78,0.19,0.9
113,-43.3,52.15,194.52,5.53,-15.37,36.37,-0.11,-0.18,1.1
114,-37.1,23.49,162.4,95.6,72.95,29.63,-0.04,-0.22,0.83
115,15.41,-1.89,139.44,79.28,32.76,-155.5,0.22,-0.48,0.72
116,2,27.91,175.54,-57.2,-36.27,-177,-0.33,-0.65,0.62
117,-49.2,42.82,199.58,-59,7.39,-31.39,-0.59,-0.12,0.96
118,7.5,-10.21,138.1,12.73,-26.11,57.64,-0.49,-0.09,1.13
119,10.69,10.81,150.41,171.34,92.08,-21.7,0.15,-0.47,0.74
120,-23.2,44.67,181.94,55.1,-14.85,-167,0.14,-0.48,0.47
121,-60.1,46.97,192.4,-95.92,-108.1,-14,-0.43,-0.41,0.89
122,-16.9,27.24,161.19,-60.73,-80.67,54.8,-0.64,-0.16,1.29
123,15.04,17.93,140.73,174.5,116.41,7.69,-0.25,-0.24,1.35
124,14.04,22.19,168.86,124.73,59.91,-190,0.3,-0.01,0.13
125,-38.4,40.03,194.88,-130.73,-112.21,-2,-0.27,-0.68,0.57
126,-56.6,24.61,180.95,-58.28,-83.66,28.8,-0.67,0.03,1.25
127,1.42,7.73,145.24,81.48,79.47,41.27,-0.42,-0.04,1.56
128,18.87,0.55,159.71,152.38,133.29,-89,0.47,0.02,0.25
129,-60.6,28.28,203.19,69.93,11.67,-232,-0.29,-0.69,0.26
130,-34,-4.51,171.36,-93.57,-69.17,-65,-0.72,-0.35,1.47
131,11.59,-9.21,150.76,-51.04,-31.08,57.6,-0.68,0.21,1.17
132,13.75,-8.53,156.43,146.28,16.41,54.21,0.22,-0.06,0.84
133,-65.3,17.1,181.91,132.28,70.2,-147,0.18,-0.48,0.8
134,0.26,-13.02,150.19,-23.5,-59.51,-218,-0.27,-0.65,0.12
135,11.74,-7.27,156.81,-114.12,-57.49,5.4,-0.83,-0.18,1.41
136,-25,-30.54,187.44,90.38,-29.25,72.85,-0.56,-0.16,1.21
137,-57,-31.69,180.58,138.82,69.68,-29.1,0.54,0,0.67
138,-15,-38.02,152.1,86.58,34.36,-216.5,-0.1,-0.48,0.32
139,13.6,-23.3,136.16,-95.63,-129.36,-13,-0.35,-0.38,1.1
140,-10.19,1.23,171.84,53.91,-0.63,53.11,-0.71,0.1,1.23
141,-55.59,8.81,187.58,155.19,85.7,-125,-0.39,0.11,1.38
142,-34,-24.23,158.65,3.54,8.54,-234.31,0.16,-0.18,0.36
143,2.4,-45.18,142,-96.18,-114.99,0.9,-0.2,-0.67,0.7
144,10.77,6.97,141.7,58.94,19.34,45.33,-0.58,-0.13,1.07
145,12.34,30.42,172.66,149.16,-96.96,-98,-0.63,-0.1,1.27
146,-62.1,48.62,199.95,0.31,-12.42,-222.1,0.19,-0.1,0.65
147,-41.1,11.19,186.56,-84.6,-29.11,-58,-0.14,-0.57,0.45
148,10.18,9.62,153.77,-34.02,47.44,52.42,-0.41,-0.21,1.43
149,8.53,15.14,161.9,167.04,89.63,-39.3,-0.4,0.31,1.17
150,-35.5,47.83,195.55,83.75,24.04,-197.8,0.19,-0.12,1.19
151,-65.2,28.51,216.85,-84.87,-134.79,-13,-0.28,-0.28,0.3
152,-14,-34.24,191.93,-39.47,-84.98,9.24,-0.7,-0.23,1.07
153,18.8,-12.53,190.23,31.34,203.83,41.44,-0.64,0.01,1.16
154,-60,-15.52,236.68,151.94,90,47.63,-0.5,-0.2,1.33
155,-9.3,-43.36,195.56,136.58,71.49,-239,0.21,-0.13,0.63
156,25.2,-47.16,204.19,-20.52,-145.55,-15,0.13,-0.5,0.24
157,-3.5,-13.99,234.11,-101.39,1.12,39.15,-1.04,0.08,1.28
158,-47.27,3.23,236.64,64.98,21.46,32.79,-0.41,-0.17,1.29
159,-38,-23.48,217.37,163.56,127.52,-137,0.31,-0.01,0.45
160,12.9,-39.56,198.49,114.64,-75.21,-250,-0.23,-0.72,0.6
161,16,-34.98,201.46,-64.17,-243.76,-55,-0.82,-0.3,0.94
162,-25.2,-2.42,228.4,37.97,81.86,72.63,-0.79,0.23,1.07
163,-29,-15.04,209.52,170.36,102.14,-98,0.36,-0.11,1.03
164,12.2,-21.17,203.84,76.84,-115.76,-215,0,-0.52,0.03
165,18,-11.93,194.43,-128.96,-112.52,-3,-0.92,-0.08,1.27
166,0,-41.81,1,74.94,-22.6,96.58,-0.6,0,0.94
167,-49,-10.3,202.62,156.47,121.99,-13,0.19,0.16,0.86
168,-14,-39.57,176.76,47.73,62.98,-181.8,-0.04,-0.57,0.36
169,11.44,-8.09,176.19,-39.27,-109.13,-15,-0.37,-0.43,0.87
170,4.67,18.27,203.38,-40.63,-65.95,49.7,-0.49,-0.01,1.12
171,-49.2,27.34,216.43,51.59,10.26,61.66,-0.34,-0.02,1.38
172,-58.7,-2.31,208.68,144.55,121.56,-97,0.15,-0.01,0.59
173,-7.7,-13.12,186.59,84.11,44.82,-250.1,-0.14,-0.57,0.47
174,15.4,-6.15,183.14,-78.69,-92.22,-103,-0.47,-0.47,0.98
175,-46.6,15.3,214.7,15.31,-25.04,47.21,-1.16,0.04,1.18
176,-44.12,1.87,197.14,3.14,31.69,69.42,0.2,0.02,1.17
177,8.49,-45,174.19,115.3,58.69,-161,0.14,-0.31,0.57
178,24.1,-34.51,164.98,-12.55,-56.31,-176,-0.2,-0.74,0.56
179,-12.21,0.19,203.5,-68.54,-114.95,-57,-0.69,-0.26,1.52
180,-53.38,5.79,208.01,34.26,124.63,44.01,-0.51,-0.2,1.15
181,-27,-15.38,184.92,141.54,100.15,18,0.4,-0.26,0.82
182,9.77,-18.12,162.15,83.99,33.54,-189.2,0.26,-0.41,0.2
183,11.97,3.17,160.14,5.54,-120.47,-226,-0.53,-0.46,0.88
184,-8.39,25.54,187.8,-52.98,-41.76,-29,-0.85,0.14,1.17
185,-56.5,31.2,199.58,22.15,26.17,59.47,-0.84,-0.3,1.16
186,-36.8,13.57,170.24,100.6,78.47,10.51,0.15,-0.16,0.69
187,5.02,1.23,143.3,86.06,1.48,-166.42,0.02,-0.48,0.62
188,25.86,23.44,162.62,-34.76,-54.95,-169,-0.18,-0.56,0.79
189,-25.5,44.19,204.61,-60.5,-182.05,32,-0.85,0.01,1.25
190,-64.9,40.96,190.97,1.41,34.03,92.95,-0.46,-0.16,1.1
191,-18.7,-9.02,171,185.28,128.8,-47,0.76,-0.01,0.97
192,21.3,12.91,164.65,51.2,17.25,-205.3,-0.04,-0.38,0.18
193,15.33,34.56,199.86,-55.96,-83.59,-104,-0.74,-0.56,1.02
194,-45,48.73,216.68,-59.56,-8.82,37.74,-0.76,-0.08,1.19
195,-40.8,26.21,216.05,29.65,84.73,46.02,0.04,-0.37,1
196,9.27,8.66,186.88,133.08,79.45,-29.9,0.4,-0.2,0.69
197,17.56,14.2,189.45,77.76,20.15,-217.5,0.18,-0.67,0.1
198,-18.2,37.64,205.06,-83.53,-65.86,-142,-0.52,-0.73,0.61
199,-56.5,34.14,213.74,-80.53,-41.37,19.3,-1.17,-0.09,1.32
200,-15.76,5.45,188.22,109.94,88.18,99.86,0.01,-0.35,1.34
201,14.91,-3.27,179.93,194.58,80.22,-98.2,0.26,-0.01,0.36
202,14.59,-2.64,193.1,-21.58,-12.08,-248,-0.11,-0.67,0.42
203,-40.2,35.78,206.35,-49.39,-190.96,-72,-1.08,-0.05,1.21
204,-64.7,21.33,188.87,13.21,88.97,81.93,-0.87,-0.03,1.07
205,-3.55,0.05,169.19,167.24,81.57,58.98,0.5,-0.03,1.27
206,10.02,13.42,175.11,99.44,55.61,-173.7,0.1,-0.35,0.07
207,-14.2,48.77,207.51,33.55,-82.81,-157,-1.03,0.03,1.02
208,-63.2,56.88,232.5,-83.3,-62.74,35.7,-0.99,0.06,1.06
209,-27.1,21.83,194.49,50.11,22.69,67.53,-0.06,-0.2,1.35
210,22.97,40.25,182.01,89.34,85.57,-65.19,0.31,0.06,0.75
211,14.07,54.57,218.97,67.27,-13.44,-217,-0.07,-0.66,0.35
212,-58.9,68.85,244.11,-67.11,-108.63,-60,-0.57,-0.48,1.12
213,-42.7,40.28,226.07,0.75,-31.44,57.35,-0.84,0.06,1.24
214,1.67,13.62,204.2,89.28,1.2,56.34,0.17,-0.15,1.23
215,19.75,30.02,203.42,86.57,148.24,-154,0.16,-0.22,0.49
216,-19.5,73.17,236.12,-36.37,-57.49,-250,-0.09,-0.71,0.68
217,-48.8,55.65,258.23,-43.96,-69.19,-12,-0.76,-0.38,1.11
218,-32.9,25.54,232.34,60.66,54.3,38.67,-1.01,-0.15,1.62
219,11.5,19.03,215.16,161.06,139.69,-54,0.5,-0.08,0.51
220,1.67,54.73,252.1,132.21,33.03,-243,0.04,-0.68,0.39
221,-64.2,65.23,274.53,-115.75,-131.32,-1,-0.5,-0.39,0.96
222,3.1,15.25,221.32,-9.21,81.73,88.36,-1.01,0.18,0.99
223,14.83,34.17,214.11,181.49,59.31,54.11,0.05,0.03,0.99
224,-4.25,68.42,255.85,136.32,58.94,-227,0.18,-0.33,0.07
225,-65,61.06,280.69,-32.21,-106.82,-16,-0.54,-0.51,0.87
226,-34.6,39.77,245.06,-49.35,-94.15,6.38,-1.41,0.01,1.4
227,8.34,38.24,229.55,37.87,64.89,76.27,-0.44,-0.13,1.13
228,20.38,42.28,235.7,168.18,171.91,-75,0.42,-0.14,0.55
229,-23.2,74.7,264.24,125.95,-66.82,-187,-0.26,-0.58,0.4
230,-58.5,52.28,273.77,-60.81,-113.06,-12,-0.93,-0.6,0.93
231,-23.3,19.88,259.51,-23.27,-17.62,44.2,-1.4,0.09,1.09
232,15.94,19.69,226.73,172.85,129.83,5.95,-0.13,-0.15,0.89
233,18.28,32.32,238.12,129.92,44.67,-247,0.23,-0.41,0.21
234,-28.4,68.34,279.53,-5.25,-107.03,-156,-0.79,-0.49,0.84
235,-56.8,55.12,285.69,-121.76,-73.28,11,-0.87,0.05,1.1
236,-20.5,17.62,252.69,12.98,81.38,57.04,37.06,-40.62,0
237,19.18,28.46,247,204.3,138.84,-16,-0.65,-0.27,1.29
238,-3.1,61.26,281.38,137.93,-26.4,-250,0.52,0.11,0.41
239,-48,50.68,282.06,-98.66,-76.7,-133,0.21,-0.41,0.44
240,-3.2,47.39,247.18,-20.09,2.76,32.21,-0.63,-0.29,1.18
241,20.28,56.12,251.98,69.37,21.92,78.39,-1.22,0.45,0.96
242,2.1,105.44,289.83,156.08,132.12,-89,-0.14,0.11,1.06
243,-64.6,68.38,293.65,78.23,-82.85,-224,0.19,-0.21,0.63
244,-7.78,22.07,274,-11.77,-120.82,-90,-0.04,-0.6,0.51
245,15.65,15.26,260.29,-87.84,7.72,61.31,-0.58,-0.4,0.86
246,13.02,31.71,277.02,90.07,50.05,70.59,-0.85,0.34,1.26
247,-30.9,47.18,301.8,204.88,142.37,-109,0.15,-0.21,1.23
248,-43.7,21.04,297.58,69.72,-50.24,-218,0.38,-0.14,0.57
249,-10.5,-8.39,271.06,-86.29,-141.43,-79,-0.33,-0.59,0.42
250,19.7,-6.26,253.11,24.76,49.89,73.77,-1.15,-0.15,1.16
251,-1.69,15.45,264.22,181.57,128.31,-11,-1.08,-0.04,0.86
252,-48.9,-2.88,246.8,70.41,98.63,-229.5,0.04,-0.04,0.79
253,16.8,-3.21,229.82,20.93,-116.91,-171,0.26,-0.46,0.4
254,24.19,35.97,274.89,-95.22,-3.11,-12.3,-0.87,-0.52,0.59
255,-41.9,45.12,320.86,66.93,42.84,78.29,-0.74,0.24,1.24
256,-38.25,3.14,295.43,193.06,197.36,8.08,-0.48,-0.03,0.96
257,9.71,-24.99,264.91,60.15,-137.85,-249,0.17,0.06,0.8
258,22.3,-11.52,277.07,-31.18,-174.19,-29,0.01,-0.46,0.4
259,-29.8,22.47,319.51,-4.84,-21.88,60.42,-1.16,-0.15,0.72
260,-65,-7.6,305.88,111.98,64.01,50.08,-0.97,0.33,1.29
261,-8.7,-35.01,261.03,143.18,58.92,-118,0.05,-0.06,1.11
262,15.9,-40.34,254.75,32.34,-103.62,-168,0.15,-0.44,0.53
263,9.19,-24.86,279.94,-57.34,-114.01,-40,-0.46,-0.34,0.82
264,-62.5,-3.05,300.8,-22.51,11.85,75.76,-1.18,0.08,0.96
265,-37,-26.71,280.27,90.43,80.38,-6.53,-0.74,-0.11,0.86
266,10.7,-32.24,263.16,213.35,100.76,-202,0.06,-0.13,0.97
267,13.61,11.12,260.57,-180.5,-162.82,-1,0.32,-0.4,0.41
268,-7.43,20.69,285.13,-22.43,2.66,64.63,-0.69,-0.6,0.71
269,-63.45,1.26,300.31,224.37,150.54,93.4,-1.4,-0.02,0.93
270,-21,-22.38,268.86,226.23,33,-161,-0.28,0.5,0.95
271,-2.98,40.94,255.57,-49.21,-163.89,-14,0.26,-0.34,0.35
272,-1.37,66.68,301.45,-76.33,-108.52,37,-0.61,-0.58,0.42
273,-45.1,46.84,300.91,98.24,48.63,86.02,-1.52,0.39,0.84
274,-48.5,14.83,288.33,214.83,129.65,-115,-0.38,-0.17,1.15
275,1.67,2.38,260.63,-5.25,-122.22,-250,0.33,0.09,0.68
276,23.37,33.76,281.72,-130.24,-107.92,-3,-0.08,-0.39,0.39
277,-30.5,51.51,317.76,24.47,-23.08,61.15,-0.92,0.08,1.45
278,-60.3,47.03,317.7,148.6,51.37,35.34,-0.87,0.32,1.28
279,-16,-11.61,279.23,119.6,71.13,-223,0.33,-0.05,0.95
280,22.8,-21.78,276.22,-33.43,-97.24,-143,0.26,-0.48,0.33
281,0,13.53,0.67,-21.82,-24.28,41.3,-0.4,-0.62,0.54
282,-64.1,22.64,310.77,39.71,164.71,52.33,-1.16,-0.06,1.27
283,-47.3,-1.54,286.2,145.38,35.29,-28.6,-0.2,-0.09,1.11
284,4,-32.24,258.4,106.24,-80.17,-243,0.18,-0.15,0.74
285,15.6,-34.02,274.48,-76.13,-92.67,-83,-0.3,-0.56,0.38
286,-6.31,22.51,291.74,3.95,250.13,-11.44,-0.61,-0.58,0.85
287,-50,36.69,303.36,210.53,95.01,-4.89,-1.09,-0.03,1.43
288,-40,25.94,279.3,43.48,-74.38,-173,0.15,-0.15,0.75
289,-11.08,1.01,259.42,-2.55,-126.57,-187,0,-0.54,-0.02
290,12.14,26.15,255.32,-66.36,-43.66,6.38,-0.93,-0.16,0.82
291,8.13,46.79,273.89,133.92,126.73,90.2,-0.95,0.47,1.29
292,-53.7,78.54,291.01,188.2,69.92,-117,-0.82,0.06,1.24
293,-49,63.92,291.72,49.09,-15.01,-232,0.1,0.05,0.23
294,-4.2,42.39,266.3,-102,-229.56,-6,0.01,-0.6,0.61
295,19.64,34.72,256.88,36.57,-38.41,88.01,-0.99,0.22,1.1
296,-0.82,65.5,286,145.04,31.76,52.23,-0.68,0.24,1.02
297,-57,70.97,317,84.63,120.67,-228,-0.21,-0.12,0.88
298,-39.2,27.44,282.58,-49.07,-96.04,-182,0.26,-0.25,0.48
299,-6.28,7.96,256.78,-63.52,-118.45,15,-0.56,-0.6,0.59
