,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.06,20.9,21.69,3.13,8.1,1.21,-0.42,0.62,0.7
1,-8.47,91.24,9.32,-48.31,250.13,-29,-0.56,0.8,0.37
2,2.44,107.31,-2.13,-47.94,68.78,9.42,-0.98,0.39,-0.22
3,-2.39,93.83,2.49,16.19,-47.05,-9.23,-1.21,0.3,-0.54
4,-32.33,31.33,33.8,126.66,-250.14,-12,-1.53,-0.06,0.08
5,-13.73,38.82,12.49,-80.75,34.01,-53,-0.11,0.05,0.88
6,17.11,10.77,-2.84,-59.95,-96.5,66,0.2,0.01,0.1
7,0.66,37.58,58.85,250.13,103.87,2.55,-0.87,-0.4,1.16
8,-48.04,21.43,60.64,15.98,-60,-185,-0.18,0.12,1.52
9,-39,-22.82,47.93,-40.27,-174.47,-14,-0.24,-0.15,1.68
10,7.92,-33.7,1,-181.95,-36.76,30,0.49,0.05,0.21
11,23.9,-29.75,24.44,104.59,6.76,92.29,-0.19,-0.42,0.11
12,-2.55,3.7,78.53,222.4,125.15,-9.8,-0.74,-0.16,1.34
13,-58,-13.08,112.46,145.63,-72.48,-224,-0.9,0.58,1.17
14,-41,-56.1,105.27,-10.82,-180.69,-16,-0.81,0.01,1
15,29.31,-14.4,49.81,-213.96,160.31,112,0.18,0.59,0.39
16,23.77,-5.31,82.04,150.62,33.23,91.79,-0.07,-0.62,0.08
17,-19.86,7.33,117.23,153.82,45.63,-76.6,-0.72,0.16,1.39
18,-58,-15.09,124.82,50.01,-94.15,-227,-0.77,-0.1,1.23
19,-5.84,-29.1,93.71,-107.44,-57.53,-22,0.15,0.4,1.26
20,29.8,-36.06,65.95,-92.01,-23.72,115,0.08,-0.05,0.03
21,-2,-16.77,125.03,250.13,66.21,-7.92,-0.54,-0.42,0.78
22,-49,-23.7,159.59,155.79,-35.17,-189,-0.73,0.54,1.23
23,-18,-49.95,119.14,-141,-110.75,-6,-0.27,0.66,1.19
24,5.34,-70.01,86.04,-112.12,-88.29,20,0.03,-0.11,0.53
25,20.18,-55.51,92.29,49.9,45.95,77.9,-0.07,-0.54,0.21
26,-11,-28.75,151.02,250.13,90.18,-45.4,-0.96,-0.01,0.78
27,-46,-43.37,198.38,211.04,-70.66,-179,-0.92,0.51,0.76
28,-44,-93.27,182.78,-32.89,-215.04,-17,-1.26,0.38,0.95
29,10,-107.14,128.25,-192.49,-69.18,41,0.14,0.23,0.77
30,40,-104.27,148.67,114.04,-8.4,156.6,-0.16,-0.51,-0.02
31,-43,-76.74,205.63,250.13,87.42,-169,-1.32,0.62,1.42
32,-41,-99.29,233.57,141.92,-111.22,-15,-0.83,0.33,0.52
33,-28,-101.17,220.08,-18.88,-28.6,-110,-0.6,0.28,0.88
34,10,-128.73,176.43,-141.05,-128.04,41,-0.07,0.06,0.66
35,44,-126.21,192.98,103.49,-16.04,172,-0.38,-0.56,0.04
36,-18,-75.3,247.8,250.13,175.68,-73,-1.53,0.29,1.04
37,-53,-94.99,266.92,114.37,-100.71,-20,-1.02,0.25,0.52
38,-19,-115.42,252.07,-15.76,-101.24,-76,-0.5,-0.12,1.02
39,10,-121.29,213.03,-111.15,-39.05,40,0.15,-0.25,0.35
40,29,-98.92,251.65,194.97,61.94,111.8,-0.64,-0.5,-0.08
41,-44,-95.19,305.11,250.13,-9.98,-169,-1.84,1.01,0.67
42,-28,-129.88,269.84,-95.67,-157.56,-10,-0.38,0.41,1.19
43,7.4,-137.39,232.21,-102.59,-47.03,28,0.15,-0.19,0.29
44,29,-112.21,267.42,183.9,71.56,112.3,-0.55,-0.45,0.31
45,-26,-83.87,309.34,209.23,85.85,-101,-1.45,0.28,0.76
46,-43,-109.61,321.41,96.06,-124.66,-166,-0.97,0.25,0.76
47,-15,-127.17,300.4,-31.11,-90.09,-59,-0.24,-0.17,0.98
48,25,-138.68,274.26,-53.1,-65.34,99.2,0.12,-0.31,0.71
49,9.23,-86.17,323.26,243.21,176.86,35.4,-0.74,-0.25,0.1
50,-58,-103.57,360.2,197.62,-92.38,-226,-1.48,0.58,0.95
51,-14,-149.71,321.97,-99.96,-202.73,-56,-0.12,0.43,0.79
52,40,-147.01,331.99,98.13,-20.32,156.5,-0.48,-0.44,0.21
53,-34,-140.98,371.88,211.28,-6.98,-134,-1.3,0.48,1.12
54,-57,-157.14,376.81,76.34,-94.98,-220,-0.87,0.38,0.69
55,-12,-191.65,340.9,-85.35,-164.81,-46,-0.18,0.25,1.19
56,32,-187.91,320.22,-18.68,-19.82,125,-0.16,-0.32,0.1
57,-9,-155.86,364.47,229.87,94.79,-37.1,-0.47,-0.17,1.14
58,-50,-149.58,385.67,140.7,-5.01,-195,-0.68,0.44,1
59,-43,-164.99,376.06,22.57,-92.53,-166,-1.05,0.12,1.13
60,-2,-175.17,338.79,-89.55,-66.71,-11,0.05,0.05,0.86
61,36,-161.76,327.82,17.13,18.38,139.5,-0.39,-0.36,0.1
62,-12,-135.75,377.62,250.13,70.63,-48.1,-1.18,0.33,1.02
63,-48,-138.8,390.07,106.35,-39.25,-186,-0.72,0.64,0.97
64,-33,-158.37,370.56,-15.17,-106.77,-13,-0.86,-0.07,1.08
65,6.7,-147.77,323.15,-130.05,17.92,25.8,0.05,-0.03,0.52
66,39,-134.3,348.08,156.42,21.53,154,-0.55,-0.29,0.25
67,-18,-119.98,391.21,225.53,29.21,-70.8,-1.05,0.51,1.07
68,-53,-121.21,406.71,121.66,-33.01,-206,-1.21,0.42,0.7
69,-22,-160.54,377.92,-51.51,-182.02,-87,-0.39,0.11,0.76
70,23,-158.63,340.89,-86.98,-16.26,88.5,0.11,-0.05,0.56
71,16,-136.67,349.97,101.21,58.56,64.62,-0.39,-0.77,0.16
72,-10,-131.46,399.37,250.13,-8.03,-38.6,-0.94,0.56,0.81
73,-65,-130.26,390.83,26.39,-25.21,-250,-1.48,0.64,0.78
74,-43,-158.72,363.48,-46.12,-138.98,-16,-0.33,-0.09,0.81
75,26,-167.52,320.92,-113.37,-55.53,101,0.25,0.06,0.39
76,30,-130.74,369.59,250.13,110.93,118,-0.86,-0.39,0.32
77,-25,-144.52,396.44,163.43,-81.4,-100,-0.87,0.72,1.26
78,-41,-146.23,377.76,-12.78,-37.4,-160,-0.97,0.21,0.91
79,-19,-182.27,341.12,-84.82,-168.47,-76,-0.13,-0.11,0.88
80,15,-178.05,323.94,-7.16,-7.1,58.1,0.25,-0.33,0.23
81,5.6,-163.84,368.2,230.47,21.93,21.88,-0.75,-0.05,0.86
82,-60,-153.42,363.38,37.45,11.91,-233.1,-0.69,0.46,1.6
83,-41,-160.07,325.91,-92.13,-55.79,-160,-0.48,0.03,0.89
84,-8,-178.33,289.9,-87.61,-94.37,-32,0.35,-0.36,0.58
85,12,-171.45,287.27,47.82,0.95,50.16,0.12,-0.53,0.11
86,-16,-120.73,332.93,229.92,171.76,-64,-0.58,-0.01,1.05
