,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.01,28.62,43.82,4.84,-7.4,0.14,-0.52,0.61,-0.57
1,-0.34,30.23,43.46,-0.69,5.78,-1.15,-0.45,0.61,-0.58
2,0.48,31.05,42.9,-1.76,3.75,1.84,-0.45,0.63,-0.59
3,-2.5,-26.43,52.46,40.68,-233.93,-9.6,-0.96,0.62,-0.6
4,-60.8,-63.12,48.29,-9.15,-163.93,-235,-1.4,0.13,0.34
5,-23.4,-91.87,31.11,-59.02,-127.54,-90,-0.14,-0.13,0.55
6,23.91,-80.72,22.89,-18.73,28.5,92.31,-0.09,-0.45,0.26
7,10.78,-63.66,66.32,167.82,45.37,38.5,-1.02,-0.2,0.68
8,-44.1,-33.33,94.39,124.52,102.44,-169,-0.68,-0.36,0.4
9,-29,-17.01,108.13,74.12,51.76,-112.7,-0.18,-0.45,0.54
10,2.05,-47.93,109.54,29.19,-129.44,7.9,-0.2,-0.32,0.74
11,23.3,-31.9,122.61,68.32,50.42,83.44,-0.59,0.09,0.97
12,-16,-28.36,153.43,142.39,4.07,-62.76,-0.75,0.45,1.04
13,-45,-31.61,171.79,95.04,-22.87,-176,-1,0.11,0.87
14,-3.3,-63.49,141.46,-6.68,-64.21,-185,-0.04,-0.27,0.49
15,18.7,-55.21,147.62,-53.18,-78.41,-11,-0.3,-0.42,0.71
16,-6.2,-55.48,178,52.11,19.93,72.33,-0.52,-0.14,0.97
17,-37,-54.23,190.74,146.5,-14.44,-24,-0.57,0.22,0.89
18,-10,-72.37,158.63,77.98,-8.97,-143.3,-0.73,0.16,1.04
19,-6.9,-48.07,181.35,-2.83,-42.61,-146,-0.38,-0.09,0.88
20,-37,-48.62,204.73,-66.55,-57.92,-42,0.05,-0.45,0.79
21,-31,-55.89,200.34,-32.38,-25.89,42.7,-0.72,-0.29,0.38
22,-6.7,-68.19,171.66,167.38,84.72,-24.9,-0.68,0.26,1.13
23,-9.3,-23.91,190.23,120.9,-14.8,-142,-0.82,0.17,0.93
24,-35,-17.22,214.89,13.95,-43.33,-121,0.14,-0.2,1.09
25,-28,-41.85,208.29,-81.47,-57.31,-26,0,-0.4,0.45
26,0,-107.8,5.66,-28.44,59.38,72.8,-0.58,-0.03,0.98
27,-3.3,-52.78,174.81,151.18,87.71,-33.6,-0.79,0.36,1.01
28,4.22,-32.22,168.64,126.79,17.17,-135,-0.55,0.09,1.11
29,-23,-8.05,200.26,-100.02,-50.84,-13,-0.01,-0.08,0.69
30,-65,-34.31,196.67,8.23,69.63,16.18,-0.37,-0.45,0.66
31,8.28,-65.42,161.24,154.5,84.9,-89,-0.92,-0.03,0.94
32,14.6,-60.49,160.03,18.28,-112.32,-250,-0.97,-0.11,1.32
33,-10,-14.21,213.64,-112.22,-124.73,31,0.5,0.17,0.73
34,-64,-11.58,219.59,33.27,10.91,56.62,0.08,-0.43,0.08
35,-29,-50.72,183.45,244.39,171.18,-40,-0.6,-0.52,0.97
36,14.4,-62.13,163.21,58.31,3.03,-250.14,-0.92,0,1.44
37,6.87,-46.76,181.34,-107.96,-159.44,-1,-0.1,-0.22,1.19
38,-27,-6.35,234.19,-46.25,-48.56,55.7,0.23,-0.23,0.26
39,-61,-19.15,225.08,108.7,49.09,26.51,-0.21,-0.6,0.29
40,-16,-42.94,192.4,240.89,149.08,-104,-0.84,-0.02,1.29
41,7.15,-6.5,180.82,1.56,-59.55,-234.8,-1.14,-0.08,1.07
42,10.3,29.54,214.86,-87.11,-88.57,-58,0.4,-0.17,1.03
43,-46.7,52.02,252.73,-6.11,143.38,27.49,0.18,-0.35,0.1
44,-57,34.32,246.51,172.09,139.1,39.7,-0.44,-0.55,0.54
45,-14.7,11.59,219.46,185.02,87.31,-179,-1.32,0.23,1.22
46,13.93,25.68,194.69,15.8,-69.26,-220,-0.82,-0.03,0.97
47,-1.53,66.12,245.67,-68.23,-83.67,-56,0.18,-0.04,1.04
48,-4.27,22.05,238.03,-60.24,62.92,53.8,0.32,-0.3,0.54
49,22.02,24.25,235.99,241.76,158.05,-5.9,-0.62,-0.51,0.06
50,-14,72.15,282.58,149.9,7.84,-250.1,9,-64.79,0
51,-62.9,75.88,291.36,-90.47,-157.94,-15,-1.36,-0.03,1.27
52,-43.9,48.14,270.44,41.24,14.56,85.03,0.05,0.09,1.1
53,18.77,25.78,247.02,79.2,20.45,-242.8,0.12,-0.46,0.13
54,10.55,35.89,259.21,-34.85,-103.22,-16,-0.55,-0.31,0.66
55,-24.8,67.66,292.14,-48.34,-78.35,72.4,-0.98,0.27,1.2
56,-65,49.7,298.11,97.36,42.29,40.56,-0.46,-0.25,0.9
57,-21.5,21.19,279.8,174.47,127.1,-96,0.35,-0.21,0.75
58,19.19,29.26,258.95,70.95,-67.66,-250,-0.19,-0.61,0.37
59,13.36,50.35,289.55,-24.09,-107.44,-82,-0.99,-0.05,1.17
60,-36.3,58.6,303.76,-34.93,41.48,74.1,-0.99,-0.03,1.14
61,-56.35,5.5,285.96,168.4,86.02,51.4,-0.09,-0.12,0.71
62,1.68,-15.87,253,95.27,33.12,-129.6,0.29,-0.21,0.36
63,12.25,-8.32,259.56,-24.38,-209.84,-21,-0.28,-0.38,0.69
64,-16.5,36.41,292.74,-85.89,-78.4,6.44,-0.91,0.13,1.34
65,-59.5,27.81,276.9,74.99,30.22,47.31,-0.87,0.27,1.19
66,-19.85,9.75,261.06,175.38,173.75,-63,0.41,-0.03,0.49
67,14.41,-9.58,247.11,-16.83,-32.37,-212,0.15,-0.45,0.36
68,7.68,0.61,253.09,-17.4,-69.56,-76,-0.46,-0.1,0.96
69,-24.1,43.66,290.61,-12.24,-72.8,55.6,-0.95,0.26,1.16
70,-64.7,24.28,295.17,69.66,36.8,29.53,-0.18,-0.18,0.96
71,-23,-13.48,268.19,190.71,166.65,-93,0.32,-0.18,0.81
72,8.34,-18.88,260.99,63.58,-77.72,-250,-0.19,-0.42,0.51
73,3.26,11.44,286.64,-61.11,-148.62,-88,-1.02,0.16,1.16
74,-56.47,8.02,305.03,19.06,-19.4,32.08,-1.07,0.26,1.15
75,-37,-13.22,291.49,149.85,112.92,12.6,-0.1,0.03,0.76
76,11.4,-44.93,248.37,117.3,-17.78,-218,0.29,-0.32,0.46
77,4.44,-7.04,300.44,-6.18,-88.35,-144,-0.46,-0.37,0.48
78,-60,-18.59,327.08,-52.85,-109.73,-39,-1.17,0.59,1.48
79,-32,-56.69,298.94,-24.18,-17.44,40.9,-0.61,0.11,1.03
80,6.59,-88.12,263.46,250.13,136.14,17,0.19,-0.07,0.83
