,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
37,5.3,-365.5,162.5,13.1,-34.39,18.15,-0.25,1.03,0.05
38,6.7,-367.1,162.16,-1.16,-56.3,21.89,-0.2,0.97,0.04
39,-2,-359.22,161.66,-0.45,-68.91,-38.4,-0.12,1,0.05
40,-8,-349.8,158.74,32.24,-106.28,-28,-0.16,0.91,0.1
41,0.1,-351.42,160.64,29.95,-107.48,20.7,-0.2,0.98,0.02
42,-1,-364.61,166.56,12.04,-66.53,25.82,-0.2,0.99,-0.03
43,-11,-365.74,161.28,11.36,-29.17,-9.14,-0.19,0.98,-0.01
44,-4,-371.73,164.57,1.69,-21.59,-32.44,-0.21,1.04,0.07
45,2.6,-385.79,171.28,20.73,-64.63,0.74,-0.22,0.94,0.04
46,6.3,-393.24,170.09,37.31,-111.63,-4.4,-0.22,1,-0.07
47,-6,-387.07,166.53,-1.59,-37.98,22.15,-358.83,5.76,0
48,-8,-383.27,167.53,8.72,-87.14,-43.88,-0.29,0.96,-0.03
49,-2,-385.57,170.53,26.64,-84.66,-17.6,-0.22,1.22,0.01
50,2.6,-383.29,174.97,41.44,-118.83,10.2,-0.21,0.92,0.02
51,1.7,-379.65,172.19,10.91,-94.29,24.34,-0.26,0.96,0
52,4.1,-382.72,171.59,0.73,-40.64,-26.44,-0.3,1.01,-0.01
53,-3,-377.27,168.62,18.69,-49.21,-31.8,-0.22,0.92,0.02
54,-4,-369.99,165.87,26.61,-72.27,-10.9,-0.28,1.05,0.02
55,-5,-367.53,165.77,31.56,-51.98,9.4,-0.2,0.96,0.13
56,1.6,-363.22,172.13,4.45,-49.03,6.79,-0.3,0.84,0.03
57,7.5,-365.36,169.78,13.35,-75.71,15.99,-0.23,1.05,0
58,-3,-363.86,164.36,2.53,-40.95,-12.99,-0.27,0.95,0
59,-9,-363.21,165.03,3.73,-33.31,-16.44,-0.14,0.98,0.01
60,-10,-352.23,164.03,13.65,-51.15,-20.8,-0.22,0.97,0.08
61,15,-350.69,167.04,17.29,-55.23,4.04,-0.19,1.02,0.1
62,-11,-351.98,168.23,37.72,-49.92,6.51,-0.24,0.93,0.12
63,3.1,-356.82,167.53,5.37,-68.29,29.04,-0.28,1.06,0.05
64,-5,-359.08,168.51,-7.15,-54.52,-11.7,-0.19,1.11,-0.06
65,2.8,-374.36,175.13,9.85,-15.79,-40.74,-0.21,1.06,-0.05
66,0.1,-374.09,179.3,27.86,-54.21,59.47,-0.15,1.06,0.04
67,4.5,-372.51,175.53,20.28,-64.48,-45.1,-0.16,0.93,0.1
68,-4,-366.9,170.35,12.21,-78.37,12.04,-0.37,0.81,0
69,-2,-369.76,170.65,19,-68.53,-19.6,-0.33,0.93,-0.07
70,0,-371.58,171.72,41.63,-121.6,10.8,-0.22,0.85,0.08
71,1.5,-373.19,168.41,33.24,-61.5,0.4,-0.22,0.88,0.13
72,-13,-370.32,168.02,1.73,-56.3,17.56,-0.29,1.09,-0.01
73,0,-355.05,168.07,-4.72,-39.33,-18.7,-0.33,1.03,-0.12
74,-3,-359.41,171.56,17.48,-73.21,-10.9,-0.26,0.97,-0.06
75,-1,-376.57,173.61,17.95,-63.53,-0.27,-0.2,0.83,0.09
76,1.3,-376.92,175.56,2.01,-68.35,5.79,-0.27,0.88,0.2
77,-11,-370.44,176.54,12.82,-49.94,-50.3,-0.21,1.02,0.12
78,0.6,-374.92,179.11,15.5,0.02,-0.05,-0.24,1.02,0.06
79,3,-389.79,182.86,29.18,-76.92,-15.2,-0.23,1.13,0.05
80,0,-365.26,169.31,23.45,-128.94,-5.7,-0.21,1,0.23
81,-4,-359.39,169.91,25.15,-65.56,5.33,-0.28,0.97,0.08
82,1.1,-361.78,172.57,19.45,-35.76,-43.3,-0.28,1.19,0.02
83,-10,-367.37,175.52,27.05,-80.1,2.62,-0.39,0.88,-0.09
84,3.8,-367.31,176.24,31.52,-122.01,11.7,-0.12,0.91,0.13
85,0.2,-372.06,175.76,-24.63,-39.27,34.5,-0.27,0.84,0.06
86,-13,-376.55,177.96,1.63,9.67,-1.25,-0.19,0.92,0.09
87,1.7,-380.08,179.9,17.78,-37.35,-18.4,-0.14,1.09,0.02
88,-5,-380.49,185.34,26.32,-69.94,4.5,-0.2,0.89,0.07
89,6.1,-371.28,180.88,27.05,-82.36,-41.6,-0.25,0.96,0.14
90,0,-376.65,181.18,19.76,-61.89,14.8,-0.26,0.93,0.11
91,-4,-382.69,181.89,13.96,-79.86,0.83,-0.19,0.89,0.05
92,-7,-388,184.85,24.66,-77.21,6.68,-0.3,0.88,-0.06
93,10,-395.19,183.41,38.43,-64.75,-20.6,-0.22,0.99,0.07
94,0,-393.04,180.03,-1.1,-25.37,23.59,-0.39,1,0.06
95,-10,-376.71,178.32,18.67,-83.89,-2.5,-0.28,0.91,0.07
96,4.7,-377.43,180.7,19.99,-86.96,-17.3,-0.2,0.92,0.07
97,-9,-393.4,185.42,28.43,-84.66,-28.3,-0.15,1,0.05
98,2.3,-398.26,185.3,11.5,-93.03,41.6,-0.25,0.88,0.12
99,-7,-387.67,183.2,3.95,-57.21,0.35,-0.25,0.94,0.09
100,-4,-390.16,181.18,10.46,-0.31,-40.89,-0.19,1.02,0
101,-3,-401.12,183.62,26.41,-65.73,18.26,-0.24,1.06,-0.03
102,1.5,-405.3,186.64,35.39,-126.77,-36,-0.3,1.06,-0.04
103,-6,-407.73,183.23,17.27,-84.82,9.13,-0.33,1.08,0.09
104,-10,-404.95,181.15,8.64,-23.03,-28.5,-0.25,0.91,0.11
105,2.2,-408.99,183.92,9.48,-74.57,-19.16,-0.2,0.98,0.01
106,-6,-404.46,188.06,26.46,-108.4,-12,-0.25,0.97,-0.09
107,5.6,-408.88,186.33,29.77,-83.63,5.91,-0.15,0.86,0.07
108,1,-409.78,183.38,3.53,-76.69,-25.97,-0.26,0.95,0.1
109,-4,-403.41,178.86,9.46,-56.76,-39.21,-0.21,0.96,0.08
110,-7,-400.11,182.66,28.93,-83.17,8.52,-0.27,0.92,0.05
111,3.2,-410.93,189.06,34.27,-50.09,-24.6,-0.18,0.98,0.03
112,0.4,-383.79,183.36,10.62,-84.27,21.64,-0.25,0.88,0.12
113,-5,-384.35,180.07,6.02,-71.6,3.91,-0.22,0.91,0.25
114,-6,-397.19,183.36,-1.3,-41.21,-18.4,-0.27,0.98,0.02
115,-1,-399.82,190.72,32.24,-53.7,-27,-0.2,1.04,0.07
116,11,-399.7,188.91,42.83,-110.03,12.4,-0.26,1.02,0.1
117,-3,-397.27,184.86,-5.05,41.03,1.76,-0.11,1.1,0.2
118,-8,-404.23,177.19,4.46,-66.54,-20.4,-0.22,0.86,0.15
119,-4,-413.32,179.45,29.27,-114.51,-24,-0.23,0.96,0.01
120,-3,-418.73,185.48,46.73,-76.61,-6.78,-0.17,0.94,0.1
121,0,-419.98,183.68,11.1,-65.7,44.71,-0.26,0.91,0.07
122,-1,-420.53,185.02,2.31,-57.18,-15.42,-0.15,0.93,0.07
123,-3,-400.33,181.56,-14.27,-91.86,-31,-0.24,1.03,0.02
124,-9,-397.18,184.45,25.36,-103.36,-17,-0.24,1.03,-0.07
125,2.8,-399.2,186.78,41.05,-90.69,-13.3,-0.31,1.05,-0.06
126,1.4,-392.36,184.36,10.53,-74.54,-1.03,-0.04,1.05,0.14
127,-7,-381.77,182.5,23.15,-72.13,-4.85,-0.23,0.94,0.08
128,-6,-399.72,187.2,4.61,10.73,-11.75,-0.27,0.99,0.01
129,7.5,-405.13,191.06,28.36,-53.37,-34.7,-0.26,0.97,-0.02
130,2.3,-402.76,186.28,27.09,-74.5,11.15,-0.27,0.91,0.08
131,-9,-392.19,183.3,8.28,-39.01,5.38,-0.33,1.01,0.17
132,-3,-394.87,185.14,9.15,-21.5,-29.04,-0.2,0.91,0.1
133,1.4,-394.8,189.43,35.56,-134.98,-26,-0.26,0.96,0.04
134,-3,-403.62,190.57,33.1,-87.94,29.08,-0.27,0.96,0.02
135,0.1,-410.86,190.21,-0.85,-57.54,9.05,-0.1,0.94,0.11
136,-4,-418.28,191.14,6.14,-24.8,-35.56,-0.19,0.9,0.02
137,-2,-424.38,193.37,25.23,-76.52,-15.2,-0.23,1.1,0.06
138,-1,-423.27,200.26,25.76,-103.52,-14,-0.22,0.95,0
139,3.8,-420.37,197.61,22.79,-63.18,-8.02,-0.25,0.88,0.06
140,-6,-420.97,195.5,12.95,-93.31,0.41,-0.27,0.93,0.11
141,-6,-419.47,196.53,21.98,-97.74,-16.3,-0.21,1.03,0.06
142,3,-422.75,198.11,27.43,-93.62,-10.4,-0.63,1.13,-0.33
143,7.9,-406.48,195.29,45.98,-65.08,-3.85,0.28,-2.09,0
144,-12,-402.41,191.09,9.75,-58.79,14.88,-0.42,0.93,-0.05
145,-5,-403.49,191.31,11.12,-72.26,-26.8,-0.22,0.99,0.03
146,1.6,-404.67,194.18,23.02,-63.23,-24.2,-0.19,0.96,0.12
147,0.1,-408.35,197.81,25.32,-82.31,11.77,-0.23,0.95,0.07
148,2.2,-403.43,195.66,9.83,-6.34,30.6,-0.13,0.93,-0.1
149,-5,-399.5,190.6,1.56,-50.43,-48.47,-0.3,1.04,0.1
150,-6,-400.36,189.04,19.13,-70.45,-19.5,-0.25,1.02,0.08
151,0.8,-404.37,193.33,29.98,-71.66,6.26,-0.22,0.98,0.01
152,3.5,-401.15,193.14,33.05,-81.41,0.61,-0.2,0.95,0.02
153,0.8,-405.47,192.07,11.48,-48.69,8.7,-0.42,0.96,0.02
154,-10,-395.59,188.3,-0.98,-51.24,-19.6,-0.15,1,0.06
155,-2,-394.94,190.22,11.76,-69.37,-25.4,-0.17,0.95,0.13
156,0.3,-396.26,195.48,35.44,-82.6,3.24,-0.22,0.97,0.07
157,4.5,-391.29,192.23,18.81,-55.02,13.53,-0.19,0.94,0.01
158,-2,-392.13,189.17,15.12,-84.2,3.11,-0.29,0.94,0.01
159,-8,-397.88,191.68,2.41,-26.6,-40.56,-0.24,0.91,0.03
160,1.9,-401.03,194.63,25.53,-62.66,-9.28,-0.17,0.95,0.09
161,10,-403,191.12,39.44,-71.01,1.5,-0.26,1,0.04
162,2.8,-404.78,187.85,6.4,-46.11,17.34,-0.32,0.96,-0.02
163,-9,-395.56,186.19,6.75,-68.94,-9.05,-0.32,0.98,-0.04
164,-1,-398.44,189.68,28.57,-88.41,-31.6,-0.14,1.15,0.05
165,1.3,-395.68,193.91,30.18,-78.64,7.36,-0.19,0.92,0.08
166,0.2,-397.71,193.09,5.46,-74.79,41.02,-0.23,0.95,-0.01
167,-3,-399.14,189.32,5.22,-74.15,11.09,-0.27,0.96,-0.01
168,-8,-401.73,189.61,11.02,-29.9,-36.8,-0.26,0.89,0.04
169,1.9,-402.97,193.67,31.72,-77.25,-7.63,-0.26,0.91,0.04
170,0,9.09,0.39,35.05,-54.75,5.04,-0.22,1.03,0.05
171,2.1,-414.17,188.72,16.47,-74.84,0.79,-0.31,1.03,-0.06
172,-11,-412.86,184.71,4.23,-72.31,-13.88,-0.26,1.11,-0.03
173,-11,-416.18,188.36,19.1,-76.5,-32.1,-0.21,1,0.05
174,1.4,-421.54,194.81,34.92,-71.94,7.36,-0.24,0.92,0.02
175,14,-413.87,191.41,16.74,-97.55,35.08,-0.21,0.87,-0.06
176,-5,-409.52,187.4,1.66,-83.05,8.36,-0.31,0.93,-0.05
177,-7,-399.67,184.81,1.4,-63,-42.46,-0.28,0.89,-0.03
178,-4,-396.54,186.25,31.69,-81.28,-43.9,-0.19,0.93,0.04
179,0.8,-396.89,191.09,43.8,-90.57,5.67,-0.26,0.91,0.08
180,4.8,-372.33,184.63,5.22,-38.85,55.13,-0.32,0.99,-0.02
181,-2,-368.26,183.42,1.95,-50.82,-20.2,-0.24,1,-0.04
182,-6,-381.48,184.95,6.8,-27.6,-30.56,-0.18,1,-0.02
183,0,-378.67,185.93,23.25,-53.82,-16,-0.2,0.96,0.05
184,8.8,-381.67,184.75,37.33,-67.46,3.32,-0.23,1.02,0.01
185,0,-378.12,180.44,-8.95,34.28,18.69,-0.23,1.01,0.02
186,-7,-382.61,179.56,12.44,-45.47,-11.2,-0.22,1.12,0
187,-10,-389.83,183.71,23.32,-114.43,-24,-0.19,1.09,0.05
188,2.9,-396.06,190.26,21.27,-51.98,-3.7,-0.22,0.93,0.06
189,-3,-390.84,180.24,13.12,-75.36,33.99,-0.26,0.92,0
190,-2,-392.41,180.62,0.43,-49.44,-2.48,-0.07,1.01,0.05
191,0.6,-398.73,181.88,13.02,-80.84,-28.4,-0.2,0.86,0.03
192,-4,-395.85,182.23,32.62,-91.84,-38.6,-0.21,0.95,0.08
193,-3,-397.87,181.7,43.06,-89.18,11.41,-0.23,0.99,0.04
194,-3,-401.34,183.96,0.18,-67.77,72.71,-0.26,0.97,0.03
195,5.8,-407.97,189.17,-5.16,-42.12,-14.1,-0.27,0.97,-0.03
196,14,-423.71,186.61,10.77,-60.46,-26,-0.19,0.9,0.04
197,-6,-421.26,181.02,21.33,-69.11,-8.67,-0.17,0.96,0.04
198,-8,-399.24,175.68,22.05,-90.9,2.43,-0.19,1,0.05
199,0,-399.69,179.03,19.24,-55.18,-17.5,-0.25,1.06,0.01
200,0,-388.27,181.53,14.72,-73.31,-13.1,-0.2,1.11,0.01
201,0.3,-389.39,177.54,25.63,-79.52,-15,-0.13,1.05,0.06
202,-2,-395.66,174.5,38.27,-93.16,22.38,-0.22,0.95,0.07
203,-8,-397.38,173.61,8.28,-131.47,57.17,-0.24,0.93,-0.05
204,0.2,-400.58,177.72,-4.83,-60.18,-26.5,-0.32,0.98,-0.15
205,2.3,-406.55,186.41,-5.85,20.28,-31.85,-0.17,0.86,0.09
206,5.3,-410.54,184.62,29.2,-67.67,-3.56,-0.2,0.99,0.06
207,0,-409.79,179.05,28.08,-22.08,-3.57,-0.26,1.02,0.04
208,-8,-412.8,178.08,1.21,-69.21,1.17,-0.29,1.02,-0.08
209,-3,-425.52,184.13,4.48,-90.53,-9.98,-0.23,1,-0.02
210,3.9,-441.3,187.89,12.25,-72.4,-34.4,-0.06,1.08,0.09
211,2.7,-442.89,185.56,32.71,-79.02,0.85,-0.19,0.9,0.08
212,-11,-431.32,182.65,51.5,-90.73,9.07,-0.38,0.9,0.02
213,-5,-428.22,182.22,10.39,-83.23,20.52,-0.27,0.96,-0.03
214,3.5,-435.73,188.2,-5.49,-64.69,-3.62,-0.29,0.98,0.01
215,1.1,-432.64,189.73,12.38,-79.74,-32.8,-0.21,1,0.14
216,-3,-437.37,187.59,40.27,-119.02,-11,-0.25,0.89,0.13
217,-5,-441.83,185.32,32.34,-133.82,15.3,-0.28,0.94,0.02
218,3.9,-449.08,191.68,8.44,-79.11,10.39,-0.23,0.99,-0.04
219,8.8,-455.64,190.91,4.75,-25.73,-44.8,-0.19,1.02,-0.01
220,-2,-458.04,185.76,14.9,-58.37,-19.7,-0.21,0.95,-0.01
221,-13,-460.22,180.82,25.18,-60.63,4.31,-0.2,0.96,-0.02
222,-16,-455.4,186.76,9.8,-90.4,-12.4,-0.22,1.07,-0.1
223,10,-470.07,196.54,8.21,-89.89,-20.05,-0.24,1.06,-0.07
224,2.6,-473.93,196.39,40.49,-95.55,14.15,-0.12,1.1,0.03
225,-2,-477.95,193.24,15.09,-100.12,33.8,-0.18,0.96,0.07
226,-4,-481.6,195.18,-1.78,-85.26,-7.84,-0.22,0.92,0.05
227,-1,-486.06,200.34,-3.48,-83.43,-53,-0.33,0.98,-0.14
228,8.4,-479.89,194.96,39.93,-55.96,-62.5,-0.25,0.93,0.01
229,0,-474.09,191.71,58.66,-135.66,40,-0.19,1.07,0.04
230,-14,-457.78,190.51,19.86,-94.18,10.36,-0.28,0.94,-0.03
231,0.3,-449.07,194.21,6.44,-94.03,-10.85,-0.22,1.05,0.02
232,7.8,-453.45,194.36,26.29,-93.47,-16.2,-0.29,0.99,-0.06
233,0,-454.16,190.32,39.56,-97.06,-3.92,-0.12,1.17,-0.01
234,-9,-458.11,187.43,-1.69,-55.57,32.67,-0.14,0.82,0.05
235,-2,-452.95,188.18,5.98,-55.81,-0.95,-0.43,0.94,-0.04
236,2.1,-458.93,193.71,13.72,-12.53,-54.6,-0.37,0.95,-0.05
237,11,-489.04,194.69,33.53,-40.94,1.21,-0.21,0.97,0
238,-6,-479.64,193.01,19.72,-92.21,30.48,-0.2,0.96,0.03
239,-3,-477.31,190.78,3.39,-78.34,-3.19,-0.22,0.98,0.03
240,-2,-474.15,193.07,6.55,-90.24,-35.69,-0.25,1.01,-0.02
241,0.8,-473.12,197.04,21.38,-55.41,-10.8,-0.24,1.01,-0.02
242,10,-471.15,194.13,41.45,-100,8.23,-0.21,1.03,0.13
243,0.2,-469.22,189.02,23.47,-197.73,44.9,-0.23,0.83,0.07
244,-13,-456.71,188.71,12.84,-43.49,-26,-0.27,1.04,-0.02
245,4,-459.2,192.42,9.25,-69.16,-15.11,-0.31,0.96,-0.05
246,8.5,-461.91,193.28,27.57,-65.9,-8.25,-0.22,1,0.06
247,6.6,-463.51,190.11,34.31,-73.87,3.26,-0.25,0.9,0.11
248,-15,-456.81,184.92,8.16,-70.57,39.48,-0.39,0.98,0.09
249,-7,-464.19,186.63,-1.83,-69.97,1.1,-0.29,0.94,0.05
250,4.6,-450.72,189.11,17.08,-27.51,-50.1,-0.3,0.95,0
251,15,-455.68,189.67,33.05,-85.73,15.56,-0.16,1.06,0.11
252,0.2,-452.04,183.14,22.12,-86.47,32.83,-0.21,0.91,0.08
253,-18,-411.93,176.63,5.8,-82.64,25.47,-0.19,0.99,0.05
254,0,-429.72,181.21,-2.31,-49.81,-59.1,-0.3,1,-0.02
255,2.8,-429.22,188.07,23.73,-104.6,-30,-0.24,1.11,-0.02
256,-1,-426.09,188.61,27.21,-22.24,17.72,-0.26,0.95,0.03
257,-3,-414.89,182.9,20.26,-94.49,61.32,-0.25,1.01,0.05
258,1.6,-415.77,183.49,-8,-60.6,0.84,-0.27,1.05,0.02
259,1.8,-421.7,189.51,-8.13,85.52,-71.41,-0.21,1.02,0.05
260,2.4,-418.24,189.37,34.85,-139.86,-3.2,-0.25,0.94,-0.05
261,2.9,-426.19,186.14,45.24,-70.08,10.89,-0.15,0.94,0.06
262,-7,-422.36,180.07,21.19,-59.5,-5.59,-0.19,0.95,0.02
263,-5,-421.53,181.41,-4.6,-25.89,-13.2,-0.24,1.08,0.02
264,1,-423.69,186.19,20.07,-72.22,6.16,-0.25,1.04,0.03
265,2.6,-419.66,186.79,41.22,-92.57,7.31,-0.33,0.96,0.02
266,3.7,-417.05,185.97,17.77,-56.02,9.5,-0.25,0.88,0.05
267,-4,-415.55,182.68,5.06,-101.28,11.32,-0.3,0.9,0.04
268,1.2,-410.49,181.9,-7.41,-54.3,-27.3,-0.36,0.97,-0.04
269,2.6,-418.22,185.44,21.84,-66.47,-21.4,-0.23,0.87,0.09
270,5.2,-423.35,182,35.62,-77.96,4.17,-0.24,0.86,0.13
271,-8,-418.1,175.78,20.08,-54.08,10.24,-0.22,1.06,0.09
272,-7,-416.95,176.81,14.66,-59.22,14.52,-0.25,0.96,-0.06
273,-1,-420.14,180.79,4.09,-62.95,-16.41,-0.22,1.01,-0.05
274,7.1,-427.44,179.86,10.17,-58.17,-22.6,-0.15,1.04,0.07
275,2.3,-428.51,178.97,19.89,-57.97,4.99,-0.18,0.89,0.06
276,-12,-428.07,177.56,30.76,-98.34,10.11,-0.2,1.01,0.05
277,-4,-426.74,179.79,3.72,-90.09,20.38,-0.23,0.98,-0.06
278,13,-431,183.09,-9.47,-47.5,-32.2,-0.26,0.96,-0.02
279,1.7,-431.04,178.33,20.19,-64.53,-29,-0.2,0.99,0.03
280,-13,-426.43,176.52,31.76,-81.47,-5.98,-0.15,0.97,0.09
281,-7,-426.7,182.71,12.69,-98.82,27.45,-0.21,0.96,0.04
282,11,-434.31,188.72,13.34,-75.28,9.08,-0.22,1,-0.01
283,11,-429.54,181.43,10.27,-68.76,-46.6,-0.24,1.01,0.01
284,-8,-417.9,175.84,25.78,-66.05,-16.1,-0.08,1.1,0.02
285,-7,-414.26,176.61,42.39,-78.08,11.96,-0.2,0.93,0.13
286,0.8,-419.69,178.62,4.11,-74.15,48.12,-0.22,1.06,0
287,7.3,-419.28,176.36,-2.08,-71.6,6.71,-0.22,1.08,-0.01
288,0.3,-419.99,174.09,8.35,-52.02,-51.3,-0.26,0.94,-0.01
289,-11,-416.84,173.5,41.19,-72.04,-29,-0.2,1.16,0.05
290,-2,-418.54,180,40.79,-100.71,43.7,-0.28,0.89,0.03
291,9.4,-423.74,182.1,-11.24,-52.61,42.4,-0.22,1,0.02
292,7.1,-428.2,179.6,-7.17,-22.4,-32.4,-0.2,1.02,-0.01
293,-10,-434.96,170.24,18.83,-54.24,-29.6,-0.26,1.1,0
294,-12,-442.35,171.22,23.69,-89.63,3.21,-0.17,1.11,-0.03
295,3,-450.16,183.23,7.4,-68.12,28.41,-0.23,0.88,-0.03
296,13,-452.35,184.13,7.47,-73.01,1.26,-0.19,0.91,0.03
297,8.1,-457.81,179.28,13.35,-56.92,-45,-0.23,0.99,0.03
298,-13,-449.68,173.98,41.77,-76.07,-10,-0.02,1.02,-0.07
299,11,-456.65,180.65,24.99,-90.03,36.39,-0.18,0.88,0.08
