yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
5.19,2.06,-9.81,250.13,-28.5,103.0,0.37,-1.44,0.61
0.43,-25.22,22.56,120.92,-103.73,1.6,0.48,0.62,-0.29
-17.6,-25.25,-2.88,-107.74,-0.68,-67.0,0.23,0.54,0.23
-6.2,-64.42,-54.27,-198.97,-162.1,-2.0,-0.04,-0.58,0.47
6.47,-64.75,-99.23,-179.69,-8.47,24.8,0.54,-1.32,0.68
-11.0,-105.2,-99.43,-6.98,-167.94,-43.0,0.48,-0.89,-0.14
10.0,-60.45,-102.61,94.93,158.04,-196.0,0.97,-0.05,0.1
-60.0,-22.81,-73.87,47.9,0.0,20.03,0.37,-0.78,-0.3
-51.1,14.93,-47.64,-46.74,-34.76,206.0,0.33,-0.95,-0.16
6.69,19.43,-35.69,-62.42,-9.72,196.5,-0.41,-1.95,1.15
51.0,-18.75,-71.94,15.11,64.88,-10.37,0.33,0.21,0.34
-2.68,-2.82,-67.65,-8.24,-26.45,-17.3,-0.08,-1.08,0.85
-4.5,-10.06,-69.77,159.68,111.07,61.0,0.43,-1.45,0.38
-11.53,31.83,38.55,-140.42,-18.11,-50.0,-0.06,-1.04,-0.33
-13.9,-1.08,-57.08,-232.54,-99.36,-53.0,0.87,-0.96,0.31
2.48,-29.71,-95.29,-151.31,-112.27,9.0,0.46,-0.75,0.16
6.4,-18.12,-90.27,72.27,163.11,-119.0,-0.38,0.57,0.47
-0.9,-27.87,-90.89,103.21,215.99,-250.0,1.11,-0.79,0.16
-30.9,12.16,-71.13,22.11,-3.01,15.14,0.55,-1.04,-0.01
-65.0,64.34,-44.79,-43.52,-181.76,250.0,0.0,0.0,40.02
3.94,62.09,-35.73,-29.54,-144.98,84.0,0.51,-1.13,0.56
64.7,-20.77,-54.32,43.22,128.6,-23.0,0.43,0.69,0.13
21.9,-57.24,-62.01,208.13,-64.38,113.0,0.31,0.09,0.56
-0.8,-45.59,-62.3,-37.76,-17.3,-41.0,0.32,-0.79,0.67
-5.9,-12.67,-51.32,-136.34,13.61,-97.0,0.28,-1.43,0.5
-10.9,-26.39,51.43,-220.1,-111.94,-5.0,1.07,-1.09,0.37
