yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.0,-25.52,-71.79,-1.95,-2.56,-0.08,0.37,-0.94,-0.02
0.22,-26.37,-72.16,-1.91,-4.0,0.82,0.36,-0.94,-0.04
1.26,-12.81,-73.32,242.89,27.6,10.97,0.48,-1.03,0.22
2.84,-5.93,-12.31,249.69,61.81,137.9,0.43,-1.74,1.0
35.86,8.93,47.72,-22.05,11.75,-22.7,0.19,-0.52,0.04
-5.9,10.62,43.02,-70.24,-115.15,-26.0,0.34,0.83,-0.08
-6.74,-20.23,25.45,-219.25,-28.88,30.0,0.61,0.56,0.25
7.92,-27.86,-30.87,-28.63,13.86,6.11,0.5,-0.24,0.79
1.59,-28.69,-86.95,5.11,27.44,-0.23,0.23,-1.03,0.31
-0.0,-21.61,-84.87,60.79,108.12,-121.0,0.37,-0.91,0.11
-31.81,4.59,-67.83,9.99,179.37,-250.1,1.02,-0.94,0.49
-64.7,46.24,-63.39,57.4,41.01,-69.21,1.48,-0.52,0.24
-17.9,55.9,-46.53,-9.53,-25.44,73.98,1.46,-1.08,0.06
19.16,48.54,-45.89,169.5,87.85,-96.1,0.64,-0.95,-0.01
64.7,-15.24,-51.79,250.13,129.55,90.8,0.56,-1.84,0.92
11.7,-82.09,-59.59,-31.09,-60.47,-41.0,0.34,-1.09,0.3
-5.7,-74.13,-58.31,-250.14,47.29,63.1,0.35,0.65,0.25
-24.0,-49.84,-16.06,-2.28,-44.65,-12.9,0.87,-1.32,1.17
23.53,-16.3,44.08,-0.82,-3.53,17.27,0.71,-0.9,0.5
-8.86,-66.2,4.34,39.12,90.56,-40.33,0.5,-0.91,0.04
16.4,-52.8,-59.95,177.85,201.37,-250.0,0.8,-1.1,0.44
-3.3,-63.18,-59.97,-47.82,-20.18,140.0,992.0,111.33,13.33
4.49,-62.69,-60.22,14.01,77.45,-20.56,1.84,0.0,0.0
-10.0,-38.66,-50.13,222.4,43.31,-35.8,1.32,-1.0,0.24
-64.79,11.59,-5.91,221.53,55.06,61.42,0.56,-1.01,0.39
0.0,0.0,4.0,-112.56,-58.47,-4.0,0.64,-1.56,0.83
65.0,-40.47,-20.22,-250.14,-22.34,1.8,0.44,-0.23,0.47
-1.4,-83.87,-27.86,-142.91,-30.5,42.0,0.42,0.29,0.1
-5.3,-62.35,-25.51,-1.87,92.04,-2.39,0.3,-0.91,0.54
-9.35,-49.8,28.99,13.5,17.91,-11.28,0.36,-1.32,0.79
15.91,-35.72,82.12,91.0,118.76,-250.0,0.62,-0.77,0.18
-1.05,-54.16,58.76,94.82,60.76,-198.8,0.7,-0.85,0.32
0.48,-58.2,-8.25,-25.13,-3.67,45.74,1.44,-1.04,0.59
10.9,-63.98,-45.73,-77.62,-119.52,224.0,-0.43,-0.08,0.36
-0.6,-39.98,-46.36,-13.1,97.33,19.63,0.33,-0.12,0.47
-51.49,10.97,4.08,160.93,104.91,-34.0,0.58,-0.91,-0.01
58.2,-20.99,-20.47,69.01,-32.32,2.3,0.01,-1.76,0.94
5.1,-77.1,-27.81,-80.44,-17.43,-85.0,1.05,0.73,-0.1
-9.06,-47.94,10.85,-207.54,-45.25,-16.0,0.35,0.43,0.28
0.6,-27.47,55.05,-123.94,-153.02,-0.0,0.35,-0.54,0.89
-22.0,-32.08,34.59,121.93,65.34,-177.0,0.32,-1.4,0.87
-42.0,-42.79,-19.57,-0.69,1.85,-0.12,4.0,0.0,0.0
-0.1,-79.71,-51.98,-56.4,-128.47,187.0,1.02,-1.07,0.62
5.52,-71.29,-57.79,-0.8,2.96,-13.87,-0.39,0.46,0.67
0.0,0.0,0.27,144.52,32.18,-74.9,0.01,0.1,0.56
-65.0,-13.75,-5.68,135.29,-99.31,111.0,50.13,0.0,0.0
48.4,-43.19,-17.84,-33.15,-34.05,-45.0,0.66,-0.94,0.22
64.7,-90.61,-33.13,-171.68,-15.81,-76.0,0.42,-1.5,1.02
-3.0,-109.0,-34.39,-249.38,-68.05,-11.0,0.4,0.82,0.27
33.82,-49.32,48.37,-81.59,-22.65,11.5,0.23,-0.0,0.47
-11.8,-80.54,72.49,13.45,-10.88,-1.32,0.37,-1.09,0.79
-19.9,-82.28,26.9,43.52,42.92,-114.6,0.26,-1.12,0.67
-29.0,-96.58,-38.47,-26.69,-14.17,74.1,0.0,20.83,-0.83
3.01,-98.85,-59.66,-26.94,-37.05,220.0,-0.52,0.14,0.56
-0.3,-98.65,-56.31,8.97,84.88,-23.01,50.13,0.0,0.0
-23.0,-87.93,-37.32,210.43,88.92,-39.3,1.2,-1.16,0.05
-29.0,-37.51,-22.04,250.13,-12.95,193.0,0.6,-0.96,0.1
19.2,-38.45,-26.51,-109.52,-15.57,-16.0,0.39,-1.7,1.12
64.0,-101.38,-27.34,15.98,8.49,15.29,0.49,-0.87,-0.06
-5.9,-93.99,-34.9,124.79,80.87,-165.0,0.16,-0.74,0.48
-10.2,-68.56,16.61,-3.75,8.73,-6.15,0.32,-0.98,0.08
50.59,-70.24,76.21,15.85,-250.14,250.0,0.68,-0.93,0.21
-10.6,-62.54,82.28,-15.66,-73.9,105.0,0.95,-0.88,0.66
-4.19,-65.47,53.57,221.34,140.83,54.7,-0.37,0.56,0.74
-29.0,-54.27,-13.24,118.18,-89.78,250.0,1.0,-0.66,-0.05
-12.0,-69.61,-54.95,-57.98,-46.53,-160.0,0.62,-1.02,0.66
3.98,-75.78,-54.81,-250.14,-88.18,-16.0,0.39,-1.39,0.89
-42.0,-54.27,-23.09,-103.08,-111.53,35.0,0.4,-1.0,1.07
-64.79,-32.0,1.56,78.06,72.74,-200.0,0.61,-1.29,0.79
35.5,-33.13,-11.65,68.98,62.69,-215.9,1.17,-0.53,0.51
65.03,-96.49,-8.57,-6.11,-20.09,25.25,-0.24,0.62,0.74
27.0,-112.82,-13.99,-60.26,-168.1,188.0,0.86,-1.06,-0.35
-2.0,-107.78,-15.65,19.47,-250.14,243.0,0.76,-0.91,0.08
-10.0,-70.19,-10.75,-7.52,-77.56,57.93,0.48,-0.94,-0.06
14.23,-32.76,42.72,165.66,60.21,-80.3,0.64,-1.6,0.98
64.78,-54.67,68.11,250.13,172.72,156.0,0.42,-0.9,0.56
-6.05,-58.43,69.09,99.72,-17.05,-1.31,0.52,0.82,-0.16
-44.0,-88.91,-13.06,-218.63,-80.94,-14.0,0.46,0.5,0.3
9.2,-114.07,-40.35,-172.07,-92.26,39.0,0.18,-0.64,0.78
1.2,-107.69,-36.75,13.56,-49.37,-6.74,0.19,-1.53,0.89
-16.0,-90.68,-22.85,87.89,55.14,-210.3,0.69,-0.77,0.32
