yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-10.55,9.03,5.15,5.86,165.62,-210.9,-0.03,0.45,1.28
34.52,1.99,40.11,115.32,-27.72,115.0,-0.2,0.28,0.14
23.6,-23.65,-16.1,-229.53,-98.4,91.0,0.49,0.94,0.13
-65.0,-10.05,-56.47,-158.76,-54.21,-22.0,0.93,0.1,1.15
2.09,29.34,-5.38,-18.73,108.04,-250.0,0.37,0.36,0.94
37.77,42.16,-1.92,196.02,149.22,8.05,-0.58,0.03,0.53
9.55,21.55,-62.51,0.99,54.35,145.82,-0.14,0.67,-0.11
-65.0,12.18,-82.34,-250.14,-69.86,36.0,0.69,0.68,0.53
-63.3,56.13,-46.29,-90.93,-28.82,-250.0,0.73,0.21,1.11
34.76,53.97,-15.13,128.89,178.8,-244.0,0.01,0.38,1.17
35.91,51.73,-43.11,114.84,-10.7,133.0,-0.5,0.15,0.12
-37.4,11.94,-99.34,-124.52,4.26,138.6,0.42,0.76,0.15
-64.0,30.77,-112.81,-235.48,-145.32,-1.0,0.87,0.35,0.99
13.42,64.95,-64.83,-71.55,82.5,-250.0,0.65,0.19,1.11
36.28,82.95,-60.62,173.88,138.01,51.6,-0.33,0.02,0.73
17.1,64.22,-111.32,-6.67,81.56,140.08,-0.09,0.67,0.01
-35.0,44.48,-143.85,-220.85,-56.6,66.0,0.57,0.73,0.46
-56.0,72.33,-124.09,-149.01,-63.27,-13.0,0.8,0.04,1.1
-9.1,103.47,-68.55,52.02,121.96,-216.0,0.49,0.61,1.17
36.75,96.91,-56.51,202.34,130.48,-35.0,-0.4,0.07,0.48
20.3,69.71,-115.37,25.63,-12.37,141.9,-0.18,0.6,0.05
-63.0,67.78,-138.25,-250.14,-86.67,78.0,0.73,0.58,0.55
-56.0,103.68,-98.27,-110.83,8.44,-245.0,0.66,0.1,1.09
21.6,107.38,-63.96,135.13,157.56,-217.0,0.29,0.44,1.1
