yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
3.95,-46.01,122.69,7.66,-5.06,15.43,0.25,0.96,0.04
3.84,-46.01,122.73,7.84,-5.21,15.26,0.25,0.96,0.05
1.01,-50.31,124.04,7.86,-4.99,14.84,0.26,0.96,0.04
4.82,-63.96,136.26,13.57,-21.95,3.9,0.3,0.96,0.14
-12.0,-68.45,134.52,55.07,-62.56,18.6,0.06,1.28,-0.0
2.7,-70.75,135.63,1.16,-28.44,-46.89,-0.02,0.93,-0.07
15.1,-65.78,132.48,13.75,-18.1,10.37,0.18,0.8,-0.04
9.47,-68.02,128.58,-0.82,5.73,58.18,-0.33,0.95,-0.39
4.17,-66.94,126.53,-6.57,-17.75,36.57,0.21,1.01,-0.15
2.07,-67.92,122.6,0.53,-4.15,16.08,0.26,0.97,-0.09
3.45,-65.93,124.25,-7.62,-12.41,8.01,0.25,0.99,0.02
3.62,-64.97,126.92,13.9,-0.89,13.27,0.22,0.98,-0.06
3.82,-64.08,126.53,18.51,-4.55,13.98,0.24,0.98,-0.06
4.05,-62.81,126.23,6.56,-4.83,14.75,0.22,0.99,-0.09
4.2,-62.1,126.81,6.87,-3.17,15.65,0.22,0.99,-0.09
