yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.42,-88.39,-55.55,-51.25,50.11,-180.0,0.14,0.45,0.74
6.87,-87.12,-47.64,50.74,-23.16,1.61,0.19,0.48,0.64
64.7,-116.78,-5.35,17.09,-6.98,26.53,0.72,0.06,-0.03
51.0,-168.41,-28.87,161.6,-119.76,250.0,1.15,-1.37,-0.19
0.1,-165.08,-35.17,-87.15,-219.18,198.0,0.53,-1.0,-0.11
-20.0,-171.88,-25.61,-20.02,-9.24,0.42,0.45,-1.02,0.35
-40.0,-103.84,35.56,42.53,-50.24,-79.1,0.85,-1.37,0.23
20.3,-134.37,57.41,84.02,-136.27,78.4,50.13,-157.53,0.0
-3.3,-128.97,55.54,-4.08,3.16,-12.95,0.13,0.37,0.2
-20.0,-161.14,45.88,-37.89,-148.42,-79.0,0.32,0.57,0.72
29.71,-166.99,5.15,-153.31,-38.76,113.0,0.11,0.45,0.36
50.0,-136.16,-20.77,-93.5,101.6,196.0,0.68,-0.16,0.28
1.7,-108.11,-20.03,9.41,95.22,6.82,0.67,-1.26,0.13
-64.0,-77.09,-27.51,-28.16,116.39,-250.0,0.51,-0.92,0.03
-64.0,-48.15,-41.37,-62.69,110.34,-250.0,1.31,-0.84,-0.26
1.71,-50.1,-36.18,8.98,-15.02,6.6,0.36,0.16,0.41
1.3,-48.57,-31.14,8.03,-1.34,5.0,0.04,0.44,0.69
64.53,-59.66,-4.31,102.47,-46.88,250.0,0.06,0.6,0.72
65.03,-122.36,6.73,47.08,-250.14,250.0,0.35,0.06,0.49
31.7,-137.74,13.63,37.53,-75.88,122.7,1.64,-0.68,0.27
-10.0,-113.31,12.63,10.18,78.18,-41.69,0.89,-1.25,-0.15
-64.7,-76.22,25.49,60.33,138.79,-250.0,0.26,-0.97,-0.05
33.79,-11.49,50.34,97.6,246.98,129.4,1.76,-1.53,0.19
25.37,-18.93,51.87,6.06,-30.18,97.95,0.03,0.2,0.28
-4.55,-10.14,52.52,5.71,37.24,-17.57,0.11,0.52,0.4
-20.8,-75.0,15.66,-141.14,-250.14,-8.0,0.51,0.53,0.66
65.0,-85.23,-30.03,-175.53,-44.4,250.0,0.66,0.1,0.12
15.3,-85.38,-39.89,-32.18,-12.36,59.3,1.24,-0.8,0.46
-5.1,-48.67,-35.34,23.27,136.37,-19.7,0.26,-1.2,0.11
-64.0,-44.47,-58.36,-94.25,18.87,-250.0,0.35,-1.03,-0.04
-62.0,-12.48,-96.35,-162.0,131.75,-24.0,1.13,-0.55,-0.32
-5.8,-13.21,-85.21,24.69,-4.89,-22.65,0.54,0.03,0.23
14.0,-27.52,-77.45,12.38,-59.5,54.3,0.01,0.47,0.87
64.7,-67.57,-41.03,134.34,-151.35,250.0,0.02,0.42,0.68
50.5,-71.56,-36.65,16.04,-17.74,194.3,1.17,-0.04,0.01
-5.7,-95.82,-44.4,-24.02,-106.69,-22.0,0.69,-0.44,-0.13
-24.0,-92.42,-21.08,95.04,3.21,-93.95,0.17,-0.99,-0.06
-2.65,-32.0,39.69,249.21,232.24,-10.0,0.78,-1.2,0.51
7.91,-49.85,57.63,71.76,-71.5,30.44,0.51,-0.91,0.55
-2.12,-54.77,55.02,-7.15,-24.05,-8.17,0.34,0.41,0.34
-11.5,-83.02,44.53,-40.66,-120.41,-44.0,0.37,0.57,0.66
28.18,-92.39,-0.98,-171.85,-40.93,108.0,0.14,0.46,0.43
41.9,-81.74,-29.7,-104.21,30.37,162.0,0.56,-0.23,0.2
-1.4,-70.44,-27.37,14.5,36.54,-5.67,0.43,-1.58,0.32
-65.0,-74.63,-28.13,-0.85,-20.34,-250.0,0.49,-0.97,0.19
-64.0,-40.91,-82.58,-222.66,135.32,-25.0,1.21,-1.06,-0.17
-19.0,-38.11,-72.6,22.11,4.77,-75.74,0.77,-0.07,-0.23
0.25,-40.93,-68.52,-1.38,-16.15,0.96,0.01,0.39,0.7
49.4,-44.51,-58.38,27.39,-14.29,190.8,0.14,0.62,0.78
64.7,-83.0,-54.28,8.66,-149.88,250.1,0.56,0.22,0.6
48.0,-117.8,-64.14,-38.47,-148.08,187.0,0.87,-0.15,0.17
-2.0,-103.09,-58.78,22.16,43.6,-10.29,0.93,-1.67,-0.14
-63.0,-64.71,-17.15,179.18,114.05,99.9,0.39,-1.0,-0.12
25.88,-33.49,26.33,-8.51,-21.5,83.95,1.3,-1.37,0.54
21.83,-38.2,25.12,-4.31,-16.48,-30.6,-0.06,-0.36,0.36
-7.92,-41.11,24.57,-144.34,-59.75,-44.0,0.21,0.55,0.42
-11.0,-55.48,-12.25,-138.03,-190.74,21.0,0.13,0.53,0.65
56.0,-102.66,-47.65,-32.92,-71.56,23.5,0.22,0.01,0.4
6.1,-117.81,-56.17,45.91,-202.54,-175.0,0.96,-0.81,0.19
-45.0,-164.57,-45.12,-188.67,71.91,-250.0,0.67,-0.96,-0.02
-65.0,-142.92,-90.52,-50.97,82.82,-125.0,0.55,-1.29,-0.14
-32.0,-118.08,-99.28,22.83,-45.15,3.41,1.13,-0.06,-0.36
0.8,-125.35,-87.86,47.77,-4.44,63.73,0.54,0.13,0.66
16.0,-122.25,-71.23,211.46,-134.27,250.0,0.31,0.65,0.59
64.0,-153.82,-16.25,-18.49,59.4,250.1,0.27,0.39,0.62
64.0,-133.73,-22.93,-47.33,56.74,-12.6,1.21,-0.24,0.16
-3.0,-115.47,-36.11,79.7,13.15,-85.9,0.37,-0.98,-0.1
-22.0,-108.55,-17.31,230.54,250.13,-112.0,0.66,-1.07,0.2
-29.2,-43.18,39.35,69.97,-51.38,96.58,0.52,-1.13,0.31
25.01,-55.07,56.87,3.84,-20.7,-9.63,0.66,-0.73,0.59
-2.5,-59.1,56.87,-22.4,-90.63,-45.0,0.17,0.31,0.3
-11.6,-79.73,50.89,-168.31,-62.07,76.0,0.47,0.56,0.72
19.99,-94.67,6.11,-97.04,-15.74,218.0,0.14,0.51,0.46
56.6,-95.87,-20.64,-2.73,-10.37,-3.55,0.69,-0.19,0.27
-0.9,-96.05,-22.57,7.53,-32.97,-250.1,0.79,-1.49,0.4
-64.0,-102.31,-21.48,-173.27,104.83,-24.0,0.69,-0.94,0.26
-62.0,-75.61,-63.83,10.64,-14.02,-86.4,1.57,-1.43,-0.16
-22.0,-76.39,-57.33,13.45,-23.73,-4.27,0.82,-0.05,-0.02
-1.1,-79.93,-49.9,118.44,-113.24,225.0,0.09,0.36,0.56
58.0,-106.67,-18.06,143.2,131.95,216.0,0.27,0.63,0.58
56.0,-72.51,17.85,43.98,21.95,166.04,0.33,0.06,0.37
43.17,-65.12,25.55,20.47,72.4,-4.28,1.45,-0.27,-0.36
-1.11,-45.03,26.54,49.05,-28.2,-250.0,0.61,-1.31,-0.17
-64.7,-52.32,36.17,175.24,250.13,37.6,0.23,-1.01,-0.02
9.83,10.31,78.16,20.4,-123.24,80.6,1.79,-1.39,0.19
20.88,-21.68,81.67,-8.2,-34.7,-10.8,0.24,-0.06,0.17
-2.81,-30.0,78.09,-127.29,-147.34,-6.0,0.3,0.48,0.51
-16.3,-68.09,44.0,-185.83,-103.81,17.0,0.2,0.58,0.58
44.04,-93.32,-5.22,-59.86,-3.87,33.96,0.33,0.13,0.11
8.83,-91.59,-22.38,12.48,-105.22,-81.0,1.14,-0.74,0.4
-21.0,-114.87,-21.2,-165.93,128.09,-25.0,0.55,-1.1,0.28
-64.0,-81.27,-61.92,-27.27,43.56,-135.0,0.38,-1.06,-0.04
-35.0,-67.48,-65.51,23.4,-0.4,0.95,1.17,-0.17,-0.37
0.25,-65.65,-55.41,34.38,-14.89,73.65,0.1,0.21,0.63
19.0,-67.4,-43.59,137.76,-172.65,250.0,0.33,0.65,0.68
65.0,-111.24,-7.57,-45.69,-105.98,174.0,0.22,0.34,0.63
45.0,-133.67,-21.84,5.55,67.66,-2.14,0.84,-0.04,-0.04
-0.0,-112.55,-22.06,76.16,45.15,-115.7,0.12,-0.62,0.02
-29.9,-97.98,-4.52,242.48,250.13,25.8,0.49,-0.94,0.04
6.7,-33.11,54.83,60.22,-105.03,97.5,0.72,-1.25,0.37
25.36,-59.14,69.82,-8.03,-0.08,-5.57,0.48,-0.44,0.67
-1.44,-57.87,66.39,-52.56,-142.82,-10.0,0.25,0.42,0.18
-26.0,-92.22,52.82,-130.27,-116.47,15.0,0.43,0.53,0.66
40.9,-120.45,18.78,-62.38,-128.6,224.0,0.26,0.44,0.18
58.3,-148.64,-0.18,2.36,49.69,-12.75,1.04,0.22,0.2
-3.3,-130.94,-2.54,-73.4,155.04,-250.0,0.54,-1.27,0.17
-64.0,-89.07,-22.25,-206.18,102.92,-25.0,0.3,-1.02,-0.01
-64.0,-62.9,-72.81,30.69,32.22,-12.63,1.48,-1.26,-0.46
-3.3,-52.36,-60.97,12.6,-0.55,9.18,0.71,-0.06,0.19
2.38,-50.58,-53.96,107.06,-110.14,234.0,0.01,0.37,0.62
60.7,-77.28,-24.18,27.66,-153.37,250.0,0.07,0.55,0.75
65.0,-114.98,-17.4,62.75,58.34,133.62,1.81,-0.93,-0.1
34.61,-96.92,-3.6,43.4,128.25,-29.4,0.67,-1.36,-0.21
-7.63,-62.11,4.75,233.76,229.4,-129.0,0.45,-1.01,0.15
-33.65,-3.69,61.12,150.72,-88.02,106.0,0.88,-1.14,0.75
