yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.13,10.45,-38.04,4.9,-0.89,-0.52,-0.29,-0.94,-0.04
-0.06,10.45,-38.1,5.33,-1.08,-0.24,-0.29,-0.94,-0.04
0.04,10.65,-38.18,5.3,-0.18,0.15,-0.28,-0.94,-0.05
-3.67,16.68,-38.42,3.09,21.83,-14.16,-0.42,-0.86,-0.1
-2.64,39.3,-48.76,-35.85,92.28,-10.1,-0.17,-1.1,-0.27
-1.85,51.38,-41.3,64.51,50.98,-24.21,-0.1,-0.94,-0.27
5.09,44.59,-39.26,-22.09,10.99,-6.6,0.1,-1.08,0.27
2.27,49.04,-39.63,14.38,-20.31,19.67,-0.15,-1.03,-0.11
0.34,49.48,-38.93,4.15,22.92,8.76,-0.24,-0.98,-0.15
-2.53,52.01,-42.97,7.92,7.24,1.31,-0.27,-0.99,-0.19
-4.38,39.32,-46.18,-10.53,15.81,-9.76,-0.23,-0.89,-0.09
-0.28,24.17,-29.13,-8.41,-42.08,-16.9,0.07,-1.02,-0.35
6.37,14.56,-36.29,73.03,-55.24,-1.06,-0.12,-1.27,-0.3
7.77,14.06,-36.71,-21.41,-37.05,24.6,-0.24,-0.96,-0.08
0.03,12.07,-36.9,5.48,-0.49,27.74,-0.09,-0.97,-0.06
3.13,19.37,-32.48,6.21,-6.92,0.11,-0.13,-1.0,-0.11
2.39,19.65,-31.19,24.32,29.36,12.09,-0.2,-0.94,-0.05
0.12,18.69,-32.29,12.44,2.27,9.21,-0.2,-0.95,-0.05
0.42,18.02,-32.73,2.78,-2.92,0.46,-0.24,-0.96,-0.02
-0.43,17.93,-33.69,5.41,-1.76,1.63,-0.22,-0.96,-0.04
