yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
4.27,-54.28,114.24,7.17,-5.1,16.43,0.4,0.94,-0.04
4.21,-54.41,113.95,6.44,-5.58,16.24,0.4,0.95,-0.05
4.3,-54.5,113.91,7.44,-5.41,16.62,0.4,0.94,-0.04
4.22,-54.49,113.91,7.52,-5.02,16.24,0.4,0.94,-0.04
4.24,-54.38,114.03,8.06,-4.6,16.37,0.4,0.94,-0.05
4.33,-54.39,113.88,7.03,-5.06,16.73,0.4,0.94,-0.04
4.25,-54.48,113.75,7.08,-5.34,16.36,0.41,0.94,-0.04
4.29,-54.51,113.56,6.76,-5.18,16.55,0.4,0.94,-0.05
4.04,-54.4,113.59,7.63,-4.62,15.58,0.4,0.94,-0.04
4.14,-54.41,113.41,6.73,-5.11,15.94,0.4,0.94,-0.04
4.16,-54.43,113.34,7.24,-5.11,16.05,0.4,0.94,-0.05
4.33,-54.53,113.15,6.77,-5.43,16.71,0.4,0.94,-0.04
4.14,-54.35,113.07,7.14,-4.31,15.97,0.4,0.94,-0.05
4.39,-54.63,112.9,6.77,-6.06,16.82,0.41,0.94,-0.05
4.34,-54.64,112.83,7.11,-5.16,16.76,0.4,0.94,-0.05
4.14,-54.47,112.85,7.5,-4.37,15.98,0.4,0.94,-0.05
4.15,-54.63,112.52,6.15,-5.63,15.95,0.41,0.94,-0.05
4.33,-54.69,112.66,7.95,-5.24,16.73,0.41,0.94,-0.04
4.31,-54.72,112.48,6.75,-5.16,16.66,0.41,0.94,-0.05
4.24,-54.72,112.4,7.02,-5.09,16.39,0.4,0.95,-0.05
