yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.04,4.71,-42.3,7.16,-0.87,1.05,-0.19,-0.94,0.14
-0.86,4.37,-42.93,5.73,-2.02,0.17,-0.19,-0.93,0.14
-0.03,2.39,-39.71,2.73,-2.55,-3.34,-0.2,-0.92,0.14
-0.54,0.79,-40.05,18.66,-8.59,-0.11,-0.15,-0.97,0.12
-5.49,0.82,-39.91,3.95,-7.91,-2.07,-0.19,-0.92,0.21
-12.3,-2.6,-43.3,6.18,-1.03,-21.18,-0.13,-0.93,0.22
15.66,26.84,-48.65,-7.97,-13.31,-47.8,0.03,-0.9,0.23
8.97,12.31,-41.45,-17.0,115.39,60.2,-0.29,-1.2,-0.29
-4.3,-12.91,-40.78,34.58,-53.16,34.63,0.1,-0.94,-0.04
3.2,-12.13,-35.79,8.0,-96.94,-16.92,0.28,-0.99,0.03
1.15,-12.04,-36.43,24.13,-1.51,12.34,-0.26,-0.88,0.29
0.48,-10.55,-36.64,3.45,-3.68,4.42,-0.22,-0.93,0.17
-0.04,-9.6,-35.58,5.21,2.05,1.86,-0.21,-0.93,0.17
-0.27,-9.25,-35.38,10.09,-0.04,-0.15,-0.22,-0.92,0.18
-0.71,-9.65,-34.44,6.73,-2.25,-1.05,-0.22,-0.92,0.19
-0.92,-9.14,-34.23,9.66,-5.16,-2.72,-0.22,-0.92,0.2
-0.6,-8.31,-35.11,6.98,-1.37,-3.54,-0.19,-0.92,0.21
-0.34,-6.89,-37.24,2.8,0.12,-2.31,-0.18,-0.92,0.2
-0.5,-6.5,-37.77,-2.23,2.63,-1.33,-0.19,-0.93,0.18
-0.66,-3.77,-43.28,3.98,-1.24,-1.92,-0.18,-0.94,0.17
