yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
4.11,-49.17,118.83,8.43,-4.77,15.89,0.3,0.97,-0.04
3.98,-49.16,119.03,8.18,-5.14,15.29,0.3,0.97,-0.04
3.96,-49.1,119.0,7.36,-4.87,15.3,0.3,0.97,-0.04
3.96,-49.02,119.07,7.71,-4.79,15.21,0.3,0.97,-0.04
4.06,-49.09,119.04,7.27,-5.47,15.69,0.29,0.97,-0.04
3.95,-49.13,119.13,7.85,-5.28,15.24,0.3,0.97,-0.04
4.0,-49.01,119.19,7.63,-4.68,15.38,0.3,0.97,-0.04
3.9,-49.09,119.12,7.19,-5.44,15.06,0.3,0.96,-0.03
4.18,-49.22,118.9,6.6,-5.66,16.15,0.3,0.97,-0.04
4.16,-49.2,118.74,6.82,-5.05,16.05,0.3,0.97,-0.04
4.03,-49.12,118.86,7.92,-4.75,15.49,0.31,0.97,-0.04
4.09,-49.13,118.77,7.05,-5.2,15.78,0.3,0.97,-0.04
4.09,-49.18,118.85,7.82,-5.24,15.79,0.31,0.97,-0.02
3.98,-48.91,118.97,7.92,-4.08,15.37,0.3,0.97,-0.04
4.09,-49.22,118.94,7.41,-6.26,15.81,0.31,0.96,-0.04
