yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
3.84,-49.04,113.4,7.59,-5.03,14.83,0.3,0.94,0.11
4.26,-49.15,114.42,10.79,-5.51,16.44,0.3,0.93,0.08
4.15,-49.42,116.45,15.18,-5.98,16.02,0.32,0.94,0.08
3.25,-49.88,120.8,23.79,-7.77,12.56,0.22,0.97,-0.02
-0.2,-47.22,125.54,26.01,4.72,-0.92,0.23,0.99,-0.0
-10.0,-43.26,124.5,2.29,9.09,-39.29,0.08,1.01,-0.01
20.7,-32.98,134.83,52.97,40.08,80.28,0.62,0.86,0.15
5.16,-21.3,127.74,-18.56,39.54,19.78,-0.19,0.93,-0.19
5.37,-18.9,125.52,0.04,9.01,20.75,0.29,0.95,-0.1
-0.6,-16.61,124.36,3.14,8.15,-2.37,0.22,0.99,-0.06
-8.2,-20.05,124.98,9.95,-14.71,-31.73,0.19,0.96,-0.08
-7.6,-32.09,131.48,33.27,-50.21,-29.3,0.13,0.97,-0.11
13.4,-6.18,117.33,-45.83,95.8,51.73,-0.41,1.07,-0.37
-5.69,10.66,119.85,21.05,70.61,-21.88,0.33,0.57,0.37
6.15,3.26,105.3,-50.63,-26.18,23.7,0.27,1.25,0.34
