yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.23,-12.66,-39.84,5.52,1.38,0.89,0.15,-0.98,-0.05
-0.1,-14.23,-39.95,6.24,-7.0,-0.44,0.15,-0.98,-0.04
0.9,-15.85,-40.78,2.99,-7.1,3.47,0.2,-1.07,-0.01
9.47,16.57,-47.08,-20.37,130.7,36.5,0.3,-0.93,-0.08
-2.28,52.32,-36.16,52.14,98.24,-14.33,-0.13,-1.03,-0.35
-6.85,26.93,-38.01,2.33,49.4,-8.15,0.01,-1.01,-0.18
13.49,56.7,-40.79,-1.08,-95.95,-26.4,-0.23,-0.94,0.05
-10.0,103.55,-25.35,-4.59,125.83,52.08,0.21,-1.09,-0.03
-3.89,89.99,-29.26,-4.02,247.18,28.39,0.33,-0.78,-0.17
3.42,97.99,-39.37,70.17,-26.02,-37.2,0.04,-1.08,-0.2
5.22,136.9,-38.99,-7.24,-38.4,-15.0,-0.05,-0.85,-0.17
5.77,167.74,-40.77,-31.69,47.36,13.14,0.1,-1.03,0.03
-8.7,208.68,-29.51,6.95,174.82,20.15,0.28,-0.98,-0.09
-11.0,176.94,-36.42,-1.28,148.3,22.28,0.25,-1.01,-0.08
4.82,199.34,-39.81,51.53,191.63,-33.7,0.08,-1.01,-0.14
6.78,208.34,-36.8,-19.74,-92.69,-45.0,0.15,-0.98,-0.1
5.38,224.93,-37.99,-5.61,118.7,18.56,0.06,-0.97,0.01
-10.0,235.38,-34.85,17.05,71.34,26.19,0.31,-0.88,-0.05
-4.2,222.91,-41.34,1.43,102.59,20.76,0.26,-1.01,-0.02
10.2,244.68,-38.59,19.4,78.97,-39.35,0.11,-0.95,-0.11
-9.2,269.51,-37.45,-17.52,-12.14,-16.0,0.02,-1.01,0.03
8.26,303.99,-41.53,15.37,125.63,39.19,0.31,-0.84,0.12
-6.1,300.43,-39.65,10.7,129.23,-33.2,-0.0,-0.99,-0.14
-8.5,295.04,-43.5,-10.23,182.17,31.7,0.1,-1.07,-0.26
2.31,292.87,-47.02,13.37,34.58,-23.9,-0.0,-0.93,-0.2
0.05,309.28,-45.86,-7.86,27.01,-32.91,0.05,-0.97,-0.0
8.56,353.42,-41.69,-8.47,40.55,8.91,0.18,-0.94,0.03
-2.3,328.02,-42.12,8.26,115.76,0.18,0.31,-0.88,-0.11
3.78,321.05,-52.09,20.89,229.79,33.05,0.35,-1.22,-0.22
4.74,314.74,-49.04,4.82,-44.16,-9.11,0.1,-0.97,-0.07
