yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-12.0,48.17,-296.91,3.93,-195.87,-49.2,-0.15,-0.01,0.91
-37.0,-19.02,-317.55,-131.16,-250.14,-1.0,1.43,0.06,-0.33
-2.0,-14.71,-326.71,-93.75,21.21,-9.55,0.76,0.68,-0.41
3.86,10.65,-309.85,7.69,106.56,14.91,0.73,0.78,0.02
3.02,70.48,-294.61,5.62,249.23,11.63,0.88,0.69,0.35
9.41,95.44,-310.12,-116.79,108.69,36.0,-0.29,0.62,0.58
24.4,89.97,-335.24,-149.22,-10.62,94.0,-0.41,-0.12,0.87
1.89,79.14,-324.38,-10.21,-33.67,7.3,-0.44,-0.01,0.82
-17.0,13.32,-315.85,-20.31,-250.14,-65.0,0.05,0.06,0.22
-9.0,-12.41,-344.76,-167.84,-96.06,-36.0,0.55,0.16,-0.92
-3.08,6.05,-341.38,-48.38,79.97,-11.9,0.83,0.73,-0.18
5.84,20.66,-322.3,14.43,66.7,22.55,0.65,0.69,-0.1
-18.0,83.26,-306.45,2.07,250.13,-70.39,-0.41,0.84,-0.23
16.3,86.06,-328.64,-143.99,19.05,63.2,-0.51,0.5,0.54
23.9,98.42,-347.4,-126.76,57.23,92.4,-0.61,-0.16,0.73
-1.1,81.69,-333.55,-0.24,-56.28,-4.23,-0.49,0.0,0.8
-16.0,12.46,-335.03,-59.55,-250.14,-65.0,1.07,0.02,-0.02
-5.2,-3.68,-353.51,-131.82,-54.71,-20.0,0.99,0.48,-0.64
-0.67,0.29,-348.71,-45.19,21.58,-2.58,0.68,0.81,-0.23
2.72,58.34,-332.24,3.56,241.34,10.5,0.85,0.74,0.09
-10.0,120.49,-323.24,-22.52,250.13,-38.0,-1.17,0.75,-0.0
23.0,114.35,-352.94,-173.92,-8.17,88.6,-0.26,0.28,0.74
14.1,94.6,-354.73,-62.37,-65.27,54.4,-0.44,-0.18,0.88
-3.6,79.67,-338.65,-163.62,-250.14,-5.0,-0.4,-0.01,0.83
-14.0,11.34,-365.88,-123.93,-15.73,-11.0,1.66,0.05,-0.68
-2.91,5.47,-380.81,-25.2,45.6,-0.81,0.6,0.51,-0.58
-0.2,14.68,-370.23,6.92,164.37,2.92,0.84,0.73,-0.07
0.76,53.1,-351.96,-104.42,-2.38,33.8,0.74,0.71,0.02
8.76,51.79,-361.85,-144.88,2.45,84.53,-0.61,0.81,0.3
21.9,51.16,-383.07,-29.42,-3.27,30.23,-0.3,0.17,0.78
7.83,48.88,-375.24,8.56,-186.87,-36.3,-0.25,-0.07,0.96
-9.45,1.49,-358.2,-122.76,-240.29,-9.0,-0.45,-0.04,0.77
-23.0,-60.71,-374.05,-105.56,29.47,-11.0,1.03,0.18,-0.58
-2.0,-52.66,-383.93,4.99,119.68,23.21,0.75,0.66,-0.42
6.0,-22.85,-365.81,28.69,250.13,5.98,0.82,0.65,-0.11
1.55,37.9,-342.87,-102.66,133.77,50.0,1.11,0.64,0.22
12.9,70.48,-352.78,-156.52,42.97,93.4,-0.33,0.69,0.53
24.2,79.84,-378.05,-12.37,4.07,21.69,-0.55,-0.13,0.74
5.62,78.37,-366.03,5.75,-250.14,-84.2,-0.28,-0.01,0.86
-21.0,13.87,-350.22,-148.81,-79.6,-44.0,1.01,0.08,-0.78
-11.0,-8.65,-373.21,-83.06,28.58,-0.16,0.81,0.6,-0.48
-0.0,-3.05,-377.64,4.07,121.17,-7.22,0.79,0.71,-0.24
-1.8,25.56,-359.89,2.97,250.13,-21.12,0.47,0.8,0.29
-5.4,85.58,-342.53,-112.52,152.58,29.0,-0.48,0.71,0.42
7.6,121.3,-354.87,-147.55,9.41,76.92,-0.43,-0.02,0.81
19.0,119.9,-377.42,-29.21,-54.09,21.2,-0.4,-0.05,0.88
5.5,102.58,-369.73,-11.74,-250.14,-66.0,-0.35,-0.03,0.43
-17.0,37.83,-357.97,-37.09,89.67,-20.1,1.65,0.25,-0.34
-17.0,3.86,-382.28,-4.63,64.31,13.98,0.68,0.75,-0.12
-5.2,24.33,-374.32,3.13,250.13,-53.0,0.75,0.73,0.27
3.63,37.65,-358.81,-170.18,8.54,58.34,-0.43,0.79,0.05
-13.0,99.47,-341.23,-106.89,-23.87,78.0,-0.56,0.42,0.52
15.1,99.22,-368.73,-12.39,-59.29,8.37,-0.42,-0.25,0.81
20.3,90.37,-381.17,-156.66,-250.14,-9.0,-0.35,-0.06,0.86
2.18,72.78,-369.17,-106.71,13.49,-41.0,1.95,-0.03,-0.99
-24.3,5.15,-393.39,-50.68,93.42,-1.67,0.87,0.43,-0.56
-10.7,6.26,-403.28,1.18,126.19,23.63,0.73,0.71,-0.2
-0.4,27.54,-398.06,34.44,250.13,-113.0,0.61,0.73,-0.07
6.12,56.22,-379.86,-161.63,9.23,65.57,-0.41,0.87,-0.82
-29.0,116.92,-354.36,-81.8,-55.03,62.8,-0.54,0.32,0.54
17.0,116.18,-379.62,7.56,-42.67,-13.6,-0.61,-0.15,0.78
16.2,99.35,-385.12,-112.87,-250.14,-9.0,-0.49,-0.02,0.79
-3.5,86.03,-367.88,-149.22,-121.5,-5.0,1.09,-0.03,-0.37
-24.0,17.31,-381.39,-10.68,53.37,-5.84,1.05,0.52,-0.49
-15.0,-15.94,-402.42,6.67,250.13,26.86,0.65,0.85,-0.15
-1.5,-3.51,-386.9,-71.57,114.93,-6.7,0.65,0.84,-0.1
7.01,57.79,-367.69,-174.4,27.21,86.4,-0.87,0.85,0.23
-1.7,85.84,-369.04,-31.94,-31.11,29.2,-0.48,0.1,0.61
22.3,90.67,-397.35,-7.9,-202.5,-7.3,-0.45,-0.14,0.84
7.58,80.43,-389.73,-152.17,-250.14,-1.0,-0.4,-0.03,0.81
-1.9,27.91,-376.17,-56.49,23.63,5.33,0.59,-0.1,-0.61
-40.0,-37.4,-399.38,9.97,116.14,-14.69,0.72,0.66,-0.4
1.3,-31.73,-395.96,13.15,250.13,-13.7,0.82,0.72,-0.16
-3.8,-3.5,-376.01,-154.15,165.99,9.0,0.78,0.75,0.17
-3.5,57.02,-355.97,-136.1,41.53,87.4,-0.45,0.63,0.51
2.34,97.18,-378.34,-22.34,-36.51,24.5,-0.53,-0.21,0.73
22.0,105.05,-397.7,6.01,-250.14,-116.0,-0.49,-0.0,0.82
6.37,93.01,-387.35,-126.32,-129.19,8.0,-0.15,-0.02,0.3
-30.0,28.16,-370.5,-29.31,3.62,-22.05,0.91,0.33,-0.47
2.19,-7.63,-386.61,-7.42,122.01,-7.69,0.69,0.69,-0.13
-5.7,-8.15,-376.81,-33.27,193.27,17.9,1.13,0.66,0.68
-1.9,20.73,-361.81,-138.23,84.13,52.4,-0.55,0.48,0.41
