yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
4.11,-50.41,115.54,7.47,-5.39,15.89,0.33,0.92,0.16
4.15,-50.44,115.55,7.54,-5.2,15.88,0.33,0.92,0.16
-0.7,-31.29,122.05,7.62,-5.08,15.95,0.33,0.92,0.16
9.31,-56.72,124.83,34.11,72.44,-2.84,0.33,0.81,0.14
-23.0,-67.42,128.84,19.37,-104.34,35.9,0.36,1.08,0.09
14.4,-53.97,133.8,25.9,-55.21,-88.9,-0.39,1.09,-0.35
30.9,-96.57,108.04,32.95,49.7,55.47,0.93,1.04,-0.22
5.38,-96.59,101.0,-93.45,-176.97,119.0,0.36,1.07,0.09
3.81,-95.27,100.35,-22.91,-13.27,20.6,0.25,0.95,0.08
4.69,-92.02,104.5,1.51,-8.13,14.71,0.22,0.93,0.11
3.94,-90.47,106.1,20.49,-0.11,18.02,0.23,0.98,0.06
4.38,-91.42,106.68,11.56,-5.83,15.21,0.29,0.95,0.06
3.46,-89.96,107.55,7.73,-15.51,16.85,0.31,0.96,0.04
3.83,-88.01,108.23,9.12,-5.95,13.37,0.31,0.96,0.05
4.2,-85.08,109.12,8.36,-3.8,14.78,0.3,0.96,0.02
4.22,-82.72,109.94,9.43,0.47,16.22,0.31,0.95,0.04
4.61,-82.6,110.83,8.96,-1.54,16.21,0.28,0.96,0.01
4.34,-81.67,110.79,9.6,-10.02,17.8,0.3,0.96,0.02
4.24,-80.38,111.13,6.11,-6.66,16.76,0.31,0.96,0.02
4.33,-78.81,112.19,7.53,-5.1,16.37,0.3,0.96,0.01
