yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
3.94,-53.8,116.59,7.34,-6.5,15.81,0.35,0.93,0.11
3.97,-53.92,116.65,7.87,-6.9,15.23,0.35,0.93,0.12
0.05,-58.09,122.26,7.94,-5.82,15.28,0.35,0.93,0.09
-28.0,-39.32,130.46,30.85,-21.89,0.18,0.38,0.91,0.2
-1.8,-35.02,129.06,42.11,63.89,-108.4,-0.19,0.72,-0.27
9.93,-15.63,140.03,5.8,15.8,-7.03,0.44,0.75,0.06
7.34,-14.96,140.69,52.51,71.79,38.34,-0.07,1.16,-0.26
6.6,-22.04,135.53,13.89,3.33,28.24,0.34,0.94,0.08
4.97,-28.57,146.17,-9.71,-27.95,25.4,0.31,0.98,-0.04
-30.0,-10.98,156.5,52.5,-27.51,19.2,0.26,1.0,0.05
7.17,-12.43,135.77,54.4,62.58,-116.5,-0.5,1.29,-0.34
19.5,-24.28,136.05,-67.29,-2.3,27.69,0.62,0.95,-0.12
6.93,-23.11,136.68,11.15,-48.54,74.98,0.1,0.97,-0.27
4.12,-21.22,136.45,13.39,4.16,26.74,0.37,0.95,-0.06
4.73,-22.2,135.74,9.58,6.82,15.86,0.32,0.96,-0.07
