yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
4.07,-50.26,116.44,7.55,-5.71,15.7,0.31,0.93,0.15
4.04,-50.36,116.44,7.44,-5.52,15.54,0.31,0.93,0.14
3.9,-50.21,116.4,7.37,-4.53,15.06,0.31,0.93,0.15
0.81,-51.68,120.83,25.88,-11.02,3.13,0.32,0.92,0.25
13.0,-104.58,118.75,0.3,-217.42,53.34,0.4,0.95,0.07
-17.0,-123.5,107.49,-36.79,-89.11,-65.0,0.34,0.84,0.13
9.8,-110.82,106.9,4.71,27.08,37.83,-0.44,0.94,-0.17
11.0,-104.38,106.99,7.95,12.73,46.02,0.53,0.94,0.16
5.8,-105.81,104.27,-5.37,-19.66,22.38,0.31,0.97,0.01
1.67,-104.26,98.7,-17.33,-8.15,6.47,0.26,0.89,0.08
5.56,-100.57,98.83,4.97,1.0,21.48,0.31,0.96,0.1
4.38,-98.96,99.3,6.25,-6.92,16.92,0.3,0.94,0.08
4.21,-97.17,99.92,7.24,-5.6,16.26,0.33,0.93,0.11
4.26,-95.42,100.41,6.83,-5.52,16.45,0.33,0.93,0.11
3.73,-93.77,100.84,6.59,-5.77,14.42,0.31,0.93,0.11
4.04,-93.13,100.8,4.92,-9.39,15.6,0.33,0.93,0.13
4.05,-90.89,101.74,8.76,-2.97,15.64,0.32,0.93,0.12
3.95,-88.67,102.67,8.93,-2.56,15.2,0.33,0.93,0.11
3.93,-87.72,102.89,6.07,-7.41,15.11,0.32,0.93,0.12
3.91,-86.04,103.61,8.28,-4.29,15.11,0.33,0.95,0.13
