yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
5.69,9.61,-341.1,-22.15,-9.63,21.97,-0.3,-0.09,0.92
-26.0,-52.95,-325.58,8.56,-250.14,-101.0,-0.08,-0.08,0.72
-32.0,-84.86,-343.29,-124.18,-128.13,-1.0,0.85,0.07,-0.61
-3.0,-92.12,-339.17,-44.72,-35.24,-11.0,0.8,0.69,-0.31
-0.0,-59.27,-325.07,-4.48,124.5,-3.06,0.8,0.71,-0.13
-2.91,3.37,-308.89,6.23,250.13,-11.25,0.85,0.75,0.18
14.6,22.91,-328.88,-136.24,73.24,56.4,-0.57,0.59,0.49
28.0,49.03,-359.54,-173.24,103.92,108.0,-0.42,-0.23,0.78
1.28,46.46,-344.56,2.6,-7.26,4.94,-0.46,-0.02,0.8
-32.0,-17.97,-332.36,-5.95,-250.14,-125.0,0.08,-0.02,0.46
-25.0,-57.4,-353.94,-142.44,-150.98,-9.0,1.28,0.33,-0.5
-9.0,-55.52,-340.72,-11.16,5.16,-38.17,0.75,0.8,-0.16
4.2,-25.88,-330.52,-22.14,115.65,16.4,0.55,0.73,-0.13
-8.3,35.44,-309.96,22.88,250.13,-32.2,0.85,0.76,0.16
17.8,48.31,-338.93,-171.13,49.36,69.0,-0.73,0.47,0.38
29.0,19.2,-350.34,3.32,-36.6,-6.89,-0.68,-0.44,0.78
-1.7,10.12,-335.63,-85.6,-250.14,-12.0,-0.31,-0.05,0.82
-33.0,-55.72,-343.66,-116.73,-48.31,-18.0,1.33,-0.1,-0.18
-3.0,-49.78,-346.49,-18.42,66.82,-13.8,1.0,0.43,-0.57
6.69,-0.16,-331.44,-0.46,200.77,25.84,0.58,0.74,-0.16
-7.1,63.95,-318.55,-7.98,250.13,-27.5,0.95,0.61,0.06
25.7,55.77,-345.89,-163.73,-25.0,99.0,-0.81,0.71,0.2
22.5,35.07,-353.99,-85.96,-79.98,86.8,-0.18,0.19,0.65
-2.0,11.24,-341.73,-7.31,-94.43,-7.9,-0.6,-0.21,0.75
-22.0,-54.75,-368.05,-159.79,-250.14,-8.0,-0.4,-0.03,0.81
-6.0,-75.77,-382.9,-122.42,-86.42,-24.0,2.0,-0.22,-0.01
-0.0,-57.41,-364.95,3.91,68.85,-0.97,0.6,0.38,-0.57
5.2,-13.49,-347.13,7.5,176.4,20.37,0.8,0.73,-0.22
0.61,50.07,-342.32,-42.81,245.72,2.36,0.98,0.66,-0.04
19.8,53.49,-364.99,-148.03,17.78,76.6,-0.84,0.71,0.25
6.93,58.44,-360.98,-40.7,20.45,26.53,-0.35,0.16,0.73
-14.0,-5.3,-344.87,7.12,-250.14,-55.5,-0.82,-0.18,0.68
-31.0,-48.01,-365.91,-139.13,-161.07,-1.0,-0.28,-0.04,0.77
-7.0,-44.54,-365.52,-63.31,13.08,-27.3,1.53,-0.16,-0.47
-1.0,-25.48,-349.86,-2.4,76.82,-3.9,0.56,0.52,-0.31
-2.7,35.6,-332.84,7.57,250.13,-10.63,0.75,0.68,-0.25
9.13,72.55,-348.78,-124.12,147.31,35.0,1.29,0.71,0.31
27.3,75.6,-379.21,-176.56,17.85,105.0,-0.68,0.64,0.32
1.13,73.57,-363.83,1.09,0.76,4.35,-0.61,-0.21,0.76
-26.2,8.99,-352.42,-10.69,-250.14,-10.0,-0.31,-0.02,0.85
-17.0,-49.87,-377.13,-156.63,-223.42,-6.0,-0.08,-0.13,0.57
-5.0,-28.67,-367.44,-28.18,84.41,-22.2,1.23,0.16,-0.46
3.23,-6.69,-352.22,-4.4,91.79,12.49,0.75,0.68,-0.21
-15.0,55.85,-337.23,-9.92,250.13,-58.0,0.83,0.71,0.05
15.2,73.66,-355.98,-135.15,72.06,58.5,0.05,0.75,0.05
30.5,62.56,-384.96,-169.6,-35.95,118.0,-0.83,0.65,0.14
3.76,53.57,-371.33,-7.32,-29.94,14.52,-0.39,-0.52,0.96
-34.0,-10.63,-361.47,-18.53,-250.14,-13.0,-0.36,0.02,0.82
-12.0,-51.96,-383.6,-148.51,-161.31,-4.0,-0.04,-0.11,0.63
-1.0,-45.57,-380.51,-56.42,23.39,-6.08,0.71,0.24,-0.9
-0.0,-23.26,-361.66,8.38,90.53,-1.47,0.51,0.59,-0.27
-9.4,39.71,-339.8,17.6,250.13,-36.3,0.86,0.7,-0.11
15.0,52.82,-364.97,-160.89,52.09,58.2,-0.68,0.51,0.5
25.7,68.28,-378.61,-110.73,63.95,99.5,-0.73,-0.33,0.76
2.09,50.3,-366.71,-12.69,-66.63,8.06,-0.5,-0.04,0.78
-29.0,-17.21,-376.96,-99.29,-250.14,-11.0,0.95,-0.02,-0.34
-7.0,-28.92,-389.96,-117.31,-40.99,-28.0,0.88,0.49,-0.37
-1.0,-20.53,-378.74,-24.56,36.16,-7.27,0.78,0.76,-0.17
0.93,8.05,-360.92,4.67,119.92,3.6,0.81,0.63,0.11
