,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
31,-64.79,-81.04,9.14,2.19,-4.62,7.85,0.94,-0.21,0.6
32,-41.4,-72.51,23.19,250.13,71.91,75.02,0.79,-0.91,0.02
33,62.8,-107.69,-2.93,8.47,33.94,-23.05,0.43,-0.96,-0.11
34,38,-123.13,-11.47,-95.1,-56.96,-25,0.72,-1.11,0.08
35,-1.16,20.98,0,-208.37,-104.42,-2,0.41,0.84,-0.44
36,0,0,48.1,-238.22,-28.4,56,0.4,0.64,0.22
37,-15,-123.54,-14.18,0,0,0,0.39,-0.34,0.23
38,2,-120.72,-15.66,-38.64,54.61,-21.8,0.75,-1.38,0.8
39,-11,-144.13,42.3,-2.44,-31.15,23.62,0.43,-0.93,0
40,-6.6,-120.4,75.42,53.77,73.42,-108.9,0.99,-1.08,0.43
41,-5.9,-143.28,19.13,-25.1,227.48,-250,1.02,-0.81,-0.25
42,14,-145.65,-43.15,-21.26,-80.82,199,0.1,0.22,0.51
43,-28,-109.54,-40.1,-31.39,-112.34,76,0.66,-1.07,-0.09
44,-12,-41.86,-38.89,-3.54,80.05,-25.76,2,0,32.47
45,51.8,-60.78,-41.71,250.13,115.85,18.6,0.57,-1.05,0.34
46,20,-136.72,-55.6,-73.1,-5.58,-36.6,0.55,-1.8,0.68
47,-3,-103.66,-55.47,-158.08,-95.53,-66,0.64,-0.01,0.25
48,-0.91,20.3,0,-250.14,69.42,-37,0.73,-1.06,0.64
49,0,0,3.11,-53.49,-40.64,8.16,0.01,-1.03,0.41
50,-9.53,-74.61,47.99,3.47,-27.56,31.47,1.55,-0.73,0.12
51,-17.23,-98.13,6.73,57.09,59.05,-78.22,-0.22,0.31,0.61
52,-9.8,-78.03,-58.13,34.6,99.17,-250.1,0.83,-0.42,0.33
53,2.12,-85.07,-71.88,-37.56,-61.8,171,1.1,-1.16,0
54,-65,-47.67,-45.8,-21.09,-147.44,250,0.56,0.78,-0.29
55,-35,-29.98,-33.05,-28.98,-133.95,176,0.7,0.64,0.11
56,44.4,-43.45,-40.06,1,0,0,0.21,-0.73,0.27
57,65,-80.8,-44.72,5.22,6.01,-29.4,0.42,-1.52,1.25
58,45,-112.62,-51.99,3.73,-27,-43.58,0.57,-0.94,0.05
59,-2.3,-111.29,1.95,108.2,-77.01,24.1,0.71,-1.01,0.59
60,6.24,-97.43,88.4,-250.14,89.1,-86,1.28,-1.28,0.54
61,-13,-107.8,56.23,-240.97,-0.24,6.77,-0.73,0.15,0.45
62,-22,-81.86,-11.05,-2.81,26.2,22.85,0.15,0.24,0.74
63,1.75,-79.12,-72.49,79.02,84.68,-81.71,9,0.23,0
64,5.92,-55.82,-75.97,181.11,173.26,-250,0.77,-1.27,0.17
65,-21,-33.78,-55.2,42.87,-21.6,-52,0.82,0.82,0.07
66,-65.04,9.12,-9.5,-55.59,-125.19,155,0.5,0.16,0.41
67,-13.48,5.66,1.95,-4.61,102.06,-38,0.27,-0.83,0.91
68,48.33,-4.5,-12.94,-13.89,-58.67,-51,0.52,-0.83,-0.08
69,65.2,-38.11,-22.57,-123.27,1.62,-160,0.69,-1.17,0.56
70,40.3,-69.07,-37.88,-164.93,-130.06,-1,1.12,-0.7,0.13
71,-4.2,-70.05,-37.34,-141.53,-220.34,11,0.98,-1.3,0.1
72,-9.8,-42.9,-39.45,16.64,-91.11,18.18,0.08,-1.77,1.03
73,15.98,-3.13,21.89,42.32,84.85,-64.03,0.43,-1.14,0.2
74,-13.3,-51.96,60.14,92.11,4.57,-219.21,0.38,0.79,-0.45
75,-41.5,-51.44,27.65,-52.27,-29.75,124,1.63,-1.1,0.28
76,-43,-82.34,-16.27,-62.92,-160.12,250,0.87,-0.56,0.17
77,4.7,-153.41,-49.16,-7.07,-58.18,-71.3,1.19,-0.59,0.2
78,-16,-127.3,-38.78,185.61,-30.49,14.6,1.23,-1.37,0.02
79,-57,-123.36,-15.43,250.13,100.79,96,0.31,-0.98,-0.21
80,-64.79,-93.99,7.97,57.8,11.13,-34.22,0.57,-1.16,0.55
81,32.34,-96.54,-3.89,-142.94,-41.67,-29,0.64,-1.64,0.8
82,55,-129.01,-23.3,-250.14,-62.98,-46,0.4,0.78,-0.04
83,65,-165.29,-40.19,9.73,122.99,3.75,0.48,-0.9,-0.01
84,-18,-175.47,-41.66,-8.47,10.61,0.44,0.74,-1.03,0.42
85,3.81,-167.85,0.94,58.68,132.76,-237,1.4,-1.01,0.39
86,24.8,-136.88,60.4,55.48,250.13,-250,0.65,-0.54,0.31
87,-8.9,-129.54,74.53,-55.05,-88.87,154,0.53,-0.92,-0.18
88,-7.7,-136.55,37.47,-10.08,-250.14,232,0.47,-1.02,0.32
89,-12,-148.08,-28.44,-1.08,-133.18,198,0.72,-1.76,1.04
90,20.61,0,3,21.31,34.37,-22.61,0.25,-0.55,0.09
91,15,-171.74,-75.31,250.13,134.6,17.7,0.46,0.86,-0.36
92,0.1,-128.04,-74.22,0.63,-5.33,0,0.67,0.47,0.07
93,-61,-92.11,-58.01,-63.2,-19.4,-20,0.37,-0.8,-0.14
94,-65,-28.24,-43.12,6.62,-6.13,0,-0.32,-0.35,0.26
95,7.64,-31.31,-38.29,-117.97,-1.34,36.7,0.99,-1.13,0.22
96,39.9,-51.95,-49.54,6.83,-12.85,15.49,0.84,-1.15,1.97
97,60,-114.81,-51.11,17.22,49.72,-33.24,0.39,-0.92,-0.09
98,51,-145,-51.26,112.01,123.63,-250,0.76,-1.9,1.52
99,-5,-125.8,-46.68,4,0,353.46,0.48,-1.05,0.32
100,4.64,-87.82,15.53,-2.11,-167.18,250,0.76,0.85,-0.3
101,25.8,-101.76,69.97,-13.28,121.63,-23,0.49,0.71,0.03
102,-18.56,-96.16,3.49,-1.44,84.84,-24.54,0.04,-0.48,0.41
103,4,-131.53,-83.84,218.76,134.85,-60,0.31,-1.47,1.2
104,-8,-115.25,-78.22,238.38,70.09,176.3,0.32,-0.99,0.34
105,-65,-81.87,-48.53,-39.7,63.66,-32.7,0.7,-0.89,0.21
106,0,0,4,-119.28,-27.85,-61,1.22,-0.83,0.6
107,-47,-63.14,-33.76,-216.15,-32.3,-16,0.94,-0.54,0.28
108,0,0,84.17,18.19,71.86,-16.47,-0.17,0.23,0.7
109,39.5,-72.91,-43.77,0.95,-65.29,0,0.98,-1,0.12
110,47,-132.95,-45.08,117.63,36.57,-250,1.36,-0.69,0.26
111,-6.1,-98.46,-48.93,-85.86,-67.96,224,0.49,-1.23,0.74
112,-6.3,-74.28,-49.78,69.31,-250.14,-66,0.27,0.26,0.01
113,-15.59,-38.56,4.44,-14.1,38.86,16.9,0.51,0.85,0
114,-16.1,-13.86,20.7,189.61,92.73,-83.8,0.18,0.55,0.61
115,0,-42.56,0.83,250.13,141.5,144,0.55,-0.21,0.67
116,3.73,-83.68,-72.62,109.77,-62.31,15.8,0.28,-1.41,1.07
117,-4.2,-63.5,-67.44,-99.69,-97.03,-33,1.06,-0.69,0.79
118,-65,-23.62,-10,-193.12,-47.75,-14,0.57,-0.98,0.61
119,58.2,-60.8,-45.87,-231.4,-72.24,-16,1.18,-1.02,0.58
120,-17,-121.61,-27.87,-67.74,-55.71,22.6,1.02,-1.17,0.24
121,4.3,-107.96,-32.93,14.81,60.33,19.36,0.75,-0.89,0.15
122,-21.7,-81.28,13.6,106.5,132.2,-165,0.7,-1.77,0.84
123,37.47,-43.64,73.04,84.98,173.4,-250,0.38,0.85,-0.13
124,4.1,-58.99,99.26,-39.15,-50.69,173,0.39,0.42,0.41
125,-8.78,-82.23,72.62,-65.33,-62.09,140,0.5,-0.61,0.62
126,-37.3,-90.96,19.72,13.69,-75.96,-17.9,0.57,-1.41,1.03
127,-4,-105.79,-41.04,71.08,20.94,-2.98,0.76,-1.05,0.28
128,5.8,-116.14,-58.9,203.57,-84.08,105,1.14,-0.87,0.3
129,5.03,-97.93,-54.87,-60.38,7.48,-45.16,0.09,-0.52,0.36
130,-42,-63.15,-27.44,-72.51,-27.55,-126,-0.23,0.51,0.68
131,-65,-19.62,-6.29,-160.89,-114.41,-1,0.76,-0.61,0.05
132,-3.35,-21.86,-2.73,-236.6,-74.6,7.7,0.91,-0.85,0.05
133,45.1,-33.13,-11.67,-47.33,127.27,28.2,114,0,-18.11
134,36.6,-88.78,-35.23,35.77,31.02,-18.99,0.05,-1.55,0.91
135,-4,-106.57,-31.48,147.33,135.13,-204,0.39,-1.16,0.53
136,-0.7,-97.84,-14.66,145.37,52.18,-213,0.35,0.69,0.2
137,17.79,-70.55,45.94,0,0,0,0.45,-0.1,0.56
138,27.26,-90.47,96.49,-58.53,-3.04,119.9,0.54,-1.13,0.43
139,2,-130.92,-44.61,-44.85,-132.66,207,0.52,-1.04,0.61
140,-4.9,-85.33,-46.51,-68.17,-110.73,250,0.37,-0.98,0.04
141,-52.9,-50.12,-9.53,-37.49,-65.02,12.1,0.47,-1.78,0.92
142,-55.5,-32.45,26.41,250.13,62,-67.7,0.5,1,-0.3
143,53.85,-64.17,0.29,184.4,103.6,173,0.4,0.52,0.39
144,3.1,-105.06,-29.23,6.97,15.9,-49.14,1.06,-0.87,0.68
145,7.61,-83.67,-30.03,-108.23,-34.15,-77,0.65,-0.35,0.33
146,-20,-42.7,47.31,-202.62,-82.63,-99,-0.84,0.51,0.52
147,-25.8,-62.73,-6.45,-175.05,-82.24,36,0.13,0.08,0.56
148,9.36,-81.48,-51.89,16.5,82.37,-21.53,0.63,-1.05,0.09
149,-6.8,-89.34,-54.94,75.36,127.17,-213,0.63,-0.82,0.06
150,-5.6,-66.6,-50.72,80.45,158.96,-250,0.87,-1.42,0.68
151,-65.29,6.5,-12.17,-38.57,-2.61,98.28,0.28,0.41,0.35
152,25.55,6.19,-19.9,-9.54,-83.53,215.8,0.52,-0.52,0.63
153,51.5,-18.64,-31.91,-34.4,-17.56,107,0.35,-1.36,0.63
154,55.8,-40.71,-34.56,146.8,39.14,-16.9,0.63,-0.86,0.31
155,27.8,-45.34,-43.48,145.73,-92.01,97.5,1.2,-0.97,0.53
156,-1.2,-28.98,-42.39,-187.47,-42.63,-13,-0.32,-0.24,0.4
157,-16.7,-43.61,72.98,-217.95,-93.06,-33,-0.25,0.55,0.67
158,-34.3,-54.04,22.93,-113.23,-5.34,54.2,0.95,-0.56,0.36
159,-8.8,-75.66,-34.55,7.74,0,0,0.94,-0.88,0.27
160,4.32,-62.67,-61.43,56.84,187.17,-250,0.48,-1.47,1.11
161,-35,-53.96,-39.77,-136.57,226.57,0,0.39,-1.32,0.66
162,-65,-7.5,-25.15,17.35,-231.51,-14,0.59,0.6,-0.42
163,-31.2,-3.41,-15.52,0.65,21.63,12.98,0.47,0.63,0.34
164,43.7,-12.52,-23.76,243.02,-24.98,1.86,0.27,-0.45,0.55
165,39.4,-54.64,-53.92,15.19,17.47,-11.86,0.89,-1.09,0.48
166,3.3,-102.17,-50.16,-81.2,-64.63,-57,1.35,-0.83,0.35
167,0.48,-104.84,10.12,129.15,117.82,-157,-0.65,0.22,0.56
168,32.77,-90.57,69.73,111.08,98.4,-250,0.48,-0.12,0.62
169,-15,-97.58,51.73,-2.69,-19.25,22.82,0.8,-1.01,0.36
170,-31.2,-113.45,5.25,-44.2,-71.22,112,0.66,-0.91,0.26
171,9.1,-128.45,-56.85,12.66,-69.81,-12.1,0.48,-1.75,1.01
172,0.64,-76.72,-67.81,8,0,20.48,0.11,-0.68,0.19
173,-40,-46.11,-34.38,0.02,0,0,0.53,0.88,-0.09
174,-65,-21.83,-6.31,250.13,120.45,-12,0.38,0.45,0.31
175,5.93,-23.8,-5.63,-62.12,31.85,-33.5,0.51,-29.99,0
176,52.2,-54.77,-19.71,-123.29,-38.61,-85,0,20.7,-1.31
177,29.4,-98.02,-22.44,-238.82,-81.44,-99,1.14,-1.06,0.52
178,-3,-112.96,-20.49,32.03,40.91,-26.39,-0.65,0.31,0.58
179,-16,-106.79,-11.07,114.33,104.27,-191,-0.11,0.53,0.67
180,-3.31,-73.61,49.72,-17.02,-7.66,86.02,0.67,-0.23,0.39
181,-22.2,-57.68,48,-63.65,-95.02,207,4,0,0
182,-25,-76.99,-14.83,-44.09,-81.68,190,0.48,-1.04,0.47
183,16,-109.05,-50.61,-40.1,-93.01,120,0.42,-1.01,0.33
184,-5.5,-86.3,-54.45,134.64,23.16,-47.5,0.34,-1.67,0.82
185,-6.8,-74.05,-46.35,250.13,146.64,54.8,0.41,0.47,0.4
186,-50,-46.86,-17.31,110.21,-63.01,4.59,0.11,-0.43,0.54
187,-64.79,-9.98,7.63,-169.14,-84.92,-13,0.1,-1.6,0.7
188,49.5,-56.2,-22.68,-62.63,-31.3,14.1,0.77,-0.99,0.6
189,-2.6,-68.41,-34.32,-0.64,1.21,11.44,1.16,-0.89,0.4
190,-12.3,-60.5,-1.49,60.59,130.39,-143,-0.09,0.65,0.69
191,14.25,-22.07,58.61,124.47,172.2,-250,0.1,0.3,0.66
192,1.19,-38.41,85.25,52.73,4.51,-61.82,0.73,-0.5,0.28
193,-36.1,-58.66,15.27,-80.34,-124.37,185,0.88,-1.17,0.05
194,2.96,-83.08,-57.99,-80.34,-99.99,227,0.3,0.25,0.49
195,-65,-6.13,-10.94,0.68,13.26,-10.27,0.52,-0.59,0.63
196,-16.07,-2.88,3.23,223.28,67.81,-9.38,0.64,-0.96,0.44
197,48,-42.03,-27.63,250.13,82.83,175.9,0.9,-0.83,0.28
198,59.1,-66.77,-48.53,7.89,-26.11,-22.47,0.16,0.09,0.53
199,0,3.31,0.38,27.46,-39.95,-1.23,0.76,-0.9,-0.03
200,-2.6,-85.26,-53.66,152.33,90.62,-250,0.03,-0.61,0.6
201,-2.43,-65.53,1.7,36.89,6.6,-97.79,0.49,0.77,-0.21
202,45.93,-42.49,61.42,-36.56,-32.34,91.4,0.38,0.57,0.31
203,-5.82,-48.52,63.27,-66.15,-183.56,243,0.47,-0.32,0.62
204,21,-103.36,-68.36,7.55,-225.37,-14.3,0.5,-1.42,0.94
205,-24,-83.31,-41.57,21.56,41.19,-2.17,0.23,-0.9,-0.05
206,-65,-59.12,-3.49,250.13,5.78,56.05,1.31,-0.88,0.47
207,-25.43,-53.32,6.65,-78.8,-0.62,-114,0.07,-0.26,0.31
208,23.7,-58.94,-1.17,-177.56,-142.82,-1,-0.42,0.58,0.72
209,63,-104.45,-18.22,-206.43,-122.4,15,-0.11,0.21,0.53
210,-3,-159.55,-35.02,47.92,21.98,-43.4,0.79,-0.64,0.51
211,0,-143.78,-30.75,106.44,6.27,-189.2,0.79,-0.78,0.24
212,14.5,-137,30.44,56.18,118.29,-250,0.4,-0.77,0.08
213,30.1,-139.85,89.73,-18.78,30.95,68.66,0.4,-1.24,0.98
214,-29,-116.45,53.58,-61.61,-55.98,180,0.43,-1.42,0.83
215,-31.8,-147.68,5.77,-46.89,-174.85,233,0.65,0.4,-0.29
216,3.9,-172.45,-48.63,-51.64,-1.1,164.2,0.38,0.72,0.29
217,-11,-158.39,-34.28,175.53,-123.91,76,0.21,0.25,0.44
218,-49,-152.48,-7.79,-46.01,-2.04,-28.5,0.55,-0.54,0.65
219,17.78,-102.61,2.46,-80.34,-38.96,-90,1.47,-0.74,-0.04
220,46,-112.75,-11.98,-207.39,-84.94,-68,-0.56,0,0.49
221,60,-153.94,-24.53,12.2,8.79,-33.69,-0.05,0.56,0.65
222,-3,-152.44,-36.89,112.88,106.69,-225,0.4,0.04,0.39
223,-10,-102.41,-17.21,57.79,86.39,-250.1,0.8,-0.83,0.07
224,-7.4,-115.31,73.19,-106.15,-167.88,25,0.46,-0.92,0.06
225,-23,-121.56,51.15,25.22,8.44,1.34,0.61,0.77,-0.12
226,-17,-139.07,-3.91,231.34,78.27,96.14,0.35,-0.03,0.36
227,8.5,-143.26,-54.3,14.19,27.54,-20.63,0.38,-1.09,0.96
228,-8,-126.7,-48.89,-76.6,-41.64,-63,0.47,-1.04,0.58
229,-58,-96.94,-20.52,-229.14,-115.11,67,2,0,-83.52
230,-65,-70.66,-5.1,122.66,86.11,-230,0.32,-0.75,-0.15
231,13.57,-63.11,-7.9,55.9,203.31,-250,0.36,-1.29,0.87
232,52.7,-86.68,-24.48,-10.7,-5.45,44.08,0.49,0.33,0.58
233,64,-126.04,-52.28,-69.32,-82.66,182,0.38,-0.57,0.46
234,5.3,-151.03,-56.21,-61.14,-79.28,111,0.18,-1.58,0.69
235,0.3,-143.73,-50.4,-12.21,58.11,-3.34,0.42,-0.79,-0.21
236,-10.6,-116.96,5.21,87.16,12.31,-12.31,1.09,-0.85,0.44
237,25,-92.82,60.92,250.13,101.59,75,1.32,-0.73,0.28
238,-16.6,-91.75,44.52,180.49,-161.6,27,0.21,0.47,0.75
239,-35,-111.06,-15.24,-57.34,3.02,-19.74,1.26,-1.45,-0.1
240,17,-136.01,-73.94,-144.08,-88.66,-10,1.19,-1.13,0.49
241,2.1,-115.63,-74.91,-208.58,-102.54,-3,0.42,-1.01,0.09
242,-59,-82.16,-42.99,10.69,61.66,-250.1,0.66,-1.69,0.82
243,-64,-28.72,-28.95,10.26,-11.12,-198,0.17,-0.71,0.44
244,11.4,-27.96,-29.06,-15.52,7.83,85.53,0.31,0.77,-0.27
245,47.2,-46.97,-44.28,-13.66,-141.03,234,0.3,0.36,0.35
246,59.3,-85.06,-62.48,7,0,0,0.29,-0.67,0.81
247,29,-103.29,-77.04,-44.18,-57.94,21.2,0.37,-0.99,0.07
248,-0.8,-85.8,-79.48,15.71,-0.31,-2.21,0.8,-0.93,0.28
249,-3.2,-79.85,-56.53,233.73,82.47,94.89,0.81,-0.87,0.58
250,19.44,-51.99,5.66,113.4,-72.9,29.9,0.09,-0.07,0.43
251,7.16,-92.37,51.64,-139.7,-44.86,-13,-0.33,0.61,0.67
252,-5.11,-88.98,37.57,-239.39,-47.75,-10,0.64,-0.38,0.52
253,-26.7,-108.45,1.18,-73.43,-97.09,21.9,0.43,-0.9,-0.05
254,-9,-130.92,-52.02,63.46,107.69,-119,0.5,-1.59,0.73
255,19,-144.98,-92.06,-76.91,-140.97,250,0.62,0.07,-0.09
256,-65,-100.34,-73.54,-52.45,-129.17,206,0.33,-0.15,0.51
257,-51,-97.17,-68.02,1.01,20.37,-7.28,-0.01,-1.25,0.87
258,22.1,-91.19,-67.52,58.47,105.21,-22.1,0.57,-0.81,-0.08
259,60,-124.57,-68.05,-63.87,8.98,-14.31,0.82,-1,0.48
260,59,-130.82,-75.68,-96.83,4.6,-98.84,-0.52,0.29,0.36
261,5.5,-141.8,-85.52,-216.47,-96.3,-15,0.62,-0.91,0.15
262,0,-137.26,-80.71,-156.37,-142.49,48,0.36,-1,0.03
263,-7,-139.12,-27.55,56.45,75.97,-113.1,0.38,-0.74,0.69
264,7.75,-129.16,59.15,32.82,114.81,-250,0.39,0.58,0.02
265,-8.9,-128.86,44.41,25.6,20.28,-99.27,0.41,0.62,0.39
266,-34.7,-136.62,7.74,-8.95,-200.81,250,0.18,-1.36,1.53
267,-26,-143.65,-54.19,30.63,-250.14,-29,0.7,-0.82,0.05
268,5.7,-163.1,-72.6,6.05,26.85,1.82,1.01,-0.94,0.51
269,2.1,-163.97,-69.43,243.31,-64.76,15.9,-0.33,0.4,0.64
270,0,0,4,250.13,6.07,113.97,-0.07,0.3,0.63
271,-30,-132.69,-52.21,-29.5,60.29,-55,0.43,-0.9,-0.19
272,0,0,61,-113.63,-37.91,-53,0.11,-1.59,0.71
273,53,-146.17,-60.47,-232.11,-75.54,-90,0.6,0.73,0.28
274,-1,-136.16,-60.38,-17.91,-4.79,-15.8,0.47,0.21,0.51
275,-5,-104.97,-45.52,27.74,26.88,-31.76,1.06,-0.9,0.52
276,9.7,-78.75,14.06,117.15,191.62,-176,1.12,-0.51,0.33
277,-3.7,-103.66,53.04,98.79,73.4,-250.1,-0.67,0.11,0.44
278,-25.6,-99.83,27.78,-24.76,-8.61,53.61,-0.09,0.54,0.72
279,-40,-120.87,-28.91,0.74,0,20.12,1.42,-1.1,-0.07
280,12,-151.84,-69.41,-110.22,-74.48,147,1.58,-0.7,0.25
281,2.5,-163.78,-64.05,-66.28,-142.95,145,0.54,-1.08,0.6
282,-29,-140.22,-48.83,-0.62,39.28,-8.24,0.61,-1.46,0.78
283,-64,-108.43,-39.85,250.13,83.55,64.42,0.32,0.05,-0.02
284,23.3,-94.38,-35.03,219.44,-188.78,114,0.41,0.31,0.51
285,64,-197.78,-46.34,-62.63,-36.79,-45,0.29,-0.36,0.51
286,0.4,-238.32,-38.11,-165.93,-10.31,-97,0.41,-1.51,0.83
287,4.13,-245.67,21.6,-105.39,-69.56,38,1.14,-0.79,0.39
288,-14,-213.48,43.04,5.68,23.43,23.01,0.9,-0.08,0.32
289,-23,-224.4,-18.13,26.38,193,-65.8,-0.49,0.32,0.68
290,8.5,-223.22,-60.31,137.82,112.99,-250,0.01,0.11,0.51
291,-4,-216.31,-65.11,65.68,37.86,-170.6,0.78,-1.04,0.07
292,-45,-148.29,-27.71,-43.56,-10.5,93.5,0.55,-0.95,-0.05
293,-120.78,0,4,-34.94,-83.56,208,74.93,-41.45,0
294,-2,-164.43,-68.84,-40.04,1.29,72.26,0.35,0.07,0.16
295,-4,-120.74,-53.39,25.37,-5.27,-11.99,0.47,0.79,-0.02
296,0,-18.96,0.64,-57,-17.24,-34,0.47,0.25,0.52
297,16.68,-95.78,8.51,-182.98,-27.82,-88,0.91,-0.9,0.29
298,29.8,-142.24,63.21,0,0,-70.6,-0.51,-0.05,0.42
299,-11,-146.76,47.51,79.37,109.01,-152,-0.2,0.5,0.64
