,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
59,15,358.09,-71.26,12.77,119.06,-36,0.07,-0.92,0.04
60,-3.5,362.75,-76.61,-14.87,-237.56,58,-0.16,-0.91,-0.23
61,5.46,363.36,-77.96,-21.94,78.77,-13.7,0.3,-0.95,0.24
62,7.37,371.78,-77.91,-6.78,64.08,21.08,0.33,-0.88,0.13
63,-5.7,344.67,-77.64,0.04,93.89,28.33,0.23,-1.04,0.08
64,4.75,346.28,-84.04,-0.56,-45.62,-22.2,0.37,-0.89,-0.02
65,-5.4,367.42,-82.17,-12.33,35.28,-47.3,-0.03,-1.02,0.04
66,-6.1,362.05,-66.06,-12.27,77.44,16.96,0.27,-0.88,0.08
67,9.01,359.1,-71.34,6.42,142.78,-21.07,0.23,-1.03,-0.04
68,5.56,361.01,-72.36,64.37,37.18,-23.66,-0.04,-1.06,-0.19
69,6.1,383.58,-68.35,-18.08,46.63,34.5,0.07,-1.1,-0.07
70,-5.2,383.02,-63.02,-4.15,67.35,21.47,0.23,-1.06,0.28
71,-12,366.95,-62.72,14.69,153.12,23.54,0.53,-1.06,-0.01
72,-5.1,371.44,-71.79,22.94,61.4,-20.08,0.2,-0.96,-0.03
73,-1.3,374.2,-74.75,3.96,-2.24,-48.11,0.08,-0.94,-0.14
74,-1.5,386.37,-72.98,-33.83,78.47,-19.6,0.19,-1.01,0.09
75,-8.5,402.59,-78.65,-10.23,71.09,-5.11,0.02,-0.94,0.13
76,5.99,410.18,-80.22,6.14,112.54,-5.88,0.37,-0.95,-0.05
77,-5.5,402.2,-78.4,-22.21,128.98,-32,0.27,-1.19,-0.1
78,0.45,407.46,-81.46,-5.28,96.04,23.11,0.12,-1.44,-0.04
79,5.28,413.38,-70.34,8.06,41.83,22.19,0.23,-1.04,0.05
80,4.22,389.98,-72.09,-1.18,55.85,-19.92,0.14,-0.91,0.14
81,3.7,391.47,-74.73,-13.4,88.78,1.73,0.3,-0.93,0.05
82,3.64,415.03,-76.05,44.66,90.53,20.4,0.14,-1.08,-0.1
83,0.36,426.84,-67.8,-4.47,-27.2,16.24,0.04,-1.17,-0.07
84,-13,412.05,-67.31,-8.79,68.69,14.28,0,-1.02,0.12
85,-7,397.03,-74.22,-4.84,159.5,14.05,0.22,-1.11,0.11
86,-6,417,-75.15,33.52,116.15,1.4,0.22,-1.09,-0.02
87,-18,389.31,-64.88,4.12,10.43,-51.91,0.12,-0.88,-0.06
88,8.81,395.71,-74.37,-24.85,5.9,-27.07,0,-1.05,0.09
89,3.17,426.17,-78.08,-15.16,57.52,12.15,0.22,-0.92,0.13
90,-20,458.18,-84.36,9.43,144.24,-21.56,0.32,-0.89,-0.03
91,-9.3,444.71,-83.03,41.69,-45.44,-69.6,-0.13,-0.98,-0.18
92,5.03,421.07,-88.38,-34.98,89.01,33.89,0.12,-1.12,0.03
93,-1.7,433.94,-87.36,-16.6,54.24,2.84,0.3,-0.98,0.22
94,8.45,448.18,-83.39,0.17,185.25,11.31,0.35,-1.24,0.06
95,1.1,435.42,-87.86,-26.64,200.5,-79,0.33,-0.92,-0.1
96,-9.2,416.24,-89.4,4.15,21.55,-36.05,0.18,-0.8,0.04
97,9.17,444.62,-91.88,-25.56,-18.21,19.3,0.57,-0.88,0.04
98,-0.4,444.41,-89.92,-0.58,146.82,-6.24,-0.01,-0.94,0.09
99,-11,428.29,-99.11,14.02,129.48,32.61,0.32,-1,0.06
100,4.8,424.82,-100.47,-19.66,23.5,4.26,0.3,-1.12,0
101,-4.7,432.31,-92.08,-7.51,-5.82,-35.7,0.32,-1.05,-0.02
102,-2.3,430.06,-90.65,-13.9,184.35,35.2,0.15,-1.02,0.12
103,-1.9,426.43,-91.39,5.19,73.05,-1.72,0.42,-0.92,0.09
104,-5.5,447.83,-91.74,3.95,-45.64,-56.79,0.3,-1.13,0.04
105,-0.8,437.48,-93.78,-40.31,112.73,-40,0.19,-0.89,-0.05
106,-3.2,441.77,-92.82,-4.75,-15.73,-14.2,0.1,-1.05,0.03
107,-8.1,425.95,-91.03,-8.11,139.59,18.74,0.04,-0.93,0.14
108,-2.2,444.56,-89.12,31.04,99.37,-18.27,0.31,-0.93,0.02
109,-8.2,418.04,-85.71,3.58,62.04,-8.97,0.1,-0.99,-0.05
110,2.5,404.88,-88.58,-4.77,55.64,-7.33,0.2,-1.03,-0.04
111,-20,395.49,-85.14,-4.21,157.1,-21.4,0.12,-1.05,0.15
112,-7.3,440.82,-81.32,-13.18,34.98,-3.4,0.25,-0.92,0.1
113,-6.4,397.19,-86.5,7.07,99.13,-0.57,0.59,-1.09,0.13
114,-7.9,390.87,-85.02,-7.35,58.92,-11.53,0.25,-0.94,0.01
115,1.73,393.32,-84.34,3.76,9.69,-31.27,0.15,-1.04,0.08
116,-5.6,397.73,-76.24,5.76,145.08,-8.53,0.25,-0.98,0.21
117,7.76,411.43,-77.22,11.99,-33.28,-31.7,0.15,-0.78,-0.02
118,6.78,436.03,-69.66,-11.52,14.92,9.66,0.2,-0.99,-0.01
119,-18,429.94,-57.52,8.73,22.16,-78.15,0.05,-0.81,0.03
120,-14,422.63,-66.03,10.95,250.13,-28.3,-0.61,-0.95,-0.1
121,-0.8,432.27,-78.91,-20.5,-105.04,-24,0.51,-0.82,-0.04
122,-11,463.44,-77.08,3.28,35.02,-30.31,-0.04,-0.83,-0.09
123,11.8,448.6,-88.13,2.66,72.05,6.69,-0.35,-0.96,0
124,-6,440.07,-87.18,31.63,82.49,-21.88,-0.07,-0.93,-0.05
125,-1.7,435,-84.87,-4.76,121.44,29.85,0.17,-1.03,0.13
126,1.35,439.08,-85.22,30.24,167.34,26.16,0.27,-0.84,0.1
127,-8.3,420.28,-81.43,50.73,46.17,-71.81,0.28,-1.14,0.02
128,4.37,441.09,-84.57,-29.6,39.7,-56.5,0.06,-0.99,-0.13
129,7.23,452.03,-90.81,-49.33,107.84,-3.3,-0.01,-1.02,0.07
130,0.12,460.03,-86.5,5.14,198.28,-44.42,0.15,-0.94,0.06
131,1.02,464.71,-76.93,-20.54,57.28,-10.5,0.35,-0.88,-0.21
132,-6.2,452.99,-78.99,-25.83,35.76,42.29,0.53,-1.02,-0.03
133,2.68,461.41,-85.28,3.56,38.47,-23.2,0.33,-0.93,0.03
134,3.87,474.37,-84.52,7.34,51.08,-6.85,0.06,-0.99,0.01
135,-9.3,477.32,-75.95,-2.17,87.94,5.21,0.07,-0.93,0.23
136,-3.5,478.4,-81.32,15.23,-5.49,-32.4,0.16,-0.97,-0.05
137,-4.9,479.81,-84.52,-12.81,152.32,16.8,-0.06,-1.01,-0.06
138,0.27,494.26,-86.21,-26.95,117.14,27.9,0.17,-0.99,-0.03
139,-5.3,508.05,-90.6,13.25,108.69,0.45,0.22,-0.91,0.17
140,-7.6,487.43,-86.4,37.69,93.87,3.95,0.41,-0.92,0.1
141,9.12,475.97,-83.28,-7.15,28.07,-24.03,0.11,-1.02,-0.11
142,0.6,466.41,-88.74,-14.41,61.52,-44.9,0.06,-0.93,-0.08
143,1.38,480.82,-82.83,-11.11,112.2,9.6,0.12,-0.99,0.12
144,-7.7,475.69,-77.17,1.16,129.01,14.95,0.24,-0.92,0.08
145,-5.8,472.33,-81.19,34.06,89.1,-36.21,0.31,-1.04,0.03
146,-12,470.81,-85.25,-20.63,82.15,-13.5,0.11,-1.03,-0.09
147,9.09,496.41,-92.08,-13.05,83.69,-19.2,0.13,-0.9,0.04
148,-4.2,499.58,-89.89,-9.21,137.88,1.02,0.12,-1.04,0.13
149,-7.7,504.09,-87.91,-20.02,137.72,-20,0.33,-0.95,0.14
150,-2.8,497.75,-93.47,15.82,-0.31,-29.29,0.33,-1.06,-0.14
151,2.52,492.07,-96.61,10.5,34.92,35.23,0.09,-0.93,0
152,0.85,502.26,-95.41,-23.7,40.47,2.32,0.27,-0.93,0
153,7.58,491.77,-85.18,20.31,136.55,5.34,0.25,-0.96,0.18
154,-16,489.53,-86.6,22.21,57.89,-29.8,0.37,-0.9,-0.06
155,-11,491.88,-87.62,-15.64,64.48,-22.5,0.15,-0.97,-0.09
156,5.29,496.92,-92.82,-16.99,70.82,-49.7,0.17,-1.07,-0.05
157,3.72,509.36,-96.06,-29.86,181.86,35.1,0.13,-0.96,0.19
158,-13,503.08,-93.05,6.36,94.7,-16.38,0.33,-0.92,0.04
159,2.17,489.94,-99.09,6.41,100.03,-30.08,0.24,-1.03,0
160,0,502.67,-98.32,-23.61,56.79,-11,0.17,-1.04,-0.05
161,-1,495.42,-101.62,-15.05,59.07,9.75,0.17,-0.97,0.08
162,3.19,479.54,-96.72,39.4,39.21,29.27,0.21,-1,0
163,-1.5,457.16,-94.75,-6.18,71.02,-62.05,0.44,-1.12,0.18
164,-3.4,446.24,-94.39,-4.14,88.33,-45.98,0.07,-1.02,-0.07
165,-5,449.82,-93.96,-16.65,132.76,14.3,0.1,-0.94,-0.08
166,-1.2,475.19,-97.53,9.52,57.88,-53.2,0.05,-1.08,0.05
167,1.74,477.17,-94.32,-29.27,32.53,8.39,0.16,-0.86,0.08
168,-6.8,457.55,-91.14,0.48,131.17,-0.3,0.34,-1.08,0.19
169,-7.4,459.01,-94.09,-17.04,53.73,-7.36,0.17,-1.06,-0.07
170,-0.2,457.45,-97.22,16.44,17.01,12.25,0.48,-0.91,-0.06
171,-5.6,447.23,-97.48,5.31,-11.29,-5.84,0.12,-0.94,0.01
172,-9.5,450.72,-92.57,-1.08,30.89,-13.4,0.2,-0.86,0.13
173,-3.2,441.07,-96.77,-1.08,87.56,-19.57,0.14,-1,0.05
174,0.3,450.13,-100.97,-17.15,176.56,-4.7,0.16,-0.96,0.01
175,-4,462.78,-103.27,8.93,86.73,6.7,0.13,-0.98,0.14
176,-6,464.2,-107.15,10.7,-0.96,-26.27,0.14,-0.92,0.16
177,-12,473.11,-109.03,-13.59,80.55,-28.9,0.21,-0.91,-0.01
178,0.8,464.02,-108.12,-15.21,69.24,-0.79,0.28,-0.94,0.05
179,-2,460.47,-109.19,-3.15,33.37,-21.9,0.12,-0.96,-0.09
180,2.4,470.03,-105.76,17.19,87.18,-37.01,0.12,-1.01,0.11
181,-1,448.03,-104.63,-18.92,35.27,-12.3,0.17,-0.89,0.1
182,-17,443.53,-105.67,-20.38,109.21,1.31,0.1,-0.97,0
183,10,465.26,-110.99,-12.08,108.27,-6.2,0.12,-0.91,-0.06
184,0.7,464.54,-109.79,-5.27,86.21,-16.29,0.19,-1.09,0.04
185,-8,469.98,-108.42,-20.61,82.77,-26.2,0.24,-0.97,0.11
186,-6,452.65,-110.02,-12.85,113.04,-46,0.39,-1.12,0.15
187,0,454.66,-111.07,-1.65,40.82,3.33,0.15,-0.99,-0.02
188,1.7,484.04,-111.79,-9.4,62.35,-9.63,0.29,-0.87,-0.02
189,-3,491.83,-107.25,9.04,114.17,9.32,0.26,-0.93,0.04
190,-12,482,-106.43,0.1,-10.99,-6.6,0.14,-0.9,0.17
191,-10,469.28,-109.17,-7.67,54.49,-67.61,0.2,-0.9,0.09
192,4,470.79,-112.79,-26.95,161.71,42,0.19,-1.03,0.02
193,-4,479.33,-114.39,-1.05,74.42,3.05,0.2,-0.98,-0.05
194,-7,486.02,-117.68,0.33,98.55,-31.69,0.11,-1.06,0.09
195,2.4,465.65,-119.46,-10.32,6.82,-24.47,0.29,-0.85,0.04
196,-5,467.63,-115.94,-9.4,82.27,0.17,0.29,-1.08,0.06
197,-2,467.92,-115.77,-8.6,193.42,6.56,0.22,-1.02,-0.06
198,1.1,473.2,-119.56,12.57,111.33,-12.8,0.1,-0.99,0.02
199,-11,471.32,-111.28,-1.65,41.6,-49.92,0.15,-0.99,0.15
200,8.3,462.71,-114.62,-15.38,27.87,-38.4,0.25,-1.07,0.12
201,-4,484.72,-118.53,-19.27,82.96,15.76,0.27,-1.15,0.03
202,6.3,503.02,-121.24,-12.52,112.5,-16,0.23,-0.97,-0.02
203,8.5,499.18,-109.81,-19.7,105.88,-27,0.16,-0.93,0.08
204,-18,473.13,-105.45,-13.18,-2.16,9.57,0.14,-0.94,0.09
205,-15,492.23,-114.41,8.21,83.69,-20.53,0.23,-0.84,0.02
206,13,500.89,-127.87,-5.91,78.49,-10.99,0.27,-0.89,-0.03
207,8.3,509.47,-121.89,-22.21,99.27,4.26,0.17,-0.99,-0.02
208,-11,515.42,-116.43,25.98,70.76,-45.73,0.13,-1.02,0.01
209,0,504.19,-121.2,-18.58,42.86,32.34,0.21,-0.92,0.12
210,-8,494.2,-120.84,-21.6,163.56,-18,0.27,-0.87,0.05
211,-1,500,-119.38,-19.65,155.67,24.4,0.26,-0.94,-0.03
212,-6,515.81,-113.11,39.98,66.4,32.85,0.21,-1.16,-0.05
213,-1,502.93,-110.3,12.98,-24.44,-72.7,0.13,-0.97,0.17
214,-5,447.66,-111.11,-40.08,154.42,-60,0.49,-1.04,0.1
215,0,459.33,-110.45,-59.1,114.04,53.2,0.1,-1.02,-0.01
216,-9,459.94,-104,15.96,116.32,31.92,-0.01,-0.99,-0.14
217,-6,504.27,-110.44,13.69,100.17,-41.7,0.19,-1.13,0.04
218,-4,500.53,-100.8,-24.74,39.03,-3.47,0.09,-0.87,0.12
219,7.32,540.91,-91.32,-4.13,40.3,-31.18,0.18,-1,-0.11
220,-13,496.22,-81.27,-3.1,106.31,-6.76,0.22,-0.98,-0.06
221,0.99,513.96,-88.41,0.37,182.24,-11.66,0.14,-1,0
222,-1.1,501.13,-87.01,7.35,48.78,-23.07,-0.06,-1.07,0.03
223,-12,512.64,-81.25,7.02,31.4,-7.46,0.38,-0.92,0.2
224,3.3,458.23,-81.75,-9.11,-140.6,-21,0.48,-1.03,-0.09
225,-5.2,487.36,-80.36,-2.38,120.04,-0.87,0.38,-0.88,0.02
226,-18,478.77,-84.02,20.95,78.02,-37.93,0.03,-1.06,0.06
227,4.24,439.03,-98.6,-30.71,250.13,-23,0.09,-1.02,0.28
228,4.9,453.85,-104.66,31.95,62.97,-18.24,0.14,-0.84,-0.04
229,-6,453.63,-108.44,28.05,250.13,28.17,0.17,-0.96,-0.05
230,6.1,437.68,-108.87,17.56,17.63,25.18,-0.12,-0.96,-0.26
231,6.2,439.42,-112.62,18.37,-22.66,-48.7,1.05,-0.84,-0.13
232,11,454.79,-103.37,-28.32,151.58,3.79,7,6.52,0
233,-7,456.93,-102.13,3.33,33.46,-4.26,0.18,-1.04,0.03
234,2.5,462.51,-101.19,21.38,125.44,-47.6,0.02,-0.93,-0.19
235,-10,471.81,-91.97,-3.04,-134.02,12.7,0.11,-1.05,0.06
236,-18,466.34,-92.3,5.11,190.9,-20.16,0.23,-0.88,0.09
237,-2.9,460.9,-95.22,-17.02,47.47,-72.2,-0.1,-0.85,0.18
238,-0.9,455.84,-98.94,-59.36,-81.15,16.3,0.25,-0.97,0.05
239,0,483.78,-101.96,-30.52,134.42,19,0.08,-0.94,-0.17
240,-13,472.03,-97.39,-20.4,74.86,-26,0.37,-0.88,0.13
241,-12,459.71,-94.66,-17.21,43.63,-17.6,0.16,-0.89,0.03
242,-11,440.96,-103.5,1.95,40.31,22.03,0.54,-0.95,-0.14
243,3.4,439.31,-106.79,-22.01,81.18,24.27,0.27,-0.89,-0.09
244,-5,452.43,-109.99,32.72,133.34,43.35,0.42,-0.94,-0.11
245,-4,496.1,-111.31,0.94,83.3,-28.61,0.35,-1.02,0.05
246,5,500.21,-112.77,-2.54,76.14,41.47,0.44,-1.01,0.11
247,-4,452.9,-109.92,-1.63,87.38,9.28,0.11,-1.16,0.03
248,0,431.89,-107.28,33.56,112.92,-39.6,0.19,-0.93,-0.04
249,0,431.68,-107.56,-3.39,55.44,-70.86,-0.07,-1.08,0.21
250,-5,428.22,-104.9,-13.31,54.24,-11.3,0.13,-0.95,0.21
251,-8,406.09,-100.88,-18.11,55.65,-3.46,0.17,-0.97,0.01
252,-6,399.64,-103.46,-15.12,186.33,-3.5,0.18,-0.93,0.03
253,11,401.46,-104.86,14.03,32.99,-51.97,0.11,-0.93,0.05
254,-6,430.67,-104.66,7.98,27.88,-46.38,0.21,-1.01,0.15
255,-7.6,432.63,-93.98,-38.11,-0.53,-46.2,0.17,-1.17,0.1
256,-3,421.16,-97.84,-20.03,68.53,13.4,0.26,-0.96,0.04
257,1.4,434.71,-103.22,-17.69,125.15,-20,0.16,-0.91,-0.08
258,-1,466.62,-107.05,-11.01,250.13,-17,0.11,-1.03,0.18
259,1.12,458.26,-99.53,-12.3,98.75,19.22,0.48,-0.96,0.21
260,-6.1,442.09,-99.27,6.88,-108.93,-16.8,0.21,-0.88,0.01
261,-16,440.42,-98.75,4.73,-9.95,-0.63,0.19,-0.97,-0.19
262,9.9,459.66,-100.76,-6.78,70.6,-0.95,0.3,-0.94,0.12
263,-2,445.7,-103.62,5.61,57.56,-19.52,0.05,-0.95,0.08
264,-8,444.74,-103.08,12.89,-19.18,-33.2,0.17,-0.95,0.22
265,-8,443.2,-102.31,-13.68,40.05,-24.6,0.19,-0.83,0.19
266,-4.1,425.66,-96.92,-10.38,73.2,45.71,0.22,-0.96,0.1
267,0.37,422.38,-98.86,-3.39,183.82,-24.3,0.08,-0.92,0
268,2.66,415.09,-96.52,38.39,78.85,-29.4,0.07,-0.96,0.15
269,2.81,432.99,-94.65,-17.29,24.45,-11.7,0.19,-0.9,0.18
270,-2.1,432.75,-94.73,-25.23,123.95,5.7,0.18,-0.96,0.04
271,-9.7,428.68,-97.07,-19.01,199.69,-5.7,0.22,-1.02,-0.07
272,7.75,452.23,-99.74,24.64,38.94,3.98,0.12,-1.11,-0.06
273,-1,459.19,-95.34,-1.66,9.54,-23.76,0.25,-1.02,0.13
274,0,449.11,-95.75,0.43,64.31,-63.1,0.19,-1.21,0.02
275,-16,443.68,-98.45,-11.8,150.52,38.5,0.06,-0.9,-0.06
276,3.2,449.51,-101.52,-14.77,19.32,-9.15,0.09,-0.92,-0.08
277,-1.1,440.88,-98.1,-2.3,70.06,-32.52,-0.01,-1.04,0.02
278,2.8,438.37,-93.79,-0.74,66.6,-30.95,0.22,-0.88,0.04
279,-9.6,434.45,-96.3,18.29,2.13,-16.14,0.16,-0.91,0
280,-5.4,446.51,-99.18,-11.41,57.42,1.43,0.23,-0.93,-0.04
281,-0.1,448.87,-94.82,5.93,40.61,10.25,0.18,-0.96,0.02
282,-7.5,449.71,-95.28,4.63,140.56,10.86,0.15,-1.01,-0.03
283,-1.6,432.17,-93.59,-3.9,71.52,-8.24,0.23,-0.86,0.09
284,-5.3,427.21,-96.09,-12.22,55.15,-37.7,0.22,-1.02,0.07
285,-1.9,424,-97.21,-13.53,164.69,29.8,0.2,-0.99,0
286,-10,407.31,-93.35,15,101.83,-4.19,0.29,-0.92,0.04
287,12.4,406.06,-92.68,-4.24,34.97,-0.29,0.2,-0.96,0.08
288,-8.4,404.31,-91.52,-12.94,51.47,-64.8,0.19,-1.02,-0.03
289,-0.2,407.78,-92.18,-26.95,138.6,4.31,0.19,-0.97,-0.03
290,-6.6,430.6,-93.44,6.67,31.21,11.49,0.12,-1.04,0.05
291,-10,436.95,-92.82,10.98,38.24,-4.6,0.18,-0.95,0.03
292,1.71,429,-96.16,14.52,61.41,10.82,0.22,-1,0
293,2.85,438.33,-97,-11.15,55.02,-37.1,0.07,-1.01,-0.08
294,-2,453.28,-95.45,-13.22,118.93,-20,0.06,-1.02,-0.16
295,-5.8,443.11,-91.18,13.92,82.68,-0.48,0.05,-0.95,0
296,-0.8,445.89,-89.88,-6.37,79.35,-29.05,0.05,-0.83,0.03
297,-19,434.16,-89.17,4.67,3.03,-6.45,0.17,-0.93,-0.12
298,1.27,453.99,-95.47,-12.95,51.66,-20.7,0.41,-0.95,0.01
299,-4.5,464.92,-99.76,-8.02,58.1,-7.59,0.14,-1,0.02
