,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
25,17.76,46.98,140.13,250.13,24.62,68.29,0.22,-1.59,0.93
26,18.76,32.56,166.42,117.64,-52.4,72.4,-0.08,0.34,0.12
27,-1.61,31.48,161.95,3.09,4.4,-6.18,0.34,0.52,0.66
28,-19.1,-6.76,151.04,-28.24,-148.86,-73,-0.01,0.55,0.26
29,41.45,-23.21,80.55,-250.14,-65.74,160,0.14,-0.71,0.46
30,34.81,-25.85,33.83,-164.28,-11.41,133,0.49,-1.39,0.53
31,-0.16,-12.51,21.53,-32.23,51.81,-0.63,0.32,-1.06,0.14
32,-38.37,29.5,9.31,8,-0.15,0,0.96,-0.32,0.07
33,-64.79,72.98,11.49,-35.21,170.85,-148,0.34,0.38,0.67
34,-17.72,68.11,18.63,13.25,191.05,-250,0.2,0.66,0.79
35,1.08,65.22,22.61,26.21,-3.98,-68.16,-0.03,0.22,0.54
36,55.23,64.93,21.07,12.66,1.15,4.18,1.55,-1.19,0.17
37,64.78,5.88,26.75,-6.15,8.85,213.24,0.28,-1.75,-0.32
38,54.54,-7.23,23.41,32.27,-218.64,250,0.15,-1.03,-0.01
39,-2.02,16.86,30.68,3.15,-50.35,210.58,-0.37,-1.33,0.84
40,-4.04,50.78,85.11,45.98,96.66,-7.76,-0.04,-0.27,0.08
41,13.38,66.55,141.03,232.73,137.02,-15,0.08,0.56,0.38
42,10.36,65.41,142.89,249.05,69.93,51.47,0.04,0.59,0.7
43,-6.88,49.53,140.24,21.34,7.26,39.98,0.17,0.35,0.35
44,-16.2,50.56,108.8,5.8,-52.78,-26.44,0.97,-0.91,0.61
45,47.89,36.33,59.97,-110.24,15.12,-62,0.87,-1.04,0.32
46,23,44.35,49.38,-172.66,-42.42,184,0.35,-1,-0.09
47,-8.94,66.64,46.9,-25.11,44.16,88.45,1.16,-0.84,0.1
48,-64.7,112.23,22.17,9.18,99.93,-34.5,0.18,0.08,0.45
49,-42.3,132.68,45.24,-86.15,202.74,-250,-0.07,0.51,0.68
50,-0.32,145.6,50.57,94.39,103.37,-162,0.11,0.53,0.66
51,6.26,136.31,51.13,22.85,72.57,-1.23,1.11,-0.34,-0.04
52,64.78,80.69,68.92,4.2,-12.71,24.18,0.64,-0.46,-0.19
53,65.03,44.98,74.37,82.52,-190.08,250,0.22,-0.91,0.04
54,-4.68,45.62,60.9,38.37,-121.76,250,-0.41,-1.22,0.04
55,-14.15,60.08,75.29,-29.81,11.91,-18,0.51,-1.5,0.93
56,21.51,84.21,132.28,78.85,62.3,-54.43,-0.12,0.23,0.19
57,16.7,97.4,162.4,250.13,109.28,83,0.13,0.46,0.71
58,6.77,79.83,154.49,134.37,62.89,64.22,0.09,0.53,0.37
59,-16.8,21.04,140.88,-10.94,-53.57,26.1,-0.21,-0.04,0.12
60,-2.45,-12.91,90.32,-38.61,-222.4,-65,1.07,-1.3,0.52
61,59.94,-63.22,54.56,-178.58,-142.09,-9,0.28,-1.07,0.12
62,-4.81,-26.4,41.36,-121.21,-197.63,23,0.41,-1.23,-0.15
63,-34.47,22.51,28.78,-32.41,140.33,-18,0.93,-0.46,0.18
64,-64.79,81.32,40.52,-32.53,194.67,-132,0.21,0.31,0.53
65,-13.4,106.36,58.07,56.03,250.13,-250,0.17,0.64,0.77
66,-3.57,90.74,58.55,72.24,116.4,-51.6,-0.27,-0.09,0.26
67,49.46,47.94,58.29,4.99,-44.11,-13.79,1.08,-0.74,-0.43
68,65.28,10.87,102.07,10.47,-164.59,190,0.04,-0.78,-0.17
69,6.82,-4.94,97.11,189.2,-132.09,250,-0.12,-0.97,0.2
70,-4.53,10.59,99.19,8.82,-61.08,26.24,-0.29,-1.41,0.58
71,-3.74,13.66,131.41,36.25,60.51,-17.47,-0.34,-1,0.37
72,27.39,10.76,186.06,156.05,12.32,-14.4,0.01,0.44,0.34
73,14.63,-0.06,191.43,250.13,-12.27,105,0.29,0.52,0.69
74,-2.95,-4.06,188.68,43.1,-41.6,56.5,0.2,0.27,0.15
75,-36,-55.63,157.98,14.08,-13.07,-11.3,1.04,-0.37,0.71
76,37.6,-99.61,107.56,-100.69,-202.78,-1,0.85,-1.46,0.85
77,39.63,-88.21,73.57,-174.11,-176.73,14,0.41,-1,0.08
78,-3.97,-70.71,74.96,-110.83,34.01,152,1.01,-1.59,-0.11
79,-65.2,-21.73,64.65,28.24,59.76,-15.32,0.34,-0.05,0.28
80,-52.58,39.35,81.76,-20.03,189.39,-250,-0.04,0.49,0.66
81,-1.52,43.75,87.66,80.27,250.13,-203,-0.01,0.47,0.62
82,8.35,40.6,84.86,30.88,23.45,-5.85,0.17,0.02,0.66
83,64.78,26.82,73.37,-3.08,-5.78,32.24,0.53,-0.25,0.6
84,51.88,28.5,10.31,-32.88,-46.54,250,0.12,-1.11,-0.02
85,6.11,34.26,-0.07,-239.02,17.39,200,0.16,-1.16,0.34
86,6.39,61.1,14.13,-26.55,28.64,23.48,-0.46,-1.36,0.65
87,38.06,56.42,69.32,68.69,114.66,24.67,0.4,0.14,0.38
88,25.78,32.56,95.56,233.85,-11.69,146,0.04,0.61,0.49
89,-4.43,9.52,92.9,113.95,-79.42,99.1,-0.14,0.51,0.58
90,-6.35,9.11,85.7,-3.61,-86.95,-17.1,0.5,-0.3,0.39
91,6.41,-9.29,26.99,-20.58,-1.73,-24.5,0.35,-1.61,0.38
92,35.4,-16.55,-25.64,-218.31,-65.21,24,0.17,-1.04,0.11
93,1.01,-15.3,-30.25,-194.21,-28.53,135,0.71,-1.41,-0.36
94,-51.4,32.68,-41.92,-9.99,3.86,3.92,0.61,-0.35,0.17
95,-65,91.5,-19.29,-42.08,194.73,-198,0.05,0.43,0.63
96,-15.1,89.09,-16.23,88.57,250.13,-250,0.35,0.55,0.65
97,5.23,61.71,-3.98,3.69,5.63,-58.43,0.11,0.29,0.44
98,29.73,46.34,4.12,40.74,-92.23,20.18,0.94,-0.68,-0.04
99,64.78,-5.57,31.18,26.66,-49.99,114.7,0.17,-0.89,0
100,8.05,-42.31,21.98,-19.18,-146.34,30,-0.36,-1.1,0.15
101,-3.82,-3.37,29.84,46.27,146.36,-14.6,0.11,-1.39,0.82
102,-1.7,43.05,64.58,154.07,186.77,-6.5,-0.16,-1.02,0.77
103,22.51,44.63,122.09,250.13,12.17,86.92,0.27,0.5,0.21
104,12.68,54.29,130.21,42.97,49.84,48.56,0.01,0.54,0.74
105,-3.19,50.84,127.01,2.28,-5.01,-12.31,0.23,0.17,0.3
106,-30.64,-0.58,95.45,-110.44,-193.31,-1,0.99,-0.92,0.44
107,47,-51.72,29.12,-244.03,-197.86,18,0.47,-1.18,0.23
108,19.43,-76.47,14.89,-41.74,-104.02,74,0.33,-1.01,-0.09
109,-1.25,-47.42,17.76,25.38,107.45,-4.83,0.87,-1.19,-0.14
110,-65,-35.71,10.11,-19.27,45.13,-250,0.35,0.13,0.41
111,-40.87,-5.41,28.25,72.44,122.5,-157,0.1,0.59,0.65
112,-2.95,-14.34,31.55,10.99,-35.59,-11.3,0.28,0.48,0.66
113,8.01,-11.56,33.59,7.82,11.93,30.92,0.66,-0.02,0.06
114,64.78,-31.46,65.2,132.87,-68.3,250,1.15,-1.14,-0.11
115,65.03,-25.59,46.89,-55.74,25.69,250.1,0.64,-1.08,0.12
116,5,-29.3,40.69,-7.92,-14.03,19.22,0.36,-1.26,0.36
117,-5.73,33.46,58.96,90.98,250.13,-22.1,-0.03,-1.21,0.8
118,22.73,55.29,116.77,250.13,92.66,87.41,0.14,0.27,0.32
119,23.69,16.48,132.82,77.37,-144.31,91.4,0.27,0.45,0.66
120,0.25,22.85,132.3,14.08,31.29,0.95,0.26,0.51,0.25
121,-15.9,-0.1,116.34,-51.74,-84.64,-61,0.55,-0.41,0.57
122,17.11,-21.97,58.85,-207.3,-81.53,65,0.54,-1.56,0.31
123,30.88,-43.34,18.04,-143.69,-86.5,119,0.51,-1.01,-0.03
124,-0.67,-11.07,19.21,17.73,126.66,-2.6,1.02,-1.31,-0.3
125,-64.41,44.98,1.48,-59.79,228.72,-247,0.41,-0.21,0.19
126,-61.47,85.8,16.78,65.71,180.36,-237,0.07,0.51,0.64
127,-5.84,84.28,25.43,31.18,8.4,-22.46,0.08,0.51,0.68
128,2.99,90.32,29.75,15.52,38.7,11.55,0.46,-0.26,0.31
129,65.03,42.97,53.68,104.63,-167.41,250,0.66,0.1,-0.13
130,49.76,58.16,63.61,47.25,80.31,192.14,0.36,-1.15,-0.07
131,26.73,42.85,47.42,-43.05,-49.25,102,0.39,-1.09,0.17
132,-4.8,70.25,58.86,64.67,120.24,-18.5,0.26,-1.55,1.03
133,-14.4,84.94,112.58,234.46,71.68,-55.8,-0.18,-0.11,0.14
134,27.9,95.25,153.76,187.13,47.6,107.3,0.33,0.47,0.47
135,2.89,78.5,153.01,15.32,-47.61,11.1,0.23,0.55,0.61
136,-6.62,68.18,145.99,-10.07,-26.4,-25,0.31,-0.14,0.42
137,2.99,61.64,99.79,-159.91,-9.7,11.5,0.47,-1.43,0.13
138,40.92,74.61,40.17,-212.29,65.01,157,0.34,-1.14,0.35
139,2.21,66.02,30.49,-21.63,-19.9,8.49,0.5,-1.2,-0.09
140,-29.78,86.05,19.02,-30.44,94.82,-114,0.96,-0.41,0.22
141,-65.2,125.89,17.2,-0.63,182.96,-250,0,0.31,0.5
142,-16.7,148.86,36.62,75.78,112.58,-64.7,-0.09,0.68,0.53
143,1.85,151.67,47.16,39.85,34.11,7.11,-0.12,0.56,0.56
144,10.36,150.6,45.06,-7.93,18.7,40.01,1.04,-0.19,0.38
145,64.78,134.19,69.54,107.22,-30.89,250,0.61,-0.96,0.21
146,43.97,65.35,16.59,-192.75,-250.14,16,0.3,-1.13,0.03
147,-8.84,78.92,11.94,-3.91,67.21,-33.99,0.26,-1.25,0.58
148,-2.12,102.11,34.41,102.44,107.67,-8.1,-0.17,-1.18,0.69
149,19.33,117.38,93.11,250.13,76.4,74.34,0.02,0.24,0.42
150,27.66,83.39,104.27,55.09,-117.43,106,0.31,0.48,0.69
151,2.02,74.54,103.55,8.65,-18.91,7.79,0.18,0.5,0.32
152,-23.06,28.09,90.99,-42.48,-172.11,-89,-0.29,-0.31,0.57
153,-21.79,29.18,28.09,-233.35,5.03,-83.8,0.42,-1.27,0.65
154,33.79,25.11,-30.02,-219.79,-9.02,130,0.26,-1.1,0.14
155,-4.7,13.9,-32.99,-4.63,-38.82,-18,0.87,-1.28,-0.08
156,-46.7,46.58,-48.92,-60.38,139.14,-180,0.74,-0.35,-0.11
157,-63,104.6,-55.57,-30.51,250.13,-245,0.42,0.34,0.6
158,-15.8,90.51,-42.68,38.89,-34.76,-61.3,0.16,0.53,0.7
159,0.69,90.84,-33.45,24.26,17.52,2.65,0,0.19,0.47
160,36.38,74.41,-26.34,19.6,-51.56,140.4,1.04,0.02,-0.13
161,64.78,69.16,9.22,138.63,4.18,250.13,0.79,-1.47,-0.37
162,56.33,53.58,16.21,21.32,60.77,0.02,0.17,-1.04,0
163,0.01,66.24,17.65,236.56,-36.46,-45,0.02,-1.48,1.13
164,-11.67,54.5,73.66,231.85,-8.58,60.43,0.08,-0.38,0.13
165,15.71,49.74,125.83,-1.89,-58.76,48.65,-0.1,0.56,0.37
166,12.65,33.44,122.55,3.11,-23.24,-24.76,0.23,0.52,0.74
167,-6.41,25.75,119.78,-142.92,-71.36,-44,0.38,0.14,0.18
168,-11.53,4.55,80.05,-233.82,16.46,160,0.66,-1.06,0.7
169,41.49,7.36,16.81,-71.26,-51.31,17.3,0.24,-1.15,0.31
170,4.5,-6.15,-4.43,1.91,183.73,-71.64,0.44,-1.1,-0.12
171,-18.56,38.91,-6.48,24.01,139.81,-250,1.22,-0.72,0.07
172,-65.04,69.88,-1.46,37.7,126.44,-116,0.18,0.11,0.53
173,-30.09,97.8,8.44,23.05,47.28,0.73,-0.02,0.55,0.71
174,0.19,105.75,15.36,-1.74,-24.71,89.9,-0.08,0.36,0.53
175,23.28,95.66,15.67,135.96,-164.52,250,1.2,-0.04,0.15
176,64.78,47.63,48.78,-72.2,-82.07,191,0.87,-1.32,-0.02
177,49.58,23.98,26.62,-2.16,34.81,-12.57,0.31,-1.09,0
178,-3.28,31.1,22.05,124.31,173.05,-31,0.1,-1.38,0.5
179,-8.18,72.72,49.28,250.13,93.89,156.8,-0.35,-0.92,0.42
180,40.77,94.01,107.37,34.59,-55.66,80.02,0.24,0.5,0.2
181,20.72,75.44,113.97,-2.79,-10.74,-20.2,0.31,0.53,0.8
182,-5.25,69.03,109.99,-82.93,-179.57,-51,0.19,0.34,0.26
183,-13.41,20.51,86.76,-184.39,-140.69,81,0.83,-0.49,0.51
184,21.03,-17.27,36.37,-115.44,29.69,176,0.34,-1.5,0.4
185,45.79,-9.66,3.27,6.79,11.63,-12.22,0.13,-1.03,0.04
186,-3.17,-6.66,1.52,-17.89,250.13,-163,0.53,-1.26,-0.33
187,-42.3,54.91,-5.53,103.23,145.43,-250,0.54,-0.46,0.26
188,-65.04,87.17,18.96,76.63,112.97,-50,0.16,0.47,0.52
189,-12.9,111.25,38.88,6.27,13.7,7.88,0.06,0.66,0.69
190,2.06,110.09,40.64,38.12,68.08,198.97,0.4,0.17,0.67
191,51.53,121.41,48.99,-20.47,-136.35,250,0.95,-0.05,0.05
192,64.78,79.22,41.83,-38.35,-194.99,57,0.34,-1.22,-0.06
193,15,26.94,27.66,15.87,36.95,-1.89,0.27,-1.02,0.05
194,-0.49,34.48,27.53,168.4,38.21,-39.9,-0.05,-0.63,0.31
195,-10.35,42.66,65.75,250.13,114.99,124,-0.03,0.5,0.32
196,0,0.76,0.54,28.4,13.53,70.93,0.17,0.53,0.71
197,32.35,69.82,123.02,7.72,-1.27,-29.21,0.16,0.3,0.3
198,18.37,70.49,127.46,-92.53,-179.79,-12,0.58,-0.72,0.52
199,-7.6,66.92,125.73,-239.24,-115.55,10,0.62,-1.39,0.28
200,-31.13,18.71,99.34,-95.49,-120.18,34,0.46,-1.13,-0.06
201,26.32,-12.09,34.17,21.18,88.61,-22.1,0.91,-0.85,0.14
202,8.99,-42.55,6.42,-34.5,140.82,-250,0.33,0.15,0.44
203,-5.72,-19.7,8.72,12.41,91.11,-141,0.12,0.37,0.73
204,-65.04,14.37,-1.95,46.46,37.87,-7.57,0.09,0.39,0.7
205,-36.67,35.13,1.83,21.44,3.48,31.47,1.38,-0.35,0.02
206,-1.96,42.82,14.37,232.48,-187.48,250,0.64,-0.55,-0.14
207,8.15,41.72,20.27,-98.91,96.47,240,0.41,-1.08,0.01
208,64.78,-9.59,76.69,-18.76,38.23,-16.1,0.08,-1.16,0.25
209,62.4,12.92,47.35,68.46,86.85,-43.84,0.07,-1.5,0.71
210,-4.18,21.07,38.03,250.13,194.18,64.7,0.18,0.53,0.7
211,-11.35,41.67,50.44,98.21,12.53,115.31,-0.05,0.55,0.21
212,16.82,88.37,108.27,2.44,18.66,-0.94,0.28,-0.43,0.38
213,29.87,88.02,130.43,-43.1,-194.64,-74,0.61,-1.55,0.53
214,-0.24,88.69,127.27,-216.98,-93.18,54,0.18,-1.04,0.1
215,-19.4,36.92,114.19,-121.21,41.96,145,0.79,-1.37,-0.07
216,14.22,11.22,54,27.47,70.8,-3.67,0.56,-0.51,0.29
217,38.05,20.48,18.97,-10.72,240.73,-189,0.19,0.38,0.6
218,-0.95,36.87,21.89,7.27,168.37,-250.1,0.14,0.71,0.67
219,-49.2,94.06,15.95,31.2,91.08,-29.27,0.05,0.29,0.39
220,-65,130.57,15.57,0.21,-85.38,127.42,0.76,-0.14,-0.11
221,-7.61,147.5,23.97,71.65,-102.27,250,0.47,-1.17,-0.19
222,0.89,133.58,26.95,2.95,-72.47,218.9,0.11,-0.97,-0.04
223,33,106.78,27.36,18.93,36.44,-11.95,0.75,-1.52,0.67
224,64.78,74.02,43.66,146.44,50.46,-183,0.19,0.04,0.37
225,56.91,52.1,39.99,206.98,250.13,90.1,0.02,0.32,0.42
226,-3.1,58.81,39.77,-22.91,-42.76,152,0.18,0.54,0.73
227,-47.57,68.04,72.33,15.02,1.54,-17.4,0.22,0.47,0.25
228,23.4,126.65,121.3,-70.27,-179.86,-66,0.29,-0.44,0.49
229,39.7,110.82,112.24,-250.14,-73.32,135,-0.01,-1.4,0.35
230,-4.5,106.33,112.94,-100.26,-38.21,104,0.06,-1.07,0.16
231,-17.18,56.45,93.13,15.66,82.1,-14.05,1.06,-1.29,-0.07
232,35.34,34.96,25.46,-39.1,180.6,-198,0.91,-0.38,0.31
233,27.19,24.08,-3.53,89.25,250.13,-222,0.14,0.48,0.61
234,-3.65,43.48,-2.71,29.73,-21.99,-58.8,0.2,0.61,0.66
235,-51.3,85.07,-14.34,5.58,3.08,2.36,0.42,0.08,0.24
236,-57.98,141.63,7.65,30.34,-192.48,207,1.06,-0.44,-0.28
237,-15.2,130.1,16.23,44.34,-222.77,250,0.36,-1.03,-0.22
238,0.61,125.17,18.63,39.12,-91.4,60.64,0.29,-1.02,-0.02
239,53.79,69.94,25.81,25.05,70.83,16.6,0.28,-1.5,0.71
240,65.03,8.99,34.97,199.85,76.34,-102,-0.29,-0.57,0.3
241,15.77,-14.92,40.62,182.22,65.43,250.1,0.43,0.41,0.67
242,4.31,2.72,42.29,45.33,38.46,19.9,0.17,0.52,0.65
243,-26.56,21.2,87.77,1.38,2.76,-21.43,0.3,-0.09,0.34
244,64.78,37.6,127.43,-119.83,84.19,-166,1,-0.84,0.54
245,5.17,44.56,134.72,-166.09,-98.37,212,0.37,-1.25,0.42
246,-5.55,43,131.2,-40.09,82.6,76,0.28,-1.05,-0.13
247,-43.09,60.6,95.73,-6.9,131.4,-67.4,0.93,-0.63,-0.08
248,55.24,31.82,48.98,-71.83,129.02,-250,0.11,0.13,0.45
249,19.68,50.46,34.43,11.15,19.4,-114,0.25,0.53,0.79
250,-17.48,80.52,28.39,23.01,3.69,11.13,0.25,0.39,0.63
251,-65.04,107.28,7.96,8.59,-13.18,29.13,1.08,-0.33,-0.35
252,-29.5,107.28,11.04,141.71,-193.08,242,1.18,-1.3,-0.42
253,2.9,103.33,17.67,3.46,48.95,24.89,0.35,-1.03,-0.1
254,7.54,95.17,20.27,58.01,241.92,-41.1,0.81,-1.41,0.14
255,62.81,40.72,54.04,250.13,169.56,34.8,0.63,-0.77,0.91
256,61.05,-8.17,53.94,38.9,106.95,204.7,-0.07,0.24,0.44
257,0,234.8,82.82,18.39,-29.77,-10.7,0.4,0.59,0.63
258,6.45,3.59,49.81,-20.34,-18.19,-24,0.07,0.55,0.52
259,-10.67,62.41,59.85,-158.68,2.42,16.07,0.57,-0.03,0.39
260,9.06,101.11,118.49,-214.35,34.15,205,0.93,-1.46,0.76
261,53,123.98,124.56,-2.4,-109.16,-12,0.24,-1.18,0.25
262,-2.8,110.61,125.71,-16.45,115.83,-156,0.86,-1.27,-0.14
263,-6.3,101.45,117.48,-25.82,200.03,-250,0.75,-0.43,0.08
264,4.18,95.77,73.08,49.34,109.67,-19.8,0.11,0.66,0.7
265,53.21,99.25,14.84,-0.48,-24.22,6.81,0.34,0.18,0.59
266,-3.15,67.69,10.71,-7,-26.66,189.8,1.69,-0.73,-0.09
267,-40.72,92.64,3.94,-3.59,-250.14,250,0.52,-1.27,-0.21
268,-64.7,136.28,-3.83,41.04,-99.31,138.9,0.26,-1,-0.06
269,-5.15,157.42,9.44,17.09,86.64,-8.74,0.78,-1.15,0.99
270,1.76,144.84,10.67,216.24,109.06,-124,-0.03,-0.45,0.53
271,49.17,131.28,9.08,145.54,83.04,196.2,-0.02,0.52,0.47
272,64.78,61.17,6.9,7.92,-41.65,58.45,0.23,0.55,0.77
273,36,33.15,14.18,-121.23,-90.72,-11,0.31,0.09,0.28
274,-2.27,52.86,14.88,-205.65,-212.69,16,0.89,-1.25,0.73
275,-32.22,76.78,66.35,-18.47,60.53,60.9,0.58,-1.23,0.47
276,51.01,94.55,98.43,3.36,127.43,-50.05,0.21,-1,0.02
277,15.14,80.46,98.38,-2.05,142.28,-250,0.98,-0.61,0.42
278,-5.62,70.27,98.38,64.44,82.34,-111,0.33,0.17,0.43
279,-30.75,42.86,64.56,25.04,-33.47,-5.73,0.12,0.64,0.67
280,43.22,-13.01,8.95,49.98,-39.88,146,0.3,0.18,0.6
281,15.83,1.67,1.63,67.31,-27.56,250.1,0.89,-0.03,0.24
282,-12.96,32.82,-0.74,-77.49,-37.49,157,0.3,-0.89,-0.08
283,-64.79,64.77,-2.4,17.82,23.63,-20.05,0.21,-1,-0.04
284,-28.76,81.21,14.41,154.35,188.22,-143,0.74,-1.91,0.49
285,-1.49,69.31,21.82,152.13,198.92,237,-0.17,-0.3,0.58
286,37.81,55.59,33.97,26.83,-16.07,58.69,0.26,0.36,0.52
287,64.78,43.52,49.26,5.44,-41.43,-24.24,0.02,0.48,0.73
288,41.06,31.68,25.13,-111.87,-139.15,-1,0.22,0.09,0.36
289,-5.19,35.82,25.43,-81.28,-45.68,55.6,0.86,-0.73,0.44
290,-37.16,80.36,60.19,29.67,14.42,10.65,0.56,-1.16,0.38
291,61.64,127.37,94.7,-13.85,136.53,-250,0.32,-1.07,0
292,15.32,117.36,98.9,68.56,149.95,-224,0.78,-1.25,0.01
293,-6.28,102.32,97.64,31.42,-13.64,-54,0.39,-0.24,0.3
294,-26.7,62.41,66.42,12.69,4.18,18.02,0.17,0.54,0.53
295,39.75,34.27,22.8,7.58,-93.78,250.13,0.23,0.55,0.68
296,14.42,20.55,-0.7,-18.1,-250.14,196,0.63,0.09,0.26
297,2.77,22.66,3.8,0.27,11.59,-0.02,0.95,-0.63,0.1
298,-64.79,54.42,-2.12,55.34,109.59,11.99,0.29,-1.06,-0.05
299,-58.18,87.72,13.97,216.07,75.77,50.37,0.16,-1.09,0.07
