,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
59,-52,-22.72,-154.55,-203.57,-110.85,-1,1,0.13,1.21
60,-25,-13.42,-117.99,-17.04,57.57,-193,0.55,0.18,0.69
61,16,-15.56,-100.26,114.89,49.23,-147,0.12,0.71,0.76
62,19,-31.41,-151.91,86.98,-57.08,27.68,-0.3,0.47,0.28
63,-43,-39.19,-167.64,-156.09,-53.32,97,0.21,0.7,0.28
64,-47,-50.51,-145.76,-131.44,-90.69,-11,0.78,0.35,1.06
65,-2,-37.37,-114.07,7.9,56.39,-201.21,0.45,0.12,0.87
66,31,-54.46,-128.51,114.53,33.4,-97.3,-0.04,0.79,0.72
67,-68,-83.21,-187.88,41.28,-12.97,61.92,-0.16,0.6,0.19
68,-49,-80.28,-141.23,-230.6,-59.92,74,0.64,0.68,0.39
69,14,-67.67,-129.66,-89.25,-28.34,-169,0.86,0.23,0.71
70,26,-78.21,-173.09,55.75,-46.15,-184,0.85,0.8,0.9
71,-44,-88.54,-202.38,97.4,40.05,-8.32,-0.26,0.35,0.35
72,-50,-74.66,-183.77,-89.12,-72.96,121,0.17,0.86,0
73,-16,-59.17,-138.29,-233.54,-113.59,-9,0.29,-2.51,0
74,33,-57.08,-140.04,-55.02,-9.4,-244,0.86,0.25,0.94
75,10,-87.82,-181.4,151.4,1.93,-192.2,0.69,0.39,0.65
76,-47,-90.73,-207.78,11.33,36.38,54.54,0.35,0.53,0.71
77,-40,-71.11,-188.49,-202.53,-48,104,-0.1,0.73,0.13
78,-2,-68.58,-146.38,-147.18,-46.07,-17,0.46,0.59,0.41
79,37,-70.36,-173.87,39.17,49.17,-194.6,0.89,0.27,0.72
80,-16,-80.72,-207.88,147.4,47.98,-62.4,1.13,0.51,0.92
81,-53,-73.63,-200.63,-42.28,-1.07,126.7,-0.18,0.44,0.65
82,-40,-64.84,-164.08,-194.18,-124.99,40,0,0.75,0.09
83,29,-60.51,-149.98,-135.83,-18.2,-18,0.95,0.69,0.48
84,27,-72.58,-191.36,37.82,67.02,-157.6,0.89,0.14,0.81
85,-62,-57.79,-205.74,130.69,-5.02,-9.21,0.28,0.61,0.69
86,-47,-54.06,-180.85,-142.27,-13.11,143,-0.23,0.44,0.31
87,-2,-52.75,-145.3,-167.31,-46.39,-62,0.45,0.67,0.31
88,36,-49.78,-156.28,-5.5,20.89,-204.4,0.96,0.51,1.03
89,-6,-78.04,-199.58,107.64,24.06,-157,0.63,0.15,0.92
90,-43,-67.76,-199.89,18.42,5.58,112.34,0.05,0.63,0.65
91,-59,-68.53,-181.58,-195.52,-50,107,-0.09,0.57,0.15
92,13,-59.08,-141.65,-88.96,51.2,-239,0.93,0.61,0.42
93,46,-57.66,-177.05,60.32,7.49,-184.47,0.43,0.08,1.05
94,-38,-57.94,-191.88,107.66,-6.79,-11.2,0.19,0.65,0.75
95,-14,-36.88,-154.78,-78.09,6.63,141.6,-0.26,0.43,0.53
96,40,-33.14,-161.89,-201.14,-113.15,-2,0.25,0.69,0.18
97,2.4,-51.4,-209.54,-35.16,32.02,-167,1.06,0.39,0.79
98,-65,-52.72,-226.79,34.41,-10.15,-228,0.29,0.17,0.79
99,-39,-36.28,-188.6,125.76,21.58,53.15,0.43,0.74,0.66
100,23,-31.77,-165.59,-170.47,3.46,178.3,-0.33,0.32,0.39
101,20,-40.96,-208.48,-90.4,-4.6,-148,0.7,0.54,0.44
102,-40,-50.42,-234.28,-6.9,-2.89,-247.9,0.86,0.41,1.1
103,-51,-30.91,-209.39,87.08,71.35,-53.95,0.43,0.09,1.23
104,-12,-37.27,-171.4,-65.99,9.59,154.76,-0.05,0.58,0.57
105,39,-22.48,-173.33,-220.5,-71.53,9.4,0.04,0.74,0.16
106,-2,-45.63,-226.35,-104.64,-4.98,-250,0.88,0.5,0.79
107,-43,-45.49,-216.64,109.35,59.29,-153,0.87,0.23,0.61
108,13,-45.17,-175.6,53.06,10.7,90.59,0.17,0.61,0.57
109,39,-31.02,-225.65,-204.95,-35.15,79,-0.09,0.46,0.28
110,-59,-41.02,-263.21,-138.35,-37.6,-15,0.76,0.74,0.39
111,-47,-43.72,-251.36,57.67,74.15,-196.5,0.91,0.15,0.94
112,-20,-36.81,-202.67,114.41,-30.34,-48,0.47,0.52,0.86
113,46,-25.73,-212.36,-46.95,55.85,153,0.02,0.41,0.73
114,-7,-51.83,-234.37,-243.9,-89.29,-10,0.21,0.73,0.05
115,-50,-63.86,-245.25,-85.59,4.92,-250.1,0.9,0.51,0.78
116,-44,-61.76,-203.63,42.66,-7.17,-165.7,0.83,0.14,0.75
117,15,-52.24,-176.07,123.31,-12.36,53,0.42,0.59,0.67
118,37,-58.18,-216.19,-233.45,57.49,150,-0.32,0.33,0.21
119,-52,-74.49,-244.6,-189.12,-36.04,-23,0.88,0.57,0.46
120,-46,-67.52,-226.05,2.82,-13.92,-181.7,1.1,0.25,0.67
121,-18,-57.22,-199.42,151.4,21.28,-79.8,0.3,0.22,0.72
122,37,-54.26,-188.22,-85.21,38.86,181.4,0.06,0.31,0.81
123,17,-71.88,-225.78,-128.53,-103.46,-2,0.02,0.72,0.06
124,-61,-55.73,-243.56,-84.37,-50.34,-196,0.67,0.78,0.68
125,-33,-48.44,-214.47,119.92,0.79,-170,0.83,0.4,0.92
126,-12,-39.29,-172.57,67.84,26.1,58.04,0.28,0.71,0.61
127,39,-53.2,-185.3,-196.72,-26.04,146,-0.14,0.53,0.25
128,-10,-72.62,-223.87,-151.68,-68.25,-20,0.71,0.78,0.4
129,-57,-49.96,-210.97,31.38,18.88,-176.5,0.71,0.31,0.74
130,-34,-33.81,-164.32,61.78,30.34,-70.3,0.34,0.41,0.93
131,13,-28.61,-135.35,2.16,2.04,143.44,-0.01,0.7,0.51
132,43,-80.69,-178,-185.36,-72.53,66,-0.05,0.58,0.24
133,-34,-79.91,-204.66,-108.04,60.32,-236,0.8,0.58,0.66
134,-51,-57.03,-199.7,72.6,23.66,-130.5,0.91,0.03,0.98
135,-25,-37.69,-155.82,125.66,28.39,-48,0.33,0.47,0.73
136,34,-27.33,-149.3,-90.99,-60.63,150,-0.05,0.56,0.44
137,7.7,-52.22,-190.03,-189.07,-80.3,-39,0.12,0.75,0.13
138,-47,-50.34,-213.67,145.35,56.8,-133,0.88,0.61,0.89
139,-45,-39.73,-193.54,78.96,13.36,50.07,-0.42,-0.54,1.6
140,-3,-35.52,-157.13,-197.89,-205.19,16,0.01,0.63,0.56
141,40,-37.71,-173.56,-138.78,-3.42,-131,-0.11,0.48,0.19
142,0.5,-64.96,-213.97,-15.34,85.77,-197,0.88,0.51,0.34
143,-56,-57.38,-217.39,136.21,65.06,-97.6,0.74,0.42,0.77
144,-40,-44.82,-190.24,-12.55,35.17,130.7,0.71,0.28,0.78
145,7.3,-42.55,-151.4,-193.19,-98.21,29,-0.26,0.55,0.44
146,34,-45.52,-188.29,-127.33,7.06,-182,-0.02,0.58,0.04
147,-19,-71.26,-213.45,42.13,39.18,-176.1,0.76,0.67,0.67
148,-56,-51.12,-210.1,107.85,7.6,-13.99,1.03,0.25,0.85
149,-26,-36.5,-169.95,-101.78,-11.6,157,0.51,0.46,0.77
150,23,-32.22,-154.71,-193.2,-108.16,1,-0.22,0.48,0.45
151,16,-55.2,-202.71,-49.6,27.1,-218,0.26,0.74,0.24
152,-53,-68.03,-223.06,68.28,43.53,-157.3,0.79,0.42,0.69
153,-45,-56.63,-200.99,118.56,-3.3,28.42,0.77,0.19,0.76
154,3.5,-44.91,-164.44,-180.61,-13.6,133,0.27,0.6,0.8
155,47,-48.16,-198.52,-135.11,-104.53,-7,-0.3,0.39,0.27
156,-29,-63.75,-227.22,-22.96,75.78,-216,0.53,0.8,0.27
157,-55,-67.18,-226.05,119.14,48.61,-101,0.84,0.51,0.89
158,-36,-60.51,-189.65,20.83,12.21,92.31,0.78,0.28,0.87
159,15,-58.74,-157.13,-221.76,-90.08,62,-0.16,0.64,0.5
160,30,-70.35,-202.32,-114.85,-55,-20,0.06,0.65,0.08
161,-41,-90.56,-229.67,46.08,39.65,-176.4,0.73,0.51,0.54
162,-29,-71.98,-177.59,110.33,32.69,13.72,0.61,0.04,0.9
163,41,-78.56,-182.31,-172.13,-15.77,181,0.46,0.59,0.5
164,20,-106.95,-215.74,-150.06,-63.63,-11,-0.4,0.33,0.51
165,-57,-92.94,-236.85,-33.77,-18.9,-213,0.39,0.75,0.09
166,-46,-79.35,-214.63,100.24,16.53,-138,1,0.43,1.01
167,2.8,-69.47,-161.67,-212.83,-49.53,118,0.51,0.22,0.81
168,43,-76.86,-199.66,-144.79,-85.33,-16,0.06,0.87,0.53
169,-31,-99.22,-226.97,-27.27,26.61,-238,-0.17,0.43,0.28
170,-57,-88.36,-226.77,153.24,21.05,-114,0.7,0.63,0.51
171,-28,-59.95,-174.97,-59.4,-36.11,158,0.85,0.29,0.79
172,31,-43.1,-162.8,-167.34,-120.28,80,0.83,0.3,0.8
173,25,-53.4,-203.23,-120.76,47.6,-222,-0.5,0.56,0.26
174,-65,-63.03,-207.37,48.53,42.36,-178.2,0.14,0.67,0.11
175,15,-55.86,-171.66,172.15,20.08,10.93,0.8,0.46,0.81
176,48,-49.43,-200.53,-187.07,-35.89,168,0.84,0.23,0.54
177,-15,-67.77,-233.96,-144.88,-95.57,-12,0.34,0.35,1.1
178,-65,-51.59,-224.29,-38.84,34.69,-221,-0.38,0.32,0.26
179,-23,-54.19,-179.95,164.37,101.51,-110,0.5,0.75,0.33
180,30,-37.85,-170.58,6.92,57.31,120.01,0.82,0.47,0.87
181,14,-61.68,-212.06,-194.19,-41.92,97,0.7,0.35,0.62
182,-53,-44.25,-226.39,-159.37,-54.31,-23,0.11,0.52,0.47
183,-46,-34.87,-188.56,64.7,11.15,-250.1,-0.05,0.72,0.02
184,-7,-39.7,-151.37,105.76,13.71,59.79,0.84,0.72,0.69
185,52,-32.8,-169.45,-151.18,21.42,184,0.89,0.24,0.7
186,-26,-67.14,-217.06,-169.82,-76.04,-60,0.6,0.56,0.39
187,-58,-58.46,-220.75,-0.03,61.08,-250.1,-0.31,0.28,0.43
188,-35,-53.97,-182.51,134.82,-18.07,-90,0.43,0.71,0.3
189,23,-47.31,-162.57,-3.03,57.21,118.69,0.81,0.47,1.05
190,19,-60.13,-201.22,-199.3,-94.97,54,0.87,0.18,0.88
191,-34,-62.6,-217.85,-93.07,67.18,-204,0.06,0.61,0.58
192,-52,-50.04,-209.28,109.16,34.8,-179,0.03,0.55,0.16
193,-32,-28.85,-173.74,112.24,-26.24,-30,0.8,0.61,0.6
194,29,-28.47,-144.72,-105.38,25.37,200,0.91,0.23,0.87
195,23,-35.06,-184.31,-222.11,-135.65,-1,0.45,0.68,0.64
196,-47,-58.04,-217.95,-52.5,31.04,-222,-0.13,0.61,0.69
197,-47,-61.6,-193.23,109.77,9.27,-135,0.39,0.73,0.35
198,-18,-40.43,-153.33,40.61,15.56,91.01,0.91,0.43,0.69
199,36,-42.42,-160.53,-187.13,-52.85,75,0.85,0.41,0.76
200,8.9,-62.6,-200.69,-101.42,-13.31,-13,0.06,0.65,0.54
201,-61,-55.61,-209.04,-4.04,44.46,-200,-0.15,0.49,0.19
202,-48,-41.75,-175.17,100.07,76.68,-124,0.73,0.74,0.57
203,14,-29.23,-144.01,78.69,-5.4,111.8,0.7,0.26,0.82
204,34,-31.64,-179.46,-187.85,-24.37,89,0.48,0.4,0.89
205,-35,-25.59,-214.32,-167.34,-89.98,-18,-0.05,0.75,0.48
206,-65,-7.14,-207.41,59.76,-18.62,-183,-0.12,0.41,0.2
207,-26,19.29,-166.53,122.96,74.3,-69.9,0.76,0.71,0.51
208,27.6,30.19,-147.95,-67.33,-14.54,137,0.87,0.29,0.66
209,15.8,17.12,-194.25,-191.56,-81.86,34,0.58,0.52,0.82
210,-58,14.26,-216.06,-68.35,23.63,-237,-0.07,0.47,0.56
211,-48,27.98,-187.75,94.99,48.89,-184.6,-0.01,0.72,0.01
212,1.95,39.2,-152.2,91.52,39.28,54.52,0.77,0.67,0.82
213,41.2,46.72,-158.84,-172.56,-8.9,133,0.59,0.27,0.8
214,-1.7,19.82,-200.88,-169.65,26.1,-138,0.23,0.67,0.63
215,-65,23.44,-207.13,-7.48,76.57,-250.1,-0.29,0.37,0.43
216,-38,30.83,-166.7,125.63,106.26,-103,0.48,0.63,0.35
217,12.1,26.82,-140.78,35.24,46.86,106.51,1.14,0.11,1.24
218,39.6,25.94,-177.86,-216.28,-41.89,61,0.72,0.1,0.79
219,-33.7,5.79,-208.02,-119.04,-2.85,-226,0.12,0.56,0.84
220,-17,18.82,-154.49,71.41,61.6,-186.9,0.01,0.63,0.13
221,33.5,27.62,-156.18,106.51,45.93,7.52,0.71,0.76,0.61
222,12.9,11.14,-203.92,-61.71,39.31,159.2,0.7,0.07,0.95
223,-62,1.38,-226.14,-198.79,-93.6,-6,0.44,0.7,0.51
224,-46.1,7.77,-187.9,-58.73,23.54,-250,-0.27,0.43,0.52
225,9.14,7.81,-153.65,122.21,35.44,-148,0.25,0.76,0.24
226,38.1,1.71,-176.41,67.41,-14.23,46.66,0.8,0.5,0.66
227,-8,-13.71,-214.39,-180.59,5.89,153.1,0.73,0.2,0.96
228,-65,-15.11,-213.76,-152.77,-69.83,-13,0.19,0.64,0.63
229,-43,-15.12,-181.68,26.85,0.6,-241.18,-0.21,0.55,0.23
230,16,-11.1,-153.22,112.53,59.12,-69.4,0.5,0.77,0.23
231,38,-17.25,-187,-45.2,38.28,129,1,0.44,0.95
232,-41,-24.76,-230.39,-221.11,-55.49,49,0.69,0.35,0.64
233,-46,-15.79,-218.93,-122.77,-29.37,-23,-0.08,0.5,0.4
234,-43.5,1.03,-184.31,108.93,26.68,-178,0,0.76,0.06
235,27.9,11.82,-157.74,99.93,-3.95,35.14,0.69,0.56,0.68
236,25.23,2.7,-197.89,-127.65,-20.72,147,1.06,0.16,0.89
237,-45,-1.78,-213.09,-184.37,-56.2,-31,0.08,0.78,0.59
238,-53,-4.29,-201.37,-33.72,0.4,-250.1,-0.41,0.52,0.33
239,-12.3,5.21,-155.76,86.6,0.82,-166.58,0.22,0.75,0.14
240,33.5,11.49,-152.45,74.76,12.47,63.96,0.71,0.43,0.93
241,13,-11.79,-196.64,-167.59,-19.49,148,1.05,0.27,0.8
242,-57,-16.33,-216.39,-205.9,-24.95,-16,0.37,0.8,0.57
243,-43,-5.31,-182.62,6.25,36.8,-179.13,-0.07,0.51,0.25
244,6.84,-2.86,-140.95,97.11,67.03,-167.4,0.78,0.78,0.23
245,34,-10.5,-167.15,65.45,41.9,107.58,1,0.3,0.8
246,-16,-41.7,-199.36,-193.52,-28.27,97,0.48,0.28,0.78
247,-57,-40.66,-209.33,-96.54,-10.68,-176,0.24,0.65,0.73
248,-40,-37.19,-185.6,9.89,-5.76,-205.79,-0.1,0.58,0.17
249,21,-45.24,-144.16,144.79,33.47,-47.6,0.69,0.7,0.39
250,36,-40.18,-173.47,-23.66,28.06,128.9,0.86,0.48,0.8
251,-38,-72.18,-209.21,-206.23,-86.95,51,0.56,0.37,0.96
252,-48,-63.29,-204.56,-112.18,-12.17,-22,-0.28,0.41,0.43
253,-16,-52.21,-159.9,94.89,45.66,-165.9,0.19,0.84,0.12
254,26,-46.7,-155.43,131.31,4.14,26.31,0.64,0.53,0.97
255,25,-62.8,-201.73,-137.05,-26.82,131,0.89,0.14,0.75
256,-64,-66.65,-225.81,-159.96,-120.94,-6,0.51,0.68,0.79
257,-62,-35.76,-199.94,-74.42,4.99,-223,-0.31,0.39,0.35
258,6.1,-45.54,-164.18,54.07,8.34,-157.08,0.5,0.9,0.35
259,37,-48.08,-187.68,131.05,-44.4,81.8,0.74,0.55,0.86
260,-18,-70.34,-215.03,-150.8,17.15,138,0.84,0.31,0.73
261,-44,-79.36,-215.82,-175.1,-128.26,-1,0.11,0.73,0.69
262,-33,-57.63,-172.87,-17.98,29.76,-187,-0.27,0.26,0.24
263,27,-43.73,-166.49,141.75,33.67,-64.3,0.48,1,0.05
264,16,-61.92,-206.89,-21.11,13.47,103.1,0.9,0.48,0.84
265,-51,-64.16,-227.96,-216.48,-65.74,96,0.72,0.41,0.92
266,-48,-73.86,-203.38,-129.63,-16.35,-25,-0.04,0.31,0.6
267,-9,-60.72,-159.88,63.51,116.15,-241,-0.02,0.75,0.09
268,41,-58.34,-182.03,101.5,-46.95,23.6,0.73,0.71,0.56
269,-3,-72.61,-214.37,-131.25,-13.41,143,0.99,0.05,0.63
270,-61,-77.29,-235.74,-142.47,-90.19,-70,0.38,0.48,0.98
271,-42,-72.15,-200.58,-40.37,-42.57,-171,-0.13,0.46,0.26
272,11,-70.99,-168.92,132.67,77.84,-127,0.4,0.82,-0.02
273,41,-74.79,-202.22,-14.82,46.29,105,1.05,0.47,1.08
274,-34,-88.18,-233.41,-195.24,-74.02,64,0.45,0.26,0.72
275,-48,-92.3,-233.65,-119.21,-11.95,-19,0.3,0.49,0.69
276,-33,-44.61,-191.64,59.14,-43.6,-187,-0.01,0.68,0.13
277,35,-38.18,-176.88,136.7,37.82,-35.7,0.88,0.85,0.71
278,23,-40.92,-214.09,-125.92,2.17,159,0.87,0.22,0.89
279,-52,-45.74,-241.17,-161.06,-60.6,-14,0.88,0.47,1.19
280,-39,-21.48,-214,-121.81,-21.43,-23,-0.25,0.42,0.57
281,-8,-26.8,-172.08,97.21,12.97,-162.7,0.19,0.7,0.12
282,34.72,6.28,-199.9,87.37,-10.53,43.18,0.89,0.37,1.13
283,-26,-38.82,-230.55,-167.46,-20.21,159,0.89,0.21,0.57
284,-54,-46.22,-240.74,-161.62,-58.65,-13,0.55,0.66,0.7
285,-49,-38.74,-216.34,-41.9,-27.28,-187,-0.22,0.43,0.33
286,20,-37.94,-187.42,125.29,179.07,-128,0.67,0.72,0.36
287,36,-38.34,-211.77,15.48,19.27,138.02,0.94,0.51,0.79
288,-39,-48.41,-242.34,-182.51,-9.92,91.1,0.23,0.24,0.55
289,-62,-36.45,-250.67,-144.63,-17.09,-20,0.22,0.42,0.55
290,-18,-23.01,-206.24,63.67,95.34,-150,0.05,0.69,0.1
291,27,-13.42,-199.12,126.99,-24.41,-31,0.82,0.61,0.55
292,25,-28.14,-233.16,-150.66,131.54,134,1.01,0.17,0.68
293,-64,-18.35,-262.82,-159.69,-172.63,-1,0.69,0.8,0.62
294,-48,-6.74,-222.08,-81.32,-29.4,-211,0.02,0.42,0.53
295,5.1,-9.85,-173.56,52.16,26.31,-190.1,0.27,0.83,0.18
296,39,-10.14,-178.91,72.84,-4.5,80.01,0.95,0.69,0.71
297,1.1,-29.74,-232.01,-134.33,-1.18,140,0.52,0.27,0.53
298,-62,-15.92,-240.87,-160.02,-38.57,-15,0.42,0.73,0.64
299,-42,11.12,-207.27,-74.89,48.55,-239,-0.09,0.44,0.33
