yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.51,-42.43,70.53,3.89,-1.97,-1.97,0.06,0.97,0.17
-0.28,-42.36,69.93,-4.08,-6.35,-1.1,0.02,0.99,0.16
-0.29,-42.66,70.08,-1.26,-8.18,-1.11,-0.02,1.0,0.15
-0.57,-44.47,69.56,-3.95,-14.16,-2.21,-0.0,0.99,0.15
-0.73,-48.83,67.48,-9.71,-24.39,-2.81,0.03,0.94,0.2
-1.45,-32.02,72.54,18.92,61.0,-5.6,0.13,0.95,0.19
-4.63,-27.7,69.67,-10.34,8.71,-17.87,-0.41,1.0,0.22
-13.0,-25.64,71.55,6.43,2.48,-50.25,-0.15,0.98,0.18
0.34,-26.36,69.15,-10.31,-7.5,1.33,-0.05,0.84,0.21
21.14,-13.14,77.7,-15.35,-13.63,24.2,0.0,0.97,0.11
6.29,-16.01,74.12,-35.37,-18.82,17.9,-0.02,1.03,0.15
4.65,-20.0,65.62,3.45,5.68,-1.25,0.04,0.98,0.18
-0.32,-17.87,67.02,-1.55,-0.43,-0.86,0.08,0.97,0.2
-0.22,-17.45,67.06,-1.27,-4.77,-0.56,0.04,0.97,0.18
-0.15,-18.03,67.22,-7.25,-13.13,-1.47,0.02,0.98,0.18
