yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.03,-36.7,67.49,-2.29,-7.5,0.11,0.05,0.99,0.15
0.21,-37.68,66.95,-4.36,-9.46,0.8,0.04,0.97,0.15
-0.25,-37.38,68.16,2.64,-4.38,-0.98,0.05,0.98,0.15
0.01,-38.2,67.29,-5.78,-8.97,0.05,0.04,0.98,0.13
-0.1,-38.57,66.31,-5.97,-7.14,-0.37,0.05,0.98,0.16
1.6,-47.66,50.85,-62.63,-43.06,6.18,-0.04,1.27,0.48
-19.1,-65.77,51.05,-3.36,-82.44,-74.0,-0.22,1.01,0.1
3.15,-66.68,51.99,-0.16,-14.27,12.12,-0.01,0.88,0.22
6.27,-59.77,54.2,4.85,15.98,24.21,-0.1,0.84,0.17
4.76,-64.35,59.89,17.99,-27.96,18.39,0.01,1.0,0.09
2.12,-61.21,61.34,3.08,3.54,8.2,0.13,0.92,0.17
0.38,-60.71,62.22,0.52,-7.12,1.46,0.08,0.98,0.15
0.59,-61.2,61.85,-4.4,-10.87,2.28,0.1,0.99,0.14
0.39,-60.81,62.86,1.18,-7.09,1.51,0.12,0.97,0.12
1.38,-64.68,58.13,-19.65,-22.59,5.31,0.28,0.88,0.25
