yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-1.84,5.29,54.68,-17.21,-40.6,-36.0,-0.25,0.87,-0.23
10.55,-5.06,49.53,-20.5,-39.25,36.3,-0.34,0.93,-0.14
-10.43,-1.94,50.56,-0.69,10.0,-40.1,-0.18,0.98,0.0
3.21,9.76,27.4,-92.53,52.1,12.38,0.62,0.83,0.47
5.87,23.6,-37.74,-250.14,51.98,20.9,-0.19,1.65,0.23
15.04,35.77,-64.6,-112.34,40.01,58.0,-0.63,-0.12,0.0
-35.56,32.36,0.57,247.32,-11.24,-137.0,-0.34,0.45,-0.8
1.79,41.69,37.98,141.6,44.44,6.9,0.51,2.0,1.46
3.87,40.65,43.47,16.22,2.19,14.93,-0.04,1.04,0.29
-40.7,-21.62,28.78,-60.08,-250.14,-15.0,-1.45,1.77,0.38
-43.7,-52.94,-9.99,-158.58,-135.29,-1.0,-0.27,0.32,0.07
-1.6,-65.51,-20.11,-38.72,-55.47,-6.4,0.3,-0.3,0.71
27.29,-8.43,-9.45,43.66,228.08,104.9,0.2,-0.1,0.04
65.03,35.99,23.25,122.62,169.61,250.0,-1.33,1.31,0.49
15.77,53.04,27.73,13.6,68.42,60.89,-0.71,0.92,0.23
-1.15,52.65,28.96,-3.69,5.59,-4.46,-0.14,0.95,0.02
-2.12,50.74,27.46,-12.34,-1.02,-8.14,-0.2,0.96,0.32
-4.14,58.87,-33.2,-250.14,39.3,-15.0,-0.37,2.0,0.82
8.63,76.52,-70.08,-160.99,76.78,33.3,-0.1,0.18,0.15
0.8,52.48,-71.05,-9.79,-86.53,3.08,-0.18,-0.42,0.62
-14.9,46.66,-52.69,61.97,-20.04,-53.3,-0.45,-0.32,0.39
-46.87,62.52,15.04,250.13,69.59,-180.0,-0.22,1.37,0.12
-1.47,73.35,40.78,97.08,52.55,-5.64,-0.16,1.37,1.03
-0.97,77.02,41.27,-4.02,25.35,-3.76,-0.14,1.02,0.17
-10.21,56.32,42.72,4.21,-76.88,-39.4,-0.85,1.09,0.21
-64.79,-5.13,34.12,-35.25,-244.96,-25.0,-1.38,1.49,-0.19
-2.75,-25.6,12.25,-74.27,-77.21,-87.0,0.29,-0.03,0.13
21.16,-9.0,30.12,-0.7,2.52,-9.79,0.24,-0.45,0.92
64.78,4.01,70.18,79.31,68.18,81.69,0.29,-0.29,0.31
3.55,37.47,76.83,159.02,44.93,250.1,-0.9,1.02,0.62
-12.27,54.91,13.72,28.44,131.69,13.73,-0.5,1.14,0.44
17.9,91.2,-46.06,-8.92,29.45,3.73,-0.13,1.0,0.07
2.7,97.9,-54.5,-224.73,48.69,-43.0,0.06,2.0,1.23
-1.8,90.13,-50.82,-250.14,152.38,69.0,-0.35,1.3,-0.12
-16.89,69.39,-4.36,-35.05,34.46,10.37,-0.5,-0.45,0.27
-17.37,35.28,60.57,11.5,-21.14,-6.95,-0.53,-0.52,0.55
-1.01,21.97,68.55,178.34,-75.86,-65.0,-0.35,0.02,-0.38
-28.43,-3.04,57.32,250.13,-122.98,-66.0,0.64,2.0,1.08
-64.7,-61.01,29.86,31.72,-64.55,7.13,-0.06,1.13,0.42
-12.2,-73.72,17.91,-1.88,15.45,-3.59,-0.25,0.98,0.06
3.11,-72.05,15.93,-41.42,-102.56,-10.0,-1.04,1.3,0.78
24.22,-41.36,19.81,-106.92,-242.29,-2.0,-1.12,0.8,0.16
64.78,24.76,37.87,-41.16,-56.27,-47.0,0.27,-0.12,0.5
6.89,38.76,42.21,-1.55,-1.73,11.95,0.37,-0.38,0.87
5.98,33.61,38.31,20.01,123.95,93.5,0.61,-0.12,0.1
-3.93,45.84,-0.69,71.32,250.13,250.1,-1.15,0.65,-0.39
24.5,56.17,-55.81,15.4,54.09,26.52,-0.89,1.13,0.31
5.79,49.15,-70.14,-20.79,-17.05,23.1,-0.29,1.01,0.04
-0.74,42.83,-66.24,-159.37,54.82,-15.0,0.04,1.52,1.1
-25.6,13.31,-28.67,-231.81,45.87,94.2,-0.38,1.17,0.28
-13.37,16.67,33.35,-63.61,-27.48,22.2,-0.57,-0.21,0.39
-7.41,-5.36,46.22,7.01,-20.97,-2.85,-0.37,-0.29,0.9
-70.2,-57.42,13.12,138.69,-122.93,-98.0,-0.39,0.06,-0.12
-32.9,-81.62,-4.59,236.49,13.98,-51.6,-0.29,1.26,0.95
-1.84,-82.47,-7.52,46.62,-84.41,-28.5,0.15,1.07,0.5
9.57,-63.08,-5.59,3.6,-48.55,-31.45,-0.56,0.92,0.15
64.78,-8.15,15.91,-127.86,-161.8,-2.0,-1.45,1.74,0.48
22.11,15.9,21.42,-71.25,-96.1,-126.0,0.29,0.09,0.12
2.3,9.72,20.84,-7.96,-14.79,-7.11,0.19,-0.48,0.87
-5.21,-9.28,-7.21,11.34,70.05,36.94,0.37,-0.34,0.46
15.7,51.63,-66.09,81.09,200.99,250.1,-1.22,0.65,-0.2
60.37,241.91,4.0,16.16,89.53,85.02,-0.91,1.29,0.34
11.94,77.44,-89.56,-10.47,-25.18,8.87,-0.32,0.99,-0.03
-0.9,68.54,-84.3,-118.85,-74.02,-20.0,0.18,1.71,1.03
-32.1,36.34,-38.11,-98.56,104.73,46.0,-0.1,1.39,0.17
4.47,59.21,28.39,11.73,-30.17,-3.47,-0.28,-0.25,0.1
2.91,55.4,44.42,163.87,-123.43,-12.0,-0.69,-0.52,0.51
0.04,48.4,45.65,250.13,95.27,17.18,-0.06,0.09,0.04
-51.46,15.18,44.59,57.89,-6.79,11.19,-0.52,2.0,0.86
-57.9,-44.94,24.24,-0.48,-21.03,0.15,-0.15,1.26,0.49
-5.08,-47.07,15.88,-2.73,-134.05,-198.0,-0.2,1.03,0.07
4.28,-42.47,12.57,-85.4,-241.74,-22.0,-1.77,1.34,0.51
42.31,-4.6,36.54,-25.26,-14.68,-19.0,-0.11,0.28,-0.03
60.06,11.98,58.85,-6.34,12.96,16.51,0.1,-0.39,0.75
-7.8,39.64,52.71,95.72,134.49,163.3,0.21,-0.45,0.83
1.56,43.47,43.53,90.09,57.47,230.98,-0.27,0.08,0.07
29.62,48.24,-10.58,-25.34,110.01,-30.0,-1.81,1.24,0.76
-6.72,52.51,-59.23,-40.34,20.73,6.01,-0.33,0.88,0.3
2.01,44.38,-63.2,-218.8,26.75,114.0,-0.13,1.21,0.3
-9.22,44.11,-48.74,-207.66,20.82,-25.0,0.13,1.58,1.29
-20.99,28.96,18.28,-21.82,-32.78,7.72,-0.23,0.48,0.04
2.01,22.84,48.47,52.92,-1.76,-35.6,-0.75,-0.35,0.41
-16.25,0.44,51.57,250.13,-56.32,-81.0,-0.45,-0.31,0.26
-64.7,-37.22,32.35,113.96,-19.73,7.73,-0.38,1.33,0.22
-24.3,-75.58,17.5,16.55,-9.64,28.68,0.03,1.62,0.87
28.37,-47.28,22.23,-8.48,-74.97,-58.2,8.0,7.43,0.0
65.03,4.75,60.3,-75.92,-158.85,-25.0,-0.34,1.0,0.01
14.13,29.56,65.81,-58.09,-149.53,-93.0,-0.52,1.05,0.17
-2.3,46.08,60.08,-1.87,-12.5,-5.31,-1.67,1.58,0.27
14.38,65.66,-2.38,31.36,103.92,101.7,0.21,0.1,0.07
4.03,96.66,-61.72,148.72,193.82,250.0,0.06,-0.45,0.95
1.09,90.42,-65.0,-24.92,69.44,-8.86,0.45,-0.2,0.19
-3.52,72.65,-57.0,-250.14,85.85,55.0,-1.48,1.53,0.02
-42.39,63.74,4.63,-250.14,132.36,15.0,-0.48,1.14,0.41
6.3,58.53,65.68,-16.21,-15.4,4.19,-0.2,1.01,0.11
-5.54,24.4,73.47,26.12,-63.83,-13.5,0.09,2.0,0.9
-65.04,-0.44,52.9,236.35,-10.33,24.2,-0.22,0.67,-0.13
-32.4,-49.91,30.68,31.08,-54.16,-14.3,-0.42,-0.47,0.3
14.9,-21.52,36.94,1.02,-66.96,-19.79,-0.69,-0.46,0.53
56.3,33.48,85.86,-77.63,-102.8,-25.0,-0.47,0.7,-0.16
21.78,85.97,97.66,-80.08,-187.15,-12.0,0.07,1.67,1.12
-2.22,87.42,95.66,-14.98,0.76,-17.09,-0.13,1.09,0.25
-14.6,102.31,63.6,52.98,101.87,53.39,-0.58,1.06,0.27
19.36,79.06,1.82,194.69,208.88,215.0,-1.49,1.46,0.32
-2.1,88.03,-19.95,51.34,214.08,84.11,0.66,-0.06,-0.18
-0.33,84.87,-15.38,-3.95,16.85,-8.56,0.34,-0.34,0.98
-15.26,71.47,12.9,-122.38,72.53,-56.0,0.49,-0.3,0.1
-4.19,78.96,77.72,-250.14,-78.43,74.0,-1.06,0.97,0.43
-5.6,57.03,91.68,-77.33,44.63,-8.08,-0.35,1.2,0.53
-25.1,-6.37,74.61,19.41,-4.13,-1.29,-0.31,1.01,0.09
-41.0,-54.67,39.73,117.1,-47.76,-58.0,-0.3,1.61,1.08
-2.72,-57.65,35.16,250.13,39.21,-16.1,-0.22,1.46,0.36
4.25,-53.58,33.86,55.74,-9.09,11.48,-0.2,-0.4,-0.12
53.9,-18.02,63.73,6.34,-55.15,-20.01,-0.55,-0.43,0.67
46.46,16.47,95.3,-62.11,-250.14,-96.0,-0.25,-0.2,0.12
0.29,35.03,80.05,-139.31,-195.76,-1.0,-0.42,1.64,0.3
26.17,50.75,17.28,-7.85,-17.45,-10.5,-0.21,1.21,0.63
10.95,68.35,-23.22,4.05,10.56,16.36,-0.43,0.99,0.11
-2.35,64.42,-22.89,121.89,127.37,208.0,-0.73,1.25,0.7
-15.39,48.44,-0.47,128.98,129.23,178.0,-0.04,0.3,-0.09
-29.81,56.22,64.74,-4.27,0.32,7.92,0.36,-0.45,0.85
14.49,48.51,77.56,-44.96,69.4,1.02,0.32,-0.33,0.73
0.82,43.38,78.77,-250.14,66.59,101.0,-0.21,0.12,-0.18
-14.44,29.28,74.26,-169.47,78.56,42.1,-1.46,1.77,0.62
-64.7,-32.22,56.56,1.11,-11.69,-9.09,-0.37,0.86,0.01
-11.6,-49.24,48.23,93.12,-61.6,-59.4,-0.12,1.15,0.43
-1.95,-47.15,41.28,250.13,40.36,-114.0,-0.54,2.0,0.73
