yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.25,22.81,46.65,41.53,-0.62,4.96,-0.89,0.0,-0.52
-0.39,11.15,44.53,-1.38,-54.21,-1.5,-0.7,0.03,-0.28
-2.3,3.33,44.56,8.73,-41.39,-8.84,-1.06,-0.18,-0.25
2.79,22.85,48.99,25.89,66.45,10.72,-0.9,-0.1,-0.19
9.68,28.35,62.41,63.81,14.31,37.38,-0.87,-0.19,-0.22
17.31,24.63,86.09,104.9,-20.47,66.8,-0.75,0.04,-0.38
58.04,-16.02,78.88,-21.21,-166.62,223.0,-0.7,0.58,-0.25
6.39,-49.65,87.38,34.93,-139.24,24.6,-0.16,1.01,0.24
-11.7,-48.97,93.14,24.26,-8.06,-41.86,-0.4,1.0,-0.0
0.88,-56.07,97.46,21.02,-39.26,3.37,-0.29,0.87,-0.11
8.05,-79.66,98.9,9.59,-105.95,31.07,-0.23,0.98,0.18
-8.0,-91.0,102.4,19.07,-61.82,-31.1,-0.35,0.91,0.1
-13.0,-110.87,110.8,35.31,-89.65,-49.1,-0.27,1.04,0.03
2.1,-118.72,116.49,28.53,-51.47,8.17,-0.23,0.92,-0.09
4.0,-129.14,119.52,18.82,-62.62,15.5,-0.19,1.05,0.2
-2.0,-128.54,117.73,0.67,-20.99,-7.88,-0.3,1.01,0.19
-2.0,-137.18,120.26,18.18,-58.31,-10.1,-0.33,0.87,0.15
-10.0,-142.69,126.11,30.57,-46.37,-40.9,-0.24,0.92,-0.02
2.0,-155.66,127.87,15.17,-77.31,7.83,-0.23,0.94,0.06
0.5,-166.52,131.02,22.31,-71.86,2.25,-0.34,0.85,0.12
-5.0,-185.39,134.81,24.62,-105.27,-19.0,-0.25,0.88,0.09
-7.0,-207.19,144.9,50.21,-119.67,-27.0,-0.25,0.86,-0.0
4.4,-221.45,142.35,0.93,-92.67,17.05,-0.27,1.03,-0.01
-3.0,-226.95,144.12,19.18,-61.31,-15.3,-0.38,0.95,0.07
-11.0,-234.08,150.12,36.18,-68.12,-45.3,-0.34,0.92,0.15
0.8,-248.96,157.6,42.78,-100.46,3.31,-0.33,0.98,0.06
-2.0,-260.15,164.18,39.97,-87.37,-9.16,-0.29,0.97,0.09
3.2,-250.39,159.97,-1.99,-5.57,12.57,-0.31,0.92,0.06
-3.0,-248.32,157.36,4.34,-34.89,-11.79,-0.33,0.89,0.17
-11.0,-251.5,158.26,17.61,-55.28,-43.6,-0.27,0.92,0.19
0.2,-268.64,165.49,42.77,-111.73,0.81,-0.31,1.0,0.09
2.7,-273.4,164.33,9.63,-64.48,10.62,-0.25,1.08,0.06
3.1,-278.67,162.68,7.62,-67.03,11.91,-0.23,0.98,0.11
-6.0,-280.9,162.66,14.04,-55.71,-25.6,-0.23,1.08,0.17
-3.0,-289.09,167.01,32.09,-80.86,-12.7,-0.29,0.94,0.1
-7.0,-304.54,175.29,48.64,-111.27,-28.0,-0.3,0.86,0.07
4.0,-290.46,171.06,1.37,2.96,15.62,-0.5,0.9,-0.0
-9.0,-282.39,169.08,8.63,-17.13,-36.92,-0.26,0.78,0.18
-2.0,-286.59,169.24,16.75,-64.86,-11.3,-0.29,0.92,0.21
5.5,-296.92,174.18,36.24,-90.98,21.37,-0.41,0.96,0.08
-6.0,-297.54,174.32,17.27,-53.29,-23.7,-0.35,0.96,0.03
7.8,-309.08,177.31,29.82,-98.48,30.42,-0.43,0.88,0.02
-10.0,-306.98,177.92,19.18,-43.52,-41.1,-0.3,1.1,0.16
-1.0,-311.95,178.44,19.26,-71.93,-5.24,-0.27,0.93,0.17
-3.0,-312.57,182.83,34.62,-55.21,-13.5,-0.29,0.93,0.08
-1.0,-298.15,182.22,13.6,6.5,-7.44,-0.13,1.02,0.03
6.4,-297.53,180.32,10.28,-48.48,24.79,-0.33,0.96,0.07
-8.0,-303.22,177.06,3.27,-72.4,-30.92,-0.19,1.07,0.1
-7.0,-299.41,177.03,15.74,-33.69,-26.9,-0.31,0.9,0.08
