yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.72,-58.13,50.04,-2.12,-5.8,0.44,0.28,0.91,0.29
1.04,-57.89,49.04,-0.8,-8.6,-2.79,0.26,0.94,0.28
0.51,-56.82,49.52,-6.82,-5.93,4.02,0.28,0.92,0.3
0.04,-56.01,50.01,-2.89,-5.84,4.08,0.29,0.92,0.29
-0.09,-55.89,49.67,-0.58,-3.13,1.99,0.31,0.9,0.3
0.07,-55.95,49.15,-0.43,-2.98,0.16,0.29,0.91,0.3
-0.07,-55.56,50.95,-3.85,-5.83,-0.34,0.29,0.9,0.31
0.04,-55.57,51.26,-4.5,-6.49,0.28,0.28,0.91,0.31
0.11,-55.66,51.34,0.68,-6.38,-0.68,0.29,0.92,0.3
0.04,-55.61,51.43,1.45,-4.66,-0.26,0.28,0.93,0.29
0.08,-55.39,51.41,-1.24,-6.4,0.15,0.29,0.92,0.28
0.04,-55.07,51.79,-2.13,-6.61,0.41,0.29,0.91,0.29
0.28,-55.39,50.83,-1.97,-6.05,0.16,0.28,0.92,0.29
0.7,-55.51,49.82,-2.53,-5.48,0.29,0.3,0.91,0.28
-0.24,-55.19,51.11,-0.84,-4.85,0.16,0.28,0.92,0.28
