yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.65,-7.78,78.55,1.67,9.53,-12.92,0.5,1.02,0.19
-2.44,-8.41,83.11,15.98,-5.02,-8.05,-0.25,1.09,0.08
-7.52,-15.86,74.91,-31.18,-33.69,-29.0,-0.26,0.98,0.18
10.1,-44.54,92.2,69.38,-119.52,39.0,-0.15,0.85,0.15
9.59,-27.46,78.0,-53.96,58.74,36.9,-0.29,0.99,-0.0
-8.61,-15.54,78.06,-1.39,43.23,-33.24,-0.03,1.0,0.01
-5.9,-16.21,84.89,27.38,-6.93,-22.79,-0.2,1.02,0.06
-10.3,-29.79,66.72,-72.76,-57.39,-39.0,-0.02,1.49,0.18
12.49,-20.43,79.35,49.55,30.93,48.03,-0.19,0.95,0.21
7.67,0.34,65.7,-52.6,76.35,29.6,-0.4,0.88,0.09
0.19,2.73,60.21,-22.75,12.47,0.73,0.33,1.04,0.18
0.25,2.57,61.21,0.7,0.01,0.97,0.02,1.01,0.16
0.21,2.77,61.37,-2.32,1.52,0.82,0.04,0.99,0.18
0.08,1.83,61.62,-2.15,-3.05,0.3,0.03,0.98,0.16
-0.03,0.56,61.7,-2.8,-4.47,-0.11,0.03,0.98,0.15
