yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.02,-37.98,70.39,-1.75,-4.45,0.43,0.03,0.99,0.09
-0.32,-36.91,70.04,-1.69,-6.54,0.08,0.03,0.99,0.1
-7.8,-35.45,73.79,-3.46,-1.4,-1.25,0.04,0.98,0.11
-15.1,-53.39,79.45,-0.62,-7.65,-14.26,0.06,1.02,0.1
21.9,-32.05,83.33,11.2,1.79,-30.13,-0.03,1.01,0.08
6.05,-13.75,66.34,22.16,-79.24,-58.1,-0.25,1.33,0.19
1.3,-5.58,65.95,14.44,76.79,84.54,-0.05,0.97,0.03
0.05,-8.5,64.79,-63.63,62.65,23.37,-0.65,0.89,0.04
-1.15,-9.25,64.21,-4.1,29.44,4.99,-0.12,1.0,0.06
0.45,-16.34,59.56,-7.62,-12.81,0.19,-0.01,1.0,0.1
-0.05,-12.81,65.69,-5.05,-4.67,-4.44,-0.03,0.99,0.14
0.76,-12.39,68.78,-19.64,-32.95,1.73,-0.31,0.93,0.13
0.7,-13.13,70.27,22.15,12.27,-0.21,0.08,0.94,0.25
0.61,-14.57,70.97,9.72,-0.4,2.92,-0.0,0.98,0.13
1.0,-15.06,72.06,3.26,-5.27,2.69,-0.04,0.99,0.06
