yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.27,68.59,-13.49,-1.49,-1.74,-1.04,-0.91,-0.36,0.04
-2.23,67.46,-13.54,1.23,-4.34,-8.6,-0.88,-0.37,0.05
-0.42,68.08,-14.38,-1.47,2.94,-1.62,-0.87,-0.41,0.06
3.08,69.32,-13.13,6.47,5.27,11.83,-0.85,-0.37,0.06
19.86,71.49,-9.58,15.26,8.72,76.68,-0.64,-0.23,0.08
47.67,64.82,2.16,40.8,-24.72,184.0,-0.99,0.59,-0.16
-6.28,43.87,18.6,12.6,9.02,127.96,-0.49,1.09,0.11
-1.72,16.48,31.39,31.25,-74.02,-22.5,-0.42,1.06,0.0
6.44,-15.57,39.68,43.13,-106.12,-6.6,-0.29,0.83,-0.08
-7.19,-31.58,41.37,26.56,-128.4,24.7,-0.29,0.99,-0.09
-9.65,-50.52,48.94,1.15,-69.0,-27.66,-0.24,0.89,-0.04
7.53,-65.84,56.97,25.34,-83.73,-37.2,-0.25,0.92,0.11
-1.73,-77.6,66.2,28.82,-72.56,28.98,-0.35,0.99,0.1
5.43,-91.08,69.54,35.17,-61.21,-6.68,-0.35,0.93,0.06
0.54,-102.02,71.01,12.47,-69.49,20.97,-0.31,0.99,0.05
-10.0,-110.42,77.21,5.3,-61.09,2.08,-0.31,1.06,0.06
3.11,-139.77,88.68,25.24,-53.41,-38.8,-0.31,0.84,0.08
-1.7,-147.83,92.46,47.08,-138.77,12.0,-0.35,1.05,-0.04
-1.9,-157.31,96.48,18.28,-57.99,-6.75,-0.35,0.93,-0.08
-0.4,-163.05,98.28,18.79,-64.13,-7.37,-0.24,0.98,0.01
-0.0,-163.53,95.09,10.07,-49.99,-1.86,-0.23,1.16,0.05
-3.5,-165.76,96.31,-9.23,-29.66,-0.23,-0.18,0.99,0.17
0.2,-165.85,100.46,8.9,-37.47,-13.77,-0.22,0.89,0.23
-3.0,-173.6,107.86,21.09,-30.17,1.03,-0.33,0.89,0.11
7.9,-182.58,109.72,34.3,-60.64,-15.1,-0.29,0.94,0.07
-8.0,-192.4,109.9,13.64,-67.05,30.53,-0.34,0.92,0.06
-3.0,-208.95,120.93,6.48,-71.42,-33.66,-0.29,1.03,0.03
0.6,-215.31,122.99,-200.93,-6.45,0.0,-0.22,0.91,0.06
-1.0,-224.8,125.97,31.21,-67.21,-24.8,-0.23,0.96,0.04
-4.0,-232.5,128.15,24.97,-66.79,-13.1,-0.33,0.98,-0.03
1.1,-240.44,133.6,16.14,-61.9,2.31,-0.36,0.99,0.09
-16.0,-244.89,146.54,20.62,-75.98,-5.71,-0.29,0.95,0.14
5.1,-240.24,145.93,17.53,-69.61,-18.3,-0.31,0.94,0.12
3.0,-230.55,142.49,31.07,-72.0,4.37,-0.43,0.86,0.03
-0.0,-238.07,144.67,63.14,-60.6,-63.7,-0.46,0.76,-0.08
-2.0,-244.77,149.66,11.63,-25.55,19.92,-0.41,0.87,0.11
0.3,-257.19,155.78,-0.66,-3.7,11.58,-0.32,0.93,0.11
-3.0,-240.0,153.31,20.44,-70.37,-3.48,-0.29,0.92,0.04
3.3,-243.42,152.98,31.62,-67.85,-8.34,-0.28,0.97,0.02
-3.0,-253.97,153.05,36.83,-91.92,1.44,-0.3,0.89,0.03
2.9,-265.68,157.03,3.64,24.64,-12.95,-0.3,0.85,0.13
-2.0,-263.46,153.91,12.24,-55.44,12.76,-0.19,0.97,0.19
0.4,-255.81,149.42,12.85,-83.02,-13.8,-0.26,1.07,0.08
0.8,-262.7,151.79,28.47,-90.17,11.33,-0.2,1.01,-0.07
-0.0,-270.32,158.61,0.13,-35.46,-11.14,-0.26,0.96,0.06
-1.0,-277.73,158.84,-4.85,-13.05,1.6,-0.29,0.94,0.17
0.0,-281.25,156.55,22.23,-71.56,3.18,-0.25,0.87,0.09
-2.0,-295.93,156.59,39.97,-75.19,-2.31,-0.19,1.07,-0.12
-1.0,-308.57,159.52,13.85,-74.91,-5.38,-0.27,0.95,-0.1
-2.0,-316.67,167.79,4.5,-61.08,0.06,-0.23,0.89,0.05
1.9,-325.71,169.87,13.22,-106.56,-11.0,-0.21,0.93,0.05
-3.0,-337.14,167.93,24.47,-100.07,-5.6,-0.24,1.0,-0.11
0.6,-347.1,171.94,46.43,-83.69,-10.5,-0.18,0.99,-0.11
-0.0,-355.89,175.55,22.77,-88.93,7.51,-0.23,0.98,-0.0
-2.0,-360.1,174.64,26.78,-0.57,0.0,-0.32,0.88,0.05
-0.0,-370.16,174.6,1.27,-58.62,-2.21,-0.23,0.93,0.06
-3.0,-379.52,175.97,21.42,-97.39,-14.5,-0.24,0.97,-0.05
-2.0,-379.72,179.04,30.89,-96.21,2.54,-0.3,0.94,-0.04
1.3,-389.67,183.19,29.95,-93.4,-0.28,-0.27,0.95,0.03
1.6,-400.67,187.95,12.9,-76.7,-8.06,-0.23,1.01,0.11
-8.0,-387.35,182.66,15.96,-100.57,-3.4,-0.25,0.95,0.01
-1.0,-387.13,184.49,21.47,-99.28,-12.5,-0.23,1.06,-0.05
-1.0,-399.39,190.81,28.44,-63.98,-8.24,-0.28,0.92,-0.01
-0.0,-391.67,187.41,33.05,-103.09,5.0,-0.25,1.1,0.02
