yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-1.1,-22.75,72.11,-11.25,-4.35,-4.24,0.09,0.98,0.15
-2.42,-26.34,71.94,-1.76,-17.3,-9.3,0.08,0.96,0.17
-2.62,-27.97,73.29,4.25,-10.4,-10.11,0.04,0.96,0.18
-4.12,-27.73,72.53,-4.49,-3.66,-15.92,-0.01,0.98,0.13
-10.3,-25.59,75.99,12.97,3.76,-39.92,-0.04,1.0,0.2
-1.82,-33.44,84.34,34.09,-34.21,-6.98,0.12,0.88,-0.28
19.09,-22.81,84.58,-6.53,53.66,-12.05,-0.33,0.98,-0.08
-3.12,-9.05,82.57,2.15,-0.61,1.69,0.21,0.95,-0.14
0.44,-8.97,83.27,-3.56,-0.57,2.0,0.06,0.99,0.0
0.52,-8.75,82.61,-1.8,-2.99,-0.24,-0.0,1.0,-0.02
-0.06,-9.18,82.42,-4.28,-1.29,1.88,0.01,0.98,-0.01
0.49,-9.22,81.55,-11.76,-5.01,1.18,0.04,0.98,0.03
0.31,-10.22,78.78,-22.73,-18.27,1.23,0.05,0.98,0.06
0.32,-14.61,73.12,5.49,-8.17,0.36,0.11,0.96,0.16
0.09,-16.14,74.85,1.57,-2.53,-1.5,0.03,0.98,0.13
