yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.36,-34.42,72.95,-3.59,2.52,1.4,0.04,0.99,0.0
0.69,-34.16,71.13,-9.88,-4.47,2.66,-0.0,0.99,0.02
2.47,-30.12,69.7,-8.25,10.19,9.53,-0.06,0.99,-0.01
-3.49,-30.78,67.43,-11.12,-8.5,-13.4,-0.11,1.02,0.09
-9.66,-31.11,67.87,-0.41,-6.95,-37.31,-0.08,0.97,0.13
2.42,-53.99,79.17,46.79,-92.37,9.33,0.5,0.89,-0.16
14.25,-39.49,68.8,-38.92,45.18,54.79,-0.49,0.98,0.1
-3.02,-40.59,67.07,-8.55,-9.42,-11.67,0.14,0.93,0.12
-4.88,-36.1,70.87,13.08,11.92,-18.85,0.04,0.97,0.15
-10.3,-35.2,74.03,10.82,-2.38,-39.79,-0.02,1.04,0.13
-4.15,-47.98,74.37,1.31,-54.85,-15.98,0.2,0.89,-0.16
22.29,-42.37,71.17,-11.7,11.43,86.08,-0.39,0.99,0.16
-6.14,-24.01,68.08,-11.09,62.79,-23.7,-0.52,1.05,-0.12
-1.11,-20.46,70.99,8.87,10.6,-4.28,0.02,0.98,0.07
-1.13,-20.49,66.57,-19.47,-4.72,-4.36,-0.14,0.96,-0.0
