yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.15,-37.6,65.97,-3.65,-7.76,0.57,0.03,0.97,0.2
0.19,-37.75,65.95,-2.1,-6.24,0.73,0.04,0.98,0.2
0.29,-37.11,66.23,-0.81,-3.03,1.14,0.05,0.96,0.2
-14.1,-52.5,65.13,-1.94,-73.89,-54.6,-0.7,0.9,0.22
-7.96,-64.78,56.59,-35.73,-56.44,-30.0,0.14,0.93,0.23
24.15,-77.14,67.42,40.99,-56.95,92.89,0.58,1.74,0.06
2.84,-81.47,73.3,-10.19,-11.43,20.6,0.0,0.95,0.12
-15.5,-80.23,69.46,31.07,-34.23,10.98,-0.43,1.08,0.14
10.59,-85.22,69.59,-16.66,-8.58,-59.9,-0.06,1.0,0.14
7.87,-92.96,63.73,-2.46,-32.83,40.89,0.01,0.74,-0.02
2.37,-90.68,62.07,-24.75,-46.08,30.2,-0.12,0.76,0.12
-0.57,-89.83,61.83,-8.81,-5.05,9.15,0.08,0.94,0.2
-0.02,-87.0,62.88,-3.02,-10.09,-2.21,0.11,0.96,0.24
0.21,-82.7,63.29,1.5,-2.43,-0.07,0.07,0.98,0.18
-1.0,-67.41,61.18,-0.76,4.24,0.81,0.1,0.97,0.19
