yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.09,40.45,11.45,-2.47,-2.51,-1.77,-0.64,0.21,-0.71
-8.08,19.79,3.29,-31.35,-80.03,-29.0,-0.82,0.23,-0.8
-2.16,18.58,9.58,26.05,-12.6,-8.32,-0.89,-0.03,-0.36
-2.46,-43.28,-9.65,-73.11,-250.14,-9.0,-0.67,-0.42,1.25
8.0,-33.18,5.32,19.01,-110.77,128.0,-0.13,0.58,0.85
-12.65,32.8,28.3,32.48,125.24,28.48,0.28,-0.12,0.65
11.37,24.27,14.8,95.99,250.13,-48.8,-0.92,-0.3,-0.4
5.46,54.2,2.89,-43.51,-34.03,43.7,-0.6,-0.69,-0.66
5.78,-7.62,2.11,-41.46,118.82,21.0,-0.63,-0.48,-0.8
-6.84,-34.25,9.42,-0.85,-250.14,22.3,-0.74,-0.16,-0.33
20.13,-41.6,15.39,32.0,-109.63,-26.0,-0.27,-0.37,1.38
-11.38,22.82,16.22,24.5,-30.52,77.43,0.39,0.09,0.75
-12.54,86.7,30.85,6.85,237.24,-40.77,0.27,-0.14,0.76
23.06,82.53,3.57,61.83,250.13,-48.2,-0.64,-0.05,-0.39
1.8,83.92,0.35,-101.21,-8.92,89.0,-0.6,-0.36,-0.68
3.21,20.73,3.83,-8.36,14.35,6.92,-0.45,-0.41,-0.75
-9.62,-22.0,-0.77,14.38,-250.14,12.3,-1.88,-0.08,-1.12
24.79,-17.42,10.99,-13.46,-169.49,-37.0,-0.15,-0.63,1.2
8.39,-17.8,7.48,43.74,15.85,94.98,0.11,0.3,0.86
-23.74,46.83,13.73,-11.27,-2.08,30.08,0.22,-0.02,0.95
-14.6,76.08,30.92,30.89,250.13,-91.6,-0.29,-0.2,0.23
22.26,115.12,-1.86,76.4,119.06,-56.1,-0.6,-0.58,-0.64
-1.06,116.86,-9.04,-123.07,163.93,85.0,-0.81,-0.59,-1.09
-11.2,52.53,-15.31,-26.24,21.23,-4.06,-0.52,-0.36,-1.01
-6.35,26.78,-19.99,-23.31,-250.14,-43.0,-1.1,-0.41,0.0
18.9,21.86,-1.34,-18.02,-94.56,-24.0,0.02,-0.36,1.0
2.58,52.81,4.68,69.58,-12.87,72.98,0.22,0.18,0.73
-4.38,67.31,10.89,24.76,130.05,9.95,0.21,-0.08,0.93
-14.32,87.02,25.62,27.21,57.74,-16.9,-0.96,-0.18,-0.61
17.86,110.82,-9.17,62.44,83.25,-55.07,-0.56,-0.16,-0.63
2.9,103.68,-3.5,-132.91,104.35,68.0,-0.75,-0.42,-1.05
-11.5,38.29,-11.84,24.34,-16.08,11.16,-0.64,-0.39,-0.91
3.15,12.78,3.1,-24.62,-250.14,-44.0,-0.36,-0.76,0.28
-22.31,79.2,10.2,59.88,-95.44,12.11,0.06,-0.19,0.87
-9.28,117.14,22.11,42.4,8.19,68.58,0.15,0.03,0.72
-4.33,129.96,40.0,-10.36,250.13,-79.0,0.59,-0.03,0.9
10.41,97.56,15.61,49.39,154.17,-35.6,-1.04,-0.01,-0.47
-2.5,85.78,20.54,80.87,64.66,-16.71,-0.67,-0.63,-0.69
-9.21,39.24,37.46,-84.15,-114.66,40.0,-0.55,-0.66,-0.39
7.83,12.85,44.45,27.49,-38.34,-9.66,-0.82,-0.66,-0.66
24.78,-16.58,55.3,75.84,-179.13,-35.0,-0.75,-0.58,0.68
-12.84,50.39,48.75,35.44,-99.39,30.22,0.05,-0.17,1.17
-12.26,94.07,58.22,49.54,-111.82,95.3,0.34,0.09,0.73
-11.28,76.76,64.68,-15.53,250.13,-45.0,0.36,-0.07,0.85
8.31,61.67,27.2,46.6,172.77,-47.1,-0.65,-0.07,-0.31
-2.51,19.98,38.11,36.64,-61.27,-43.5,-0.65,-0.13,-0.7
