yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-1.72,14.01,60.17,-12.27,16.43,-34.4,0.02,1.1,-0.2
-17.03,37.09,44.31,-63.1,88.82,-61.0,0.06,1.01,-0.03
-3.25,57.8,32.4,-50.91,84.81,-12.5,-0.44,0.92,0.03
-7.68,65.28,22.64,-10.89,15.24,-30.6,-0.55,0.82,0.02
6.88,74.92,14.14,-30.66,30.87,24.66,-0.81,1.16,0.15
-6.04,74.72,7.3,-32.44,4.19,-23.33,-0.64,0.66,0.13
-17.67,63.53,15.4,28.53,-41.8,-68.2,-0.97,0.63,0.26
-33.0,110.25,31.89,68.94,183.12,-126.0,-1.17,-0.09,-0.07
-29.31,70.06,17.7,-51.27,-154.85,-11.0,-0.64,-0.05,0.25
24.0,62.86,23.45,33.18,-22.92,92.29,-0.5,-0.65,0.4
-31.53,72.77,84.93,250.13,39.74,-121.0,-1.1,0.12,0.53
-0.55,46.02,61.57,21.83,-146.47,-174.0,-0.61,-0.18,1.26
16.01,76.81,94.22,-79.23,50.32,-1.96,0.09,-0.1,0.5
-48.3,68.98,109.18,146.79,125.09,61.5,-0.66,-0.7,0.61
-43.7,67.78,108.3,73.36,-20.77,-186.0,-0.24,0.23,1.24
-3.15,61.87,74.05,14.41,3.29,-169.01,-0.34,-0.05,1.0
24.09,55.2,78.93,-122.04,-14.44,-12.0,-0.18,0.25,1.01
-15.27,53.68,96.84,40.02,-19.92,93.02,-0.3,-0.74,0.47
-31.3,58.81,105.34,85.86,0.08,-58.72,-0.36,-0.2,1.17
-27.33,56.79,99.79,50.79,27.06,-121.2,-0.28,-0.13,1.16
-3.06,38.93,84.81,-3.35,-2.07,-105.1,-0.39,-0.23,0.97
18.64,28.49,78.83,-41.89,-61.19,-11.0,0.15,-0.24,0.91
5.86,54.49,108.51,-2.55,-37.31,71.96,-0.11,-0.5,0.42
-45.2,46.91,110.65,135.38,104.36,22.5,-0.58,-0.51,1.0
-29.92,26.51,97.1,27.83,-25.77,-174.0,-0.56,-0.25,1.16
7.18,21.48,79.78,-34.18,-76.2,-114.0,-0.26,-0.26,0.98
11.81,33.75,103.55,-54.1,-13.15,27.7,0.19,0.0,0.59
-62.3,69.75,114.17,113.51,47.21,45.6,-0.52,-0.48,0.58
-19.17,58.4,90.3,110.92,158.55,-142.0,0.25,-0.35,1.21
9.8,62.47,89.79,-26.98,0.74,-223.6,-0.51,-0.01,1.24
-10.7,93.31,144.56,-74.59,-33.27,-73.0,0.12,-0.33,1.06
-34.9,55.74,142.32,23.11,22.32,37.84,-0.19,-0.47,0.09
5.88,24.89,121.25,235.01,128.22,-41.0,-0.72,-0.32,1.19
1.26,88.84,134.72,65.84,-71.96,-179.0,-0.57,0.41,1.33
-17.0,126.54,165.63,-27.27,-59.79,-134.0,-0.5,-0.22,1.07
-47.0,109.36,166.18,-61.73,-112.56,22.0,0.21,-0.01,0.75
-3.29,95.01,140.16,76.72,250.13,4.85,-0.71,-0.28,0.24
9.67,119.59,135.39,147.6,160.19,-65.0,-1.04,-0.31,1.43
16.8,154.64,157.58,29.89,-51.61,-181.0,-0.42,-0.16,1.2
-37.0,163.89,182.79,-77.15,-37.67,-12.0,0.22,-0.05,0.84
-33.0,148.17,191.61,10.07,109.44,37.35,-0.29,-0.4,0.34
2.32,121.52,162.67,106.72,143.44,60.1,-0.67,-0.57,0.89
30.1,109.06,157.53,126.97,55.14,-143.0,-0.76,-0.09,0.84
-70.0,130.57,192.86,67.52,-41.93,-128.0,-0.73,-0.42,1.06
-19.0,101.72,175.14,-85.24,-84.54,8.97,-0.11,-0.03,0.84
20.7,100.95,179.56,10.21,-37.02,115.8,-0.49,-0.37,0.43
-23.0,111.21,234.89,170.53,73.92,-65.8,-1.04,-0.65,1.12
-49.1,91.78,241.88,28.56,34.9,-250.1,-0.69,0.08,0.89
-6.97,55.39,206.9,-39.7,-94.27,-74.0,0.11,-0.08,1.31
16.18,51.96,199.17,53.0,6.38,79.6,-0.37,-0.38,0.11
-3.55,84.17,243.17,250.13,49.26,-89.7,-1.46,0.26,1.14
-54.1,56.78,271.15,62.55,-64.7,-188.0,-0.67,0.46,1.11
-30.6,28.73,256.62,-103.69,-133.02,-2.0,-0.21,0.25,0.96
8.21,0.49,220.9,8.51,-12.21,62.49,-0.34,-0.3,0.14
23.78,1.0,238.66,209.11,128.15,-13.0,-1.43,-0.17,0.89
-21.5,10.43,276.31,147.18,-101.44,-20.0,-0.62,0.59,0.92
-51.0,-11.55,282.62,-13.37,-107.34,-11.0,-0.79,-0.25,1.47
-18.0,-39.84,262.38,-102.6,-106.67,31.0,0.13,0.04,0.62
22.9,-43.79,228.04,112.52,-4.0,91.82,-0.44,-0.4,0.39
24.0,-33.15,240.3,189.72,32.98,-83.0,-0.78,0.01,1.25
-32.0,-13.68,267.17,65.89,-89.88,-198.0,-0.45,0.47,1.02
-57.0,-63.43,266.57,-38.29,-116.73,-70.0,-0.2,0.33,1.14
-18.0,-62.39,233.31,-95.23,-25.63,88.4,-0.31,-0.06,0.83
10.3,-65.54,238.47,93.47,30.05,92.47,-0.6,-0.79,0.35
-13.0,-19.06,291.17,146.04,66.38,-125.0,-1.01,0.12,1.16
-64.0,-41.91,298.93,40.01,-204.95,-219.0,-0.46,0.05,1.16
-55.0,-63.48,285.1,-91.05,-3.51,-70.4,0.22,0.05,0.78
6.51,-63.76,244.46,63.38,-23.66,39.61,-0.1,-0.46,0.69
25.5,-24.7,264.58,250.13,169.09,-51.0,-0.9,-0.12,1.01
-38.0,-1.45,301.56,74.27,-101.37,-250.0,-1.04,0.65,1.07
-33.0,-34.25,289.58,-6.86,-89.36,-197.0,-0.37,-0.01,1.07
-3.8,-60.0,264.14,-120.12,-5.23,25.0,0.39,0.2,0.46
12.4,-66.57,240.3,124.89,139.47,98.7,-0.55,-0.37,0.39
15.1,-46.43,269.37,187.85,81.5,-145.0,-1.33,0.4,1.23
-55.0,-52.72,297.98,-1.65,-135.39,-131.0,-0.44,0.27,1.16
-32.0,-59.37,271.15,-54.64,-109.37,-14.0,-0.08,-0.1,1.0
-15.0,-85.01,231.27,-46.27,-36.63,48.1,-0.03,-0.39,0.4
6.2,-94.97,225.88,159.18,63.27,58.3,-0.76,-0.5,0.67
0.45,-50.82,255.93,155.03,-37.85,-212.0,-0.7,0.39,1.03
-56.0,-34.44,275.56,-60.13,-37.48,-127.0,-0.34,0.03,1.37
-37.0,-45.95,231.35,-105.98,-101.05,-5.0,0.34,-0.2,0.98
-7.7,-77.83,201.53,27.37,-54.07,23.85,-0.03,-0.42,0.11
22.7,-73.11,222.95,164.11,157.47,1.74,-0.55,-0.76,0.59
-25.0,-33.27,276.45,120.04,54.92,-216.0,-0.34,-0.05,1.16
-64.0,-53.69,276.22,-79.47,-128.23,-29.0,-0.21,0.04,1.29
18.1,-70.82,229.47,121.76,-3.29,87.54,0.54,-0.25,0.54
12.3,-51.65,257.02,250.13,141.36,-99.0,-0.48,-0.21,0.16
-34.0,-20.7,288.26,41.65,-94.18,-248.0,-1.35,0.19,1.37
-59.0,-59.39,248.0,-52.16,-97.81,-76.0,-0.91,0.25,0.91
6.56,-84.3,243.0,-41.85,8.13,64.66,0.07,-0.25,0.9
-11.0,-50.92,258.15,152.05,59.56,47.78,-0.01,-0.15,0.42
-44.0,-46.48,265.2,165.85,109.76,-131.0,-0.66,-0.48,0.69
-28.0,-72.8,242.88,-115.38,-162.88,-2.0,-0.96,0.09,1.27
19.7,-62.69,223.31,-43.46,-95.69,55.1,-0.62,0.04,1.14
-17.0,-39.58,263.27,111.6,-26.8,25.3,0.33,-0.29,0.68
-49.0,-46.24,286.95,103.71,118.19,-45.0,-0.35,-0.68,0.39
