yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
1.1,-53.35,55.49,-0.99,-5.87,3.15,0.23,0.93,0.29
0.98,-52.51,56.75,3.34,-4.87,4.24,0.21,0.95,0.26
1.44,-51.89,57.12,2.6,-3.29,3.77,0.26,0.93,0.26
1.38,-51.73,56.19,-0.36,-3.5,5.56,0.28,0.93,0.26
0.07,-52.01,56.24,-5.41,-5.1,5.34,0.27,0.94,0.26
0.0,-51.69,56.3,-1.72,-6.93,0.28,0.29,0.92,0.28
0.01,-51.69,56.1,-1.39,-4.41,0.02,0.28,0.93,0.27
-0.0,-51.59,55.95,-2.61,-5.76,0.05,0.28,0.92,0.27
0.05,-51.31,55.65,-2.39,-5.34,-0.01,0.29,0.91,0.28
1.46,-51.65,51.63,-2.79,-4.39,0.18,0.27,0.93,0.29
-1.23,-50.55,53.26,-18.07,-7.16,5.66,0.31,0.92,0.35
1.71,-50.88,50.11,4.75,-1.07,-4.73,0.31,0.91,0.34
-0.26,-51.17,50.73,-14.18,-6.58,6.58,0.28,0.89,0.37
0.34,-51.08,50.2,0.51,-6.7,-1.0,0.29,0.89,0.39
-0.5,-51.0,51.43,-3.83,-5.18,1.33,0.29,0.9,0.36
