yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.33,-47.69,54.71,2.66,2.05,-1.29,0.29,0.9,0.35
0.75,-50.43,54.96,-0.46,-16.14,2.9,0.27,0.9,0.34
0.06,-50.7,54.83,-1.7,-6.33,0.22,0.31,0.9,0.36
-0.21,-50.47,55.26,0.42,-4.41,-0.79,0.3,0.9,0.35
0.36,-50.83,54.6,-3.95,-6.74,1.4,0.31,0.91,0.34
-0.09,-48.86,55.32,1.4,2.32,-0.35,0.28,0.91,0.35
-0.38,-48.89,55.96,1.05,-5.5,-1.45,0.27,0.91,0.33
0.21,-48.98,55.3,-4.1,-5.67,0.82,0.27,0.91,0.32
2.35,-48.39,51.49,-16.46,-2.71,9.08,0.29,0.87,0.35
-0.26,-45.87,51.62,-0.73,5.53,-0.99,0.35,0.89,0.4
0.12,-46.25,51.91,-0.69,-6.78,0.46,0.23,0.9,0.39
-0.39,-46.96,54.64,9.08,-8.05,-1.5,0.24,0.88,0.36
-0.32,-47.46,54.89,-0.65,-7.05,-1.24,0.27,0.9,0.33
0.23,-47.67,54.96,-1.5,-6.15,0.89,0.25,0.92,0.32
0.01,-47.71,55.0,-1.4,-5.44,0.04,0.26,0.91,0.34
