yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
2.64,5.66,70.76,-16.75,225.83,52.7,0.26,0.84,0.22
-2.35,8.57,68.41,-9.76,10.88,-8.62,-0.13,1.0,0.21
-0.62,6.64,68.65,0.04,-6.36,-2.39,0.0,0.93,0.26
-16.7,-16.19,76.27,12.29,-49.87,-28.4,-0.74,1.03,0.18
8.07,-8.21,69.92,19.01,-47.5,-64.7,-0.03,0.98,0.14
3.22,-11.54,64.48,-23.85,28.73,31.02,-0.06,0.83,0.36
6.16,-13.75,69.4,-23.79,-15.63,12.4,-0.12,1.19,0.12
3.78,-15.58,63.11,17.3,-10.86,23.71,-0.02,0.94,0.18
0.13,-10.42,66.76,-26.89,-9.27,14.53,0.03,1.02,0.18
-0.1,-10.65,68.57,12.95,19.57,0.5,0.15,0.97,0.24
-0.16,-12.75,68.85,5.02,-2.11,-0.37,0.05,0.98,0.15
-0.06,-13.7,68.69,-0.68,-9.32,-0.61,0.09,0.98,0.15
0.02,-14.11,68.0,-2.61,-5.23,-0.24,0.07,0.98,0.14
-0.07,-15.07,67.85,-4.72,-3.33,0.06,0.05,0.98,0.15
-0.03,-16.39,67.8,-2.5,-5.61,-0.28,0.06,0.98,0.17
