yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.2,-35.23,70.71,-3.22,-6.31,0.76,0.01,0.98,0.08
0.12,-35.22,70.87,-1.66,-5.5,0.48,0.01,0.99,0.09
-0.75,-33.05,68.36,-11.53,4.22,-2.89,0.13,1.02,0.13
-5.5,-33.53,67.74,-4.91,-7.34,-21.25,-0.01,0.98,0.11
-14.1,-38.66,74.23,25.58,-28.89,-54.6,-0.32,1.01,0.13
17.06,-20.55,81.91,29.14,65.86,65.89,-0.08,1.0,-0.01
0.5,-14.27,69.9,-45.14,18.02,1.91,-0.43,0.96,-0.21
-1.34,-13.42,72.49,8.37,-0.01,-5.18,-0.13,1.01,0.04
-5.91,-14.88,89.6,66.98,-8.96,-22.8,-0.09,0.92,0.03
-14.5,-20.39,72.13,-67.66,-26.57,-55.0,-0.28,1.18,-0.15
16.53,-19.63,78.38,23.3,-0.11,63.59,0.01,0.98,0.12
8.07,-24.21,62.79,-61.44,-24.64,31.1,-0.34,0.98,0.09
1.29,-22.55,63.88,2.4,4.73,4.99,0.22,1.01,0.15
-0.69,-23.83,64.4,-1.3,-8.69,-2.67,0.01,0.99,0.09
-0.34,-22.2,65.65,1.66,2.52,-1.31,-0.02,0.99,0.08
