yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.03,-34.37,68.8,-5.11,-7.35,-0.13,0.01,0.97,0.14
0.15,-34.44,68.67,-2.76,-5.95,0.57,-0.02,0.99,0.12
-0.24,-34.69,68.17,-4.1,-6.63,-0.94,-0.01,0.96,0.14
0.48,-35.16,71.83,12.96,-8.27,1.86,-0.1,1.09,0.19
-15.1,-48.82,75.28,13.13,-62.68,-58.4,-0.23,1.0,0.06
9.57,-44.62,70.71,-19.64,9.67,36.96,0.06,0.89,-0.09
6.54,-46.97,69.47,-5.73,-16.29,25.25,0.04,0.94,0.24
2.33,-47.98,70.04,-0.24,-11.57,8.98,0.01,1.0,0.09
2.55,-52.62,74.49,15.71,-27.15,9.85,-0.09,1.06,-0.07
-15.4,-59.18,72.59,-7.77,-37.18,-59.5,-0.27,1.05,-0.04
0.7,-43.85,69.29,-14.45,52.5,2.71,0.05,0.84,0.13
25.38,-16.11,57.28,-47.44,100.44,97.9,-0.69,1.45,0.17
4.25,-14.04,57.37,-3.88,5.4,16.35,-0.03,0.99,0.11
1.84,-13.58,58.34,-0.52,-0.36,7.15,0.01,0.99,0.09
0.37,-15.26,58.73,-3.0,-9.18,1.43,-0.03,1.01,0.05
