yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.53,-33.79,78.97,24.01,5.0,-2.04,0.04,0.99,0.08
0.12,-33.3,80.48,4.98,-4.02,0.47,-0.06,1.01,-0.04
0.71,-35.1,79.75,-3.83,-12.29,2.75,0.03,0.99,0.06
0.16,-34.17,79.75,-1.38,-1.76,0.62,0.02,0.99,0.03
0.81,-35.96,77.08,-11.08,-11.81,3.14,0.1,1.11,0.11
-5.2,-35.82,78.04,2.4,-5.21,-20.08,0.0,0.97,0.07
-16.0,-36.87,82.43,17.8,-11.7,-62.1,-0.19,1.0,0.12
8.6,-37.71,85.43,14.55,-6.8,33.06,0.23,0.79,-0.25
15.62,-36.08,74.72,-38.05,-5.05,60.07,-0.68,0.98,-0.05
-2.1,-37.55,71.31,-13.69,-10.42,-8.1,0.14,0.99,0.23
-0.39,-37.01,72.06,1.38,-4.54,-1.5,-0.07,1.01,0.13
0.09,-36.6,73.05,2.5,-4.4,0.35,-0.01,0.98,0.15
0.29,-35.35,73.49,0.55,-0.66,1.14,0.02,0.97,0.16
0.04,-37.98,72.67,-4.79,-16.41,0.15,-0.02,0.99,0.12
0.34,-35.61,74.59,6.24,3.37,1.31,-0.01,0.98,0.14
