yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-0.09,11.73,76.88,1.5,0.05,-1.88,-0.21,0.96,-0.14
-0.6,12.15,77.27,1.82,1.72,-2.31,-0.2,0.98,-0.16
-1.71,16.48,76.99,-0.67,17.34,-6.55,-0.21,0.97,-0.17
-31.69,25.28,71.94,-17.54,33.23,-122.0,-0.71,1.23,-0.09
-61.1,21.24,101.09,128.21,-22.87,-236.0,-1.09,0.07,-0.47
16.01,34.09,96.22,-4.5,45.57,61.56,-0.35,0.05,-0.21
-14.1,18.31,99.45,27.79,-69.43,-54.4,-0.88,0.07,-0.29
-5.53,40.18,85.48,-36.85,80.05,-21.2,-0.99,-0.37,-0.26
-12.58,29.36,55.25,-105.6,-48.5,-48.0,-1.61,-0.33,-0.39
-6.45,4.88,17.29,-140.76,-104.49,-2.0,-0.88,-0.31,-0.21
0.18,9.87,12.93,-15.47,12.12,0.71,-0.71,0.07,-0.51
-10.3,-15.84,45.14,136.15,-111.7,-39.0,-0.82,-0.44,0.08
5.84,10.19,82.74,95.98,95.2,-17.37,-0.98,-0.19,0.14
12.68,28.03,68.61,73.11,-12.82,20.87,-1.21,-0.63,0.1
-7.7,30.37,77.67,-41.54,61.78,48.77,-0.65,-0.13,-0.18
-8.04,23.94,77.47,45.79,1.13,-29.72,-1.24,0.23,-0.04
0.64,39.44,51.88,12.79,-34.36,-31.0,-0.71,-0.08,0.0
-13.43,29.43,23.33,-87.82,53.84,2.47,-1.41,-0.36,0.06
4.83,24.15,-15.36,-105.19,-47.04,-51.0,-1.13,-0.16,-0.05
-9.72,27.62,1.98,-148.96,-26.43,18.0,-0.88,-0.24,-0.39
-8.23,32.94,32.62,67.76,7.15,-37.53,-0.79,-0.05,-0.34
5.2,54.23,42.57,125.1,14.0,-31.5,-0.8,-0.22,-0.1
2.54,50.88,57.43,47.32,78.76,20.06,-1.31,-0.3,0.15
12.97,49.71,52.95,71.89,-13.38,9.76,-0.83,-0.58,-0.17
4.75,53.2,48.58,-8.94,-9.92,50.09,-1.13,0.02,-0.13
-18.28,53.92,59.31,-11.27,9.87,17.04,-0.81,0.28,0.03
2.58,54.91,48.95,52.52,-0.97,-70.56,-0.9,-0.15,0.13
-5.93,37.62,20.31,-25.75,4.34,9.89,-0.85,-0.68,-0.0
18.03,22.08,-28.5,-106.11,-73.94,-22.0,-1.18,-0.16,0.04
-18.05,21.52,-3.52,-184.92,-63.15,69.0,-0.57,-0.6,0.11
-3.13,49.84,13.65,-74.48,13.68,18.86,-0.82,-0.06,-0.23
-0.36,47.33,36.76,154.18,-27.5,-64.0,-0.61,-0.19,-0.28
12.14,57.61,17.24,72.97,108.18,-12.0,-0.88,-0.53,0.33
0.15,62.88,17.31,104.34,-7.29,-1.39,-0.71,-1.11,0.11
-20.09,53.86,42.45,-73.22,35.44,46.5,-1.1,0.14,-0.04
-2.53,62.93,27.17,2.71,17.5,0.58,-1.02,0.04,-0.17
-3.86,53.49,14.07,103.43,-38.45,-77.0,-0.8,0.04,-0.19
9.59,20.14,-20.95,-48.27,37.02,-9.72,-0.63,-0.51,0.16
23.39,34.99,-54.12,-43.98,-37.85,-14.0,-1.14,-0.59,0.15
-11.1,37.0,-29.52,-134.58,-135.81,36.0,-0.9,-0.36,0.11
-9.3,32.53,-3.19,-122.24,50.13,83.5,-0.41,-0.24,-0.16
5.86,42.35,29.08,90.89,2.21,-42.94,-1.0,-0.12,-0.32
16.13,40.67,10.83,105.21,-22.47,-35.0,-0.56,-0.26,0.02
-10.96,38.2,28.01,46.37,59.98,19.54,-0.95,-0.63,0.07
-12.32,34.35,32.57,95.79,-24.2,22.64,-0.81,-0.73,0.25
-0.85,12.45,-11.5,-69.3,-12.4,62.2,-0.8,0.05,-0.17
18.15,11.43,-57.09,69.13,-16.38,-42.1,-0.72,0.11,0.02
-2.79,14.23,-54.87,25.84,-20.66,-47.5,-0.82,-0.28,0.09
-16.3,19.98,-20.1,-85.5,17.87,-17.2,-0.98,-0.61,0.15
