yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0.05,-38.57,65.56,-1.73,-5.53,0.2,0.04,0.97,0.18
0.09,-38.56,65.52,-2.36,-5.77,0.34,0.02,0.98,0.18
0.06,-38.38,65.53,-2.25,-5.27,0.21,-0.11,1.08,0.21
0.03,-38.6,77.06,44.3,-7.98,0.11,0.17,1.06,0.26
-11.7,-35.13,71.98,-19.87,9.24,-45.27,-0.16,2.0,1.32
14.9,-30.75,97.65,105.33,11.31,57.29,-0.01,0.99,0.06
5.86,-35.66,91.88,-21.39,-24.76,22.6,0.11,0.94,0.11
2.99,-39.6,86.24,-20.78,-20.46,11.4,0.09,0.99,0.25
0.93,-39.46,84.35,-5.75,-4.95,3.58,0.1,1.02,0.35
-0.08,-35.72,83.21,-2.34,9.51,-0.31,0.08,0.95,0.23
0.21,-36.61,82.28,-2.56,-8.61,0.8,0.11,0.98,0.25
0.28,-37.08,80.51,-5.81,-6.75,1.09,0.16,0.96,0.28
0.52,-36.79,79.49,-2.66,-3.31,2.02,0.14,1.06,0.14
1.86,-40.02,78.72,-3.03,-17.69,7.18,0.12,0.95,0.23
0.83,-39.38,79.33,3.07,-2.76,3.22,0.13,0.97,0.21
