yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
-1.24,40.68,70.48,-3.85,27.31,-24.73,-0.32,0.97,0.25
0.62,37.77,69.92,-1.46,-7.92,2.21,-0.39,0.97,0.18
-10.06,42.76,30.74,-153.47,24.82,-38.0,-0.41,2.0,2.0
43.75,49.81,-30.29,-250.14,32.43,168.0,-0.59,1.71,-0.8
1.4,58.17,-39.21,-31.1,36.56,5.38,-0.44,-0.75,-0.01
-8.49,50.59,-27.59,49.27,-26.21,-32.7,-0.43,-0.68,0.2
-40.65,41.8,38.49,250.13,-29.93,-156.0,-0.36,1.17,-0.23
1.71,51.11,83.26,176.97,42.88,6.56,-0.3,1.96,1.43
0.78,54.3,84.36,6.26,18.15,3.03,-0.3,0.94,-0.03
2.24,51.45,84.05,1.53,-5.81,8.64,-0.35,0.98,0.22
-37.94,-5.91,21.5,-245.85,-225.93,-1.0,-1.13,2.0,0.89
-34.0,-57.18,-11.01,-130.49,-201.75,-1.0,0.28,0.23,-0.46
31.61,-26.8,-3.57,-11.44,6.86,-7.38,0.67,-0.09,-0.0
57.51,15.7,38.94,37.69,107.8,113.2,-1.15,1.18,1.05
8.66,32.13,46.4,163.79,160.18,221.0,-0.57,1.0,0.56
2.43,33.89,44.13,27.99,64.34,33.42,-0.42,0.93,0.1
-6.64,52.3,5.46,-12.06,8.31,9.34,-0.18,1.62,1.26
15.78,42.07,-54.82,-156.79,78.69,-25.0,-0.62,1.28,0.44
23.66,48.34,-75.88,-250.14,-36.53,60.0,-0.76,-0.36,0.08
-7.36,47.22,-69.83,-89.43,21.7,91.37,-0.55,-0.6,0.4
-63.0,48.06,-3.07,18.79,-2.75,-28.44,-0.29,0.63,-0.16
9.0,34.8,59.75,246.34,7.08,-242.3,-0.48,2.0,1.24
7.93,54.21,51.85,243.08,-47.43,34.7,-0.31,0.92,0.47
0.99,51.37,52.96,-31.49,80.63,30.52,-0.31,0.97,0.01
-2.41,21.9,55.28,1.15,-5.55,3.82,-0.61,1.0,0.29
